"movie_id","studio_id"
"IGB45","S:Great National"
"IGB50","SU:"
"IrC51","SFox"
"IrC55","S:Fox"
"IrC56","SU:"
"IrC60","SU:"
"IrC66","SU:"
"IrC67","SFox"
"IrC73","SU:"
"IrC74","SU:"
"IrC76","SU:"
"IrC77","SFox"
"IrC79","SFox"
"IrC80","SU:"
"IrC81","SFox"
"IrC86","SFox"
"IrC89","SU:"
"IrC95","SRKO"
"LM2","SWarners"
"LM4","SU:"
"LM11","SU.A."
"LM12","SU:"
"LM16","SU:"
"LM17","SU:"
"LM20","SWarners"
"LM22","SFox"
"LM29","SEnterprise"
"LM32","SFox"
"LM100","hamley"
"LM110","SWarners"
"PSl10","Paramount"
"S1","SU:"
"S3","SU:"
"S5","Paramount"
"S9","SUFA"
"S10","Paramount"
"S11","Paramount"
"S12","Paramount"
"S14","Paramount"
"S15","Paramount"
"S16","Paramount"
"S17","SColumbia"
"S18","SU:"
"S21","SArnold Productions"
"S22","SU:"
"S23","SU:"
"S24.","SL:Japan"
"ThD20","SU:"
"ThD28","SU:"
"ThD30","SBritish National"
"ThD35","SU:"
"ThD36","SU:"
"ThD40","SU:"
"ThD45","SU:"
"ThD50","SEaling"
"ThD55","SU:"
"WW12","Universal"
"WW23","Universal"
"WW30","Universal"
"WW38","SU:"
"WW41","SU:"
"WW43","SGoldwyn"
"WW44","SWarners"
"WW46","SWarners"
"WW47","SGoldwyn"
"WW48","SU:"
"WW54","SU:"
"WW60","SU:"
"WW61","SU:"
"WW63","SGoldwyb"
"WW64","SU:"
"WW65","SU:"
"WW66","Paramount"
"WW67","Cinecitta"
"WW73","Paramount"
"WW69","SU:"
"WW80","SU.A."
"WW81","SMGM"
"WW82","U.A."
"WW83","SU:"
"WW84","SFox"
"WW85","SColumbia"
"ACa10","SU:"
"ACa17","SU:"
"ACa20","SU:"
"ACa46","SU:"
"ACa50","SEaling"
"ACa60","SEaling"
"ACa62","SU:"
"ACa64","SU:"
"ACa66","SU:"
"ACa70","SL:Brazil"
"ACa80","SL:Germany"
"ACa90","SL:Italy"
"ACa95","SL:Italy"
"AM8","SU:"
"AM12","SU:"
"AM15","SWarners"
"AM16","SU:"
"AM18","SWarners"
"AM20","SU:"
"AM21","S:Warners"
"AM23","SGoldwyn"
"AM29","SFox"
"AM31","SFox"
"AM35","SL:USA"
"AM36","SU.A."
"ASR25","SU:"
"ASR35","SU:"
"ASR38","SU:"
"ASR40","Universal"
"ASR42","SU:"
"ASR45","SU:"
"ASR51","SU:"
"ASR59","SU:"
"ASR65","SU:"
"EBS02","SU:"
"EBS03","SU:"
"EBS20","SU:"
"EBS40","SU:"
"EBS50","SRKO"
"EBS60","SU:"
"EBS70","SU:"
"EBS90","SRKO"
"FC1","SU:"
"FC10","SColumbia"
"FC15","SU:"
"FC17","SU:"
"FC21","SU:"
"FC22","SColumbia"
"FC23","SU:"
"FC24","SColumbia"
"FC25","SColumbia"
"FC26","SColumbia"
"FC27","SColumbia"
"FC30","SU:"
"FC34","SWarners"
"FC35","SRKO-Liberty"
"FC40","SU:"
"FC101","S:CBS"
"GMy10","SU:"
"GMy20","Gem film"
"Gmy25","Universal Elektra"
"GMy45","S:Republic"
"GuB10","FertPittalunga"
"HH9","SWarners"
"HH12","SRKO"
"HH13","SWarners"
"HH14","SMGM"
"HH19","SU:"
"HH21","SRKO"
"HH22","SColumbia"
"HH23","SColumbia"
"HH28","SWarners"
"HH29","SGoldwyn"
"HH30","SU:"
"HH31","SFox"
"HH32","SU:"
"HH33","SU:"
"HH34","SFox"
"HH37","Paramount"
"HH39","SU:"
"HH40","SU:"
"HH41","SU:"
"HH42","SU:"
"LlB11","SWarners"
"LlB21","SWarners"
"LlB32","SWarners"
"LlB35","SWarners"
"LlB36","SWarners"
"LlB37","SWarners"
"LlB40","SWarners"
"LlB50","SWarners"
"LlB53","SWarners"
"LlB55","SWarners"
"LlB57","SWarners"
"LlB59","SWarners"
"LlB62","SWarners"
"LlB64","SWarners"
"LlB67","SWarners"
"LlB80","SWarners"
"LlB83","SFox"
"LlB85","SU:"
"LlB90","SU:"
"LlB95","SFox"
"LlB97","S:RKO"
"LlB100","SRKO"
"MlW5","SU:"
"MSC10","Paramount"
"RlW10","SU:"
"RVL6","SU:"
"RVL8","SU:"
"RVL14","SU:"
"RVL16","STrafalgar"
"RVL17","SRKO"
"RVL28","Universal"
"RVL30","Universal"
"RVL32","SU.A."
"RVL34","SU:"
"RyT40","SU:"
"RyT50","SU:"
"RyT55","SColumbia"
"VsP20","SU:"
"VsP30","SU:"
"VsP40","SU:"
"VsP50","SU:"
"WlD3","SU:"
"WlD5","SWarners"
"WlD6","SU:"
"WlD7","SU:"
"WlD9","bnw"
"WlD10","SU:"
"WlD15","SFox"
"WlD18","SWarners"
"WlD19","SWarners"
"WlD20","SWarners"
"WlD25","SU:"
"WlD29","SWarners"
"WlD33","SU:"
"WlD34","SU:"
"WlD35","SWarners"
"WlD36","SRKO"
"WlD37","SWarners"
"WlD38","SWarners"
"WlD42","SU:"
"WlD43","SSelznick"
"WlD45","bnw"
"WlD49","SSelznick"
"WlD51","Paramount"
"WlD53","Paramount"
"WlD54","SU:"
"WlD55","SU:"
"WlD58","Paramount"
"WlD59","SU:"
"WlD61","Paramount"
"WlD65","SU:"
"Z5510","SU:"
"Z5512","SU:"
"AJs1","Paramount?"
"BuB10","SL:\Ru"
"ByH5","Paramount"
"ByH8","SDisney"
"ByH12","SU:"
"ByH15","Paramount"
"ByH25","SU:"
"ByH26","SU:"
"CBm40","SU:"
"CBm60","SU:"
"CBm90","SU:"
"DaB3","SFox"
"DaB4","SFox"
"DaB5","SU:"
"DaB11","SFox"
"DaB17","SRKO"
"DaB19","Paramount"
"DaB20","SU:"
"DaB21","SWarners"
"DaB23","S:Warners"
"DaB26","SWarners"
"DaB28","SWarners"
"DaB29","SU:"
"DaB31","SU:"
"DaB32","SWarners"
"DaB33","England"
"DaB35","SU:"
"DAz2","SU:"
"DAz5","Paramount"
"DAz6","SPFL"
"DAz17","SU:"
"DAz21","SRKO"
"DAz23","SGoldwyn"
"DAz27","SU:"
"DAz35","SRKO"
"DMD1","SU:"
"DMD10","SU:"
"DMD25","British Army Film Unit"
"DMD40","Rank"
"DMD50","SABPC"
"DzV50","SU:"
"FTu7","Paramount"
"FTu19","Paramount"
"FTu20","SGoldwyn"
"Ftu23","Paramount"
"Ftu25","Paramount"
"FTu30","SU:"
"FTu60","SFox"
"FTu80","SU:"
"HDA6","Paramount-Publix"
"HDA7","Paramount-Publix"
"JTg1","SU:"
"JTg4","SFox"
"JTg7","SFox"
"JTg13","SU:"
"LoM6","SMGM"
"LoM12","SL:London"
"LoM17","SUS"
"LvK10","SL:\Ru:"
"LwS90","SU:"
"LwS100","SU:"
"LwS130","SFox"
"LwS150","SWarners"
"LwS166","S:Warners"
"LwS180","SU:"
"MDK10","SL:\Fr"
"MLR4","SWarners"
"MLR6","SWarners"
"MLR7","SWarners"
"MLR6","SU:"
"MLR10","SU:"
"MLR11","SU:"
"MLR12","SWarners"
"MLR14","SWarners"
"MLR15","SU:"
"MLR16","SWarners"
"MLR17","SWarners"
"MLR19","SU:"
"MLR20","SU:"
"MLR22","SMGM"
"MLR25","SU:"
"MLR28","SU:"
"MLR29","SMGM"
"MLR32","SMGM"
"MLR33","SU:"
"MLR34","SU:"
"MLR40","SMGM"
"MLR43","SWarners"
"MLR46","SU:"
"RFl3","Paramount"
"RFl10","SL:USA"
"RFl28","Universal"
"RFl33","Paramount"
"RFl40","Paramount"
"RFl50","SU:"
"RFl70","SU:"
"RFl100","hamley"
"RFl101","hamley"
"RFl102","hamley"
"RFl103","hamley"
"RFl104","hamley"
"REn6","SWarners"
"REn18","SWarners"
"REn32","SWarners"
"REn35","SU:"
"REn40","SU:"
"REn45","SWarners"
"REn53","Universal"
"REn55","SRKO"
"REn60","SRKO"
"RWa10","Paramount"
"RWa12","Paramount"
"RWa50","SSelznick"
"RWa65","SU:"
"RWa72","SColumbia"
"RZL5","SMGM"
"RZL15","SMGM"
"RZL16","SU:"
"RZL17","SU:"
"RZL19","SMGM"
"RZL22","SMGM"
"RZL23","SU:"
"RZL25","SMGM"
"RZL26","SMGM"
"RZL35","SU:"
"RZL39","SMGM"
"TeW15","SU:"
"VrS10","SU:"
"VrS15","SU:"
"VrS20","SL:US"
"VrS23","SU:"
"VrS24","SGaumont"
"VrS26","SL:US"
"VrS27","SL:US"
"VrS28","SL:US"
"VrS30","SL:US"
"VrS31","SL:US"
"VrS32","SL:US"
"VrS34","SL:US"
"VrS40","SL:US"
"WRu10","SFox-Europa"
"MAr15","SU:"
"WLa18","SFox"
"WLa23","SFox"
"WLa24","SFox"
"WLa27","SFox"
"WLa28","SU:"
"WLa29","SFox"
"WLa33","SU:"
"WLa38","SFox"
"WLa40","SU:"
"WLa41","SU:"
"WLa42","SFox"
"WLa43","SFox"
"xDo10","SU:"
"YOz7","SU:"
"YOz8","SU:"
"YOz9","SU:"
"YOz11","SU:"
"YOz12","SU:"
"YOz15","SShochiku"
"YOz16","SShochiku"
"YOz20","SShochiku"
"YOz22","SU:"
"YOz40","SShochiku"
"YOz45","SShochiku"
"YOz50","SShochiku"
"YOz55","SShochiku"
"YOz65","SShochiku"
"YOz75","SShochiku"
"YOz85","SShochiku"
"YOz95","SShochiku"
"FeF12","Admiral"
"FeF8","SRKO"
"FeF80","SU:"
"FeF85","SU.A."
"GRv10","SU:"
"GzB1","SL:Germany"
"HLa30","SU:"
"HLa40","SU:"
"HLa50","SU:"
"HLaD55","SFox"
"HLa60","SFox"
"HLa65","SFox"
"HLa70","SU:"
"HLg1","SU:"
"IvM10","SU:"
"LB1","SU:"
"LB2","SU:"
"LB14","SNacional SL:Mexico"
"LB18","SU:"
"LB19","SU:"
"LB24","SU:"
"LB26","SSpeva"
"LB28","SU:"
"LB30","SGreenwich"
"LB32","SU:"
"LB34","SU:"
"LB35.","SU:"
"LeJ2","SU:"
"LeJ6","SU:"
"LeJ8","SU:"
"LeJ10","SRepublic"
"LeJ11","SU:"
"LeJ12","SColumbia"
"LeJ16","SU:"
"LeJ26","SU:"
"LeL20","SL:\Sw"
"LeL25","SU:"
"LeL30","SU:"
"LeL35","SU:"
"LuH10","SMGM"
"MKv10","SU:"
"MKv15","SU:"
"MKv20","SU:"
"MKv35","SU:"
"MKv40","SU:"
"MKv45","SU:"
"MKv50","SU:"
"NT10","SU:"
"NT20","Paramount"
"NT30","Paramount"
"NT31","Paramount"
"NT32","Paramount"
"NT36","Paramount"
"NT44","Paramount"
"NT45","SGoldwyn"
"NT50","Universal"
"NT55","SSelznick"
"NT60","SMGM"
"NT75","SU:"
"NT80","SU:"
"NT85","SU:"
"NT90","SU:"
"NT94","SMGM"
"NT95","SMGM"
"NT100","SU:"
"NT105","SWarners"
"NT110","Paramount"
"NT120","SRKO"
"NT121","SU.A."
"NT127","SU:"
"NT128","Paramount"
"NT130","SU:"
"NT135","SU:"
"NT140","SU:"
"NT145","SU:"
"RTh3","SMGM"
"RTh4","SMGM"
"RTh5","SMGM"
"RTh6","SMGM"
"RTh7","SMGM"
"RTh8","SMGM"
"RTh9","SMGM"
"RTh11","SU:"
"RTh12","SMGM"
"RTh15","SMGM"
"RTh25","SMGM"
"RTh26","SMGM"
"RTh27","SMGM"
"RTh30","SU:"
"RTh32","SU:"
"RTh35","SMGM"
"RTh37","SMGM"
"RTh52","SMGM"
"RTh58","SU:"
"TG8","SU:"
"TG15","S:"
"TG16","SU:"
"TG17","SU:"
"TG22","Paramount"
"TG27","SU:"
"TG30","SMGM"
"TG39","SU:"
"TG42","SU:"
"WaF10","SGainsborough"
"WaF15","SGaumont"
"WaF20","SGaumont"
"WaF25","SGaumont"
"WaF35","SEaling"
"WaF40","SGainsborough"
"WaF45","SU:"
"WaF48","SGainsborough"
"WD1","SU:"
"WD2","SU:"
"WD102","SDisney"
"AD10","SL:USSR"
"AD40","Mosfilm"
"AD50","SL:USSR"
"ArR10","SBIP"
"BVi5","SU:"
"BVi10","SU:"
"BVi12","Paramount"
"BVi20","SU:"
"CJu10","SU:"
"DGz10","SU:"
"ELa10","SU:"
"FRJ30","SU.A."
"GgA3","Paramount Publix"
"GgA8","SU:"
"HnS10","SU:"
"HPo10","Universal"
"ICr4","SPFL"
"ICr5","SU:"
"ICr6","Paramount"
"ICr10","Paramount"
"ICr15","SRKO"
"ICr16","SRKO"
"ICr19","SRKO"
"ICr24","SSelznick"
"ICr25","SFox"
"ICr28","SU:"
"ICr35","SSelznick"
"ICr36","SUS"
"ICr40","SColumbia"
"ICr42","SRKO"
"IFD20","SU:"
"IFD50","Paramount"
"IyT10","SU:"
"JdL10","SU:"
"JdL12","Paramount"
"JGr5","SU:"
"JGr15","SU:"
"JGr18","SU:"
"JGr23","SU:"
"JGr30","SU:"
"JS1","Paramount SLAstoria L.I."
"JS5","SU:"
"JS36","SU:"
"LiB2","SMGM"
"LiB3","SU:"
"LiB4","SU:"
"LiB5","SU:"
"LiB6","SU:"
"LMC13","Paramount"
"LMC14","Paramount"
"LMC16","SRKO"
"LMC18","Paramount"
"LMC19","RKO"
"LMC23","SFox"
"LMC24","SU:"
"McR10","SU:"
"McR40","SU:"
"McR50","SU:"
"McR60","SU:"
"McR90","SU:"
"MkD3","SU:"
"MkD5","SU:"
"MkD7","SU:"
"MkD10","SSoyuzdetfilm"
"MkD12","SSoyuzdetfilm"
"MkD17","SU:"
"MkD20","SU:"
"MkD35","SU:"
"MkD47","SU:"
"NoL8","SU:"
"NoL28","SU:"
"NoL30","Wardour"
"NoL32","SU:"
"NoL34","SU:"
"NoL45","SU:"
"NoL48","SU:"
"NoL52","SU:"
"PJ12","SL:Germany"
"RM1","Paramount"
"RM2","Paramount"
"RM3","Paramount"
"RM4","Paramount"
"RM5","Paramount"
"RM6","SMGM"
"RM--","SU:"
"RM7","SU:"
"RM9","SU.A."
"RM10","Paramount"
"RM11","SColumbia"
"RM13","SFox"
"RM14","Paramount"
"RM15","SMGM"
"RM16","SMGM"
"RSi2","SIdial Film"
"RSi14","SU:"
"RSi17","Universal"
"RSi20","Universal"
"RSi29","SU:"
"RSi31","SU:"
"RSi40","SU:"
"RSi41","SU:"
"RSi45","SU:"
"ThF5","SU:"
"ThF6","SU:"
"ThF11","SColumbia"
"ThF17","SFox"
"ThF25","SFox"
"ThF30","SU:"
"TRu10","SA.G.Film"
"WeK10","SU:"
"WTh3","SUFA"
"WTh5","SU:"
"WTh10","Paramount"
"WTh18","SU:"
"WTh19","SU:"
"WTh23","SU:"
"xGa10","SU:"
"Z4910","SU:"
"Z4911","SSack Amusement Enterprises"
"Z4914","SU:"
"Z4915","SU:"
"Z4917","SU:"
"Z4920","SU:"
"BDn5","SU:"
"BDn7","SGaumont"
"BDn9","SU:"
"BDn11","SU:"
"BDn13","SU:"
"BDn20","SU:"
"GBW10","SU:"
"GC1","Paramount"
"GC2","SU:"
"GC3","SParamont"
"GC4","Paramount"
"GC5","SU:"
"GC7","SRKO"
"GC8","SRKO"
"GC10","SRKO"
"GC11","SMGM"
"GC12","SRKO"
"GC13","SMGM"
"GC14","SRKO"
"GC15","SMGM"
"GC17","SColumbia"
"GC18","SU:"
"GC21","SMGM"
"GC22","SMGM"
"GC23","SMGM"
"GC24","SU:"
"GC27","SU:"
"GC28","SU:"
"GC29","Universal"
"GC30","SMGM"
"GC31","SMGM"
"GC32","SU:"
"GC33","SColumbia"
"GC35","SU:"
"GC36","SMGM"
"GC37","SU:"
"GC38","SU:"
"GC39","SWarners"
"GC40","SU:"
"GC41","SMGM"
"GC43","SU:"
"GC45","SFox"
"GC46","SU:"
"GC48","CBS"
"GC49","SU:"
"GC52","Fox"
"GC53","SU:"
"GC54","SMGM"
"HAA10","Paramount"
"HAA15","SRKO"
"HHu1","SU:"
"HHu2","SU:"
"HHu3","SU:"
"HMF10","SU:"
"HMF20","SFox"
"HMF22","SFox"
"HMF25","SFox"
"HMF30","SU:"
"HoH10","SU:"
"HPC10","Paramount"
"IB8","STwickenham"
"IB14","SColumbia"
"IB16","SEngland"
"IB17","SEngland"
"IB18","SFox"
"IB20","Fox"
"IB22","SEngland"
"IB30","SU:"
"IB101","hamley"
"IB102","hamley"
"IB105","hamley"
"IB106","hamley"
"IB107","hamley"
"IB108","hamley"
"IB109","hamley"
"IB111","hamley"
"IB112","SCBS"
"IB113","SCBS"
"IB150","SMGM"
"JC1","SU:"
"JC9","SSirius"
"JC10","SU:"
"JC11","SU:"
"JPa7","SL:US"
"JPa8","SL:US"
"JPa9","SU:"
"JPa10","SL:US"
"JPa14","SL:US"
"JPa40","SU:"
"JVi10","SGaumont"
"JVi11","SU:"
"JVi21","SGaumont"
"JVi23","SGaumont"
"JW1","Universal"
"JW4","Univeral"
"JW6","Universal"
"JW10","SU:"
"JW11","Universal"
"JW16","SU:"
"JW18","Universal"
"LSw10","Paramount"
"MOp3","SU:"
"MOp4","SU:"
"MOp5","SU:"
"MOp11","SU:"
"MOp14","SU:"
"MOp15","SU:"
"MOp16","Universal"
"MOp18","SU:"
"MOp19","SSacha Gordine"
"MOp20","SU:"
"MOp21","SFranco-London"
"MOp22","SU:"
"MOp30","SU:"
"MSa6","SRKO"
"MSa7","SRKO"
"MSa9","SRKO"
"MSa10","SRKO"
"MSa12","SRKO"
"MSa16","SU:"
"MdO10","SU:"
"MdO30","SU:"
"MdO60","SU:"
"MdO62","SU:"
"MdO70","SU:"
"MdO75","SU:"
"MdO81","SU:"
"MdO87","SU:"
"MdO105","SU:"
"MdO111","SU:"
"MdO115","SU:"
"MdO121","SU:"
"NGr10","SMGM"
"NGr20","SColumbia"
"RMi8","SU:"
"RM110","SRKO"
"SGB30","SU:"
"SGB50","SU:"
"SGB60","S:Columbia"
"SGB75","SU:"
"SGB90","SU:"
"SGB110","SU:"
"SGB120","SU:"
"SGB130","SU:"
"SlD10","SU:"
"Z1210","SU:"
"Z1120","SU:"
"CWi10","SU:"
"ELC2","Universal"
"ELC200","SU.A."
"ELC202","SU:"
"ELC203","SU:"
"ELC204","SU:"
"ETG10","SRenown"
"ETG12","SContinental"
"FNK2","SU:"
"FNK6","SU:"
"GeK1","SU:"
"GeK10","SU:"
"GeK20","British Aviation"
"GeK25","SU:"
"GeK30","SU:"
"IAg10","SU:"
"IAg12","SU:"
"IAg10","SU:"
"JNm25","SFox"
"JNm32","SU:"
"JNm40","SMGM"
"JNm60","hamley"
"JNm62","hamley"
"JNm63","hamley"
"JNm64","hamley"
"JNm67","hamley"
"JNm69","hamley"
"JuW10","SU:"
"J.White","Jules"
"JWR2","SU:"
"JWR7","SRKO"
"JWR8","SRKO"
"JWR9","SRKO"
"JWR12","SATP"
"JWR13","SMGM"
"LHe2","SL:\Fr"
"LHe4","SL:\Fr"
"LHe30","SU:"
"MAl2","SParis"
"MAl5","SParis"
"MAl13","SOrsay Film"
"MBa10","SU:"
"MBa25","SU:"
"MBa27","SATP"
"MBa32","SU:"
"MBa40","SU:"
"NML4","Paramount"
"NML5","Paramount"
"NML10","SMGM"
"NML20","SMGM"
"NML21","S:Goldwyn"
"NML22","SU:"
"NML23","Paramount"
"NML24","Paramount"
"NML31","Paramount"
"OrL10","SU:"
"OsM10","SU:"
"StW7","Paramount"
"StW9","Universal"
"StW10","Universal"
"StW13","SU:"
"WCM3","SU:"
"WCM22","SColumbia"
"WCM32","SL:USA"
"xFl10","SU:"
"YAl3","SParis"
"YAl10","SU:"
"EDF10","SU:"
"AL2","SL:Germany"
"AL8","SL:\Fr"
"AL9","SL:USA"
"AL10","SWarners"
"AL11","S:Republic"
"AL12","SWarners"
"AL14","SWarners"
"AL16","SWarners"
"AL20","SL:USA"
"AL21","Paramount"
"AL22","SFoxbnw"
"AL23","SL:USA"
"AL26","SFox"
"AL27","SMGM"
"AlH8","Paramount"
"AlH10","SU:"
"AlH21","SColumbia"
"AlH22","SColumbia"
"AlH23","SColumbia"
"AlH24","SColumbia"
"AlH27","SU:"
"AlH30","SColumbia"
"AlH36","SU:"
"AlH38","SColumbia"
"ARs10","SU:"
"CMF1","SAllied"
"EaK10","SRKO"
"EaK30","Universal"
"EaK50","Universal"
"EaK51","Universal"
"EaK60","Universal"
"EBz5","SU:"
"EBz10","SU:"
"EBz15","SU:"
"EBz20","SU:"
"EBz25","SU:"
"EBz35","SU:"
"EBz40","SU:"
"EBz45","SU:"
"EBz46","SMGM"
"EBz50","SU:"
"EBz60","SMGM"
"EBz65","SU:"
"EBz70","SU:"
"EBz75","SL:\GB"
"EBz80","SL:\GB"
"ElN2","SRKO"
"ElN3","SU:"
"ElN5","Paramount"
"ElN7","Paramount"
"ElN8","Paramount"
"ElN11","SWarners"
"ElN13","Paramount"
"ElN14","United States pictures"
"ElN15","Paramount"
"ElN20","Paramount"
"ELM8","SU:"
"ELM15","SMGM"
"ELM17","SMGM"
"ELM19","SMGM"
"ELM21","SMGM"
"ELM26","SRKO"
"ELM29","SRKO"
"ELM31","SU:"
"ELM33","SU:"
"ELu10","SU:"
"ELu20","SMGM"
"ELu25","SU:"
"ELu30","SRKO"
"ELu34","SU:"
"ELu39","SU:"
"ELu49","Paramount"
"ELu50","SU:"
"ELu60","SU:"
"FBu5","SU:"
"FBu8","SU:"
"FBu10","SU:"
"FBu12","SU:"
"FrW1","SRKO"
"FrW10","SRKO"
"HBH25","SFox"
"HBH30","SU:"
"HBH31","SFox"
"HBH35","SFox"
"HBH40","SU:"
"HBH45","SU:"
"HBH50","SU:"
"HBH55","SU:"
"HBH60","SWarners"
"HBH70","SMGM"
"HBH75","SFox"
"HeE3","SU:"
"HeE10","SU:"
"Hha5","SU:"
"IrP1","SU:"
"IrP3","SRKO"
"IrP12","SFox"
"IrP15","SFox"
"IrP17","SU:"
"IrP18","SFox"
"IrP19","Paramount"
"IrP21","SRKO"
"IrP24","Paramount"
"IrP27","SRKO"
"IrP34","SU:"
"KFr1","Universal"
"KFr10","SMGM"
"KuN4","Universal"
"KuN12","Paramount"
"KuN40","Universal"
"KuN45","SRKO"
"KuN46","SRKO"
"KuN49","SFox"
"KuN14","SFox"
"LeR5","SU:"
"LeR15","SU:"
"LeR25","SU:"
"MGe10","Paramount"
"MGe12","SU:"
"MGe50","SU:"
"OP8","SFox"
"OP10","SFox"
"OP12","SU:"
"OP14","SU:"
"OP15","SFox"
"OP17","SFox"
"OP20","SRKO"
"OP21","SU:"
"OP23","SFox"
"OP24","SFox"
"OP28","SU:"
"OP29","SU:"
"OP30","SColumbia"
"OP31","SU:"
"OP32","SU:"
"OP33","SU:"
"OP34","SU:"
"OP35","SL:\GB"
"OP40","Paramount"
"OP44","SU:"
"OP50","SRank"
"OP48","SU:"
"PCz10","SU:"
"PCz20","SU:"
"PCz25","SFox British"
"PCz30","STrafalgar"
"PCz35","SU:"
"PCz50","SU:"
"PCz60","SU:"
"PCz65","SU:"
"PCz70","SU:"
"PPr5","SU:"
"PPr10","SU:"
"RoS3","GFD"
"RoS4","SU:"
"RoS11","SRKO"
"RoS13","Universal"
"RoS15","SU:"
"RoS50","hamley"
"RoS51","hamley"
"RoS52","hamley"
"RoS53","hamley"
"RoS54","hamley"
"RoS55","hamley"
"RoS60","SDisney"
"RoS68","SDisney"
"RoS70","hamley"
"RoS80","SU:"
"RoS85","SDisney"
"RoS90","SDisney"
"RoS92","SU:"
"RoS94","SDisney"
"RoS95","SDisney"
"RoS98","SDisney"
"RoS100","SDisney"
"RoS110","SU:"
"RoS112","SDisney"
"SLa3","SFox"
"SLa10","SFox"
"SLa15","SU:"
"SLa18","SColumbia"
"SLa19","SU:"
"SLa20","Paramount"
"SLa30","Paramount"
"StR5","Paramount"
"StR8","SU:"
"StR10","SMGM"
"StT10","SU:"
"VHa10","SAmerican Securities"
"VrM10","SU:"
"VrM20","SU:"
"VrM30","SU:"
"VrM40","GFD"
"VrM42","SGainsborough"
"VrM45","SU:"
"VrM50","SU:"
"VrM52","SU:"
"VrM60","SU:"
"VrM80","SU:"
"WmK8","SWarners"
"WmK11","SWarners"
"WmK14","S:Warners"
"WmK15","SWarners"
"WmK18","SWarners"
"WmK25","SWarners"
"WmK27","SWarners"
"WmK31","SWarners"
"xTo10","SL:\Fr"
"ZK1","SZ.Korda"
"Zk5","SColumbia"
"ZK7","SU:"
"Z3210","SU:"
"BW1","SL:\Fr"
"BW4","Paramount"
"BW5","Paramount"
"BW7","Paramount"
"BW8","Paramount"
"BW10","Paramount"
"BW11","Paramount"
"BW12","SU:"
"BW13","SU:"
"BW14","SAllied"
"BW16","U.a."
"BW17","SU.A."
"BW18","SU:"
"BW19","SU.A."
"BW21","SU.A."
"BW25","SU.A."
"BW30","SMGM"
"CAL10","SU:"
"CAL20","SLux"
"CAL25","SMemnon"
"CAL30","SU:"
"CAL35","SU:"
"CAL40","SU:"
"CAL45","SU:"
"CAL46","SU:"
"CAL50","SU:"
"CAL55","SU:"
"CAL60","SU:"
"DeD18","SWarners"
"DeD30","SWarners"
"DeD40","SWarners"
"DeD42","SWarners"
"DeD52","SWarners"
"DeD55","SWarners"
"DeD60","SColumbia"
"DeD61","SWarners"
"DeD62","SColumbia"
"DeD65","SMGM"
"DeD67","SWarners"
"DeD70","SWarners"
"DeD75","SWarners"
"DeD77","SWarners"
"DeD80","SWarners"
"DeD83","SWarners"
"EuF1","SFox"
"EuF10","SFox"
"EuF30","SFox"
"EuF40","SFox"
"EuF50","SFox"
"EuF51","SFox"
"EuF53","SFox"
"EuF55","SFox"
"EuF57","SFox"
"EuF59","SFox"
"EuF60","SU:"
"FSt10","SMajestic"
"FSt20","SColumbia"
"FSt24","SColumbia"
"FSt26","SColumbia"
"FSt28","SColumbia"
"FSt30","SColumbia"
"FSt32","SColumbia"
"FSt34","SColumbia"
"FSt36","SColumbia"
"FSt38","SColumbia"
"FSt40","SColumbia"
"FSt42","SColumbia"
"FSt44","SColumbia"
"FSt46","SColumbia"
"FSt48","SColumbia"
"FSt50","SColumbia"
"FSt54","SColumbia"
"FSt56","SColumbia"
"FSt58","SColumbia"
"FSt62","SColumbia"
"FSt64","SColumbia"
"FSt66","SColumbia"
"FSt68","SColumbia"
"FSt72","SColumbia"
"FSt74","SColumbia"
"GSt1","SU:"
"GSt3","SU:"
"GSt3","SRKO"
"GSt4","SRKO"
"GSt5","SRKO"
"GSt6","SU:"
"GSt10","SU:"
"GSt18","SU:"
"GSt19","SFox"
"GSt20","SU.A."
"GSt30","SFox"
"HRo5","SU.A."
"HRo10",
"JBL10","SU:"
"JBL20","SU:"
"JBL30","SU:"
"LlF10","SU:"
"MCC12","SRKO"
"MEp5","SU:"
"MEp10","SU:"
"ML1","SU:"
"ML8","Paramount"
"ML9","Paramount"
"ML10","SU:"
"ML12","Paramount"
"ML13","Paramount"
"ML18","SU:"
"ML20","SU:"
"ML23","SU:"
"ML24","SU:"
"ML32","SU:"
"ML30","SU:"
"ML39","SU:"
"RMk10","Universal"
"xCm10","SU:"
"xCm20","SLux"
"ABW5","SU:"
"ABW10","SU:"
"ABW15","SU:"
"ABW20","SU:"
"ABW25","SU:"
"ABW30","SU:"
"ABW35","SU:"
"ArL9","SU:"
"ArL17","Universal"
"ArL22","Universal"
"ArL26","Universal"
"ArL28","Universal"
"ArL29","Universal"
"ArL39","Universal"
"ArL43","SU:"
"ArL46","SU:"
"ArL55","SU:"
"ArL58","Titanus"
"ChE1","Universal"
"ChE2","SU-I"
"CdG1","SMGM"
"CR5","SU:"
"CR9","SU:"
"CR10","SFox"
"CR12","SFox"
"CR13","SU:"
"CR14","GFD"
"CR15","SL:\GB"
"CR16","SKino"
"CR17","SBritish Lion"
"CR18","British Lion"
"CR24","SColumbia"
"CR27","SU:"
"DBr5","SU:"
"DBr10","SFox"
"DSk10","SU:"
"DSk15","SU:"
