movie_id,title,year,genre,color_process,location,notes
JWH13,The Scarecrow,1920,comedy,,,Le(short) Er(D)
JWH14,The Goat,1921,comedy,,,Le(short) Er(D)
JWH20,American Manner,1924,comedy,,,
JWH30,colorlege,1927,comedy,,,
JWH40,Big Business,1929,comedy,,,"W(Leo mcCarey, H.M. Walker) E(Richard Currier)"
JWH48,Laughing Gravy,1931,comedy,black-and-white,,
JWH60,The Painted Desert,1931,western,black-and-white,West,Er(D)
JWH70,Bonnie Scotland,1935,comedy,black-and-white,Scotland,VT(N:CO1) Seen(22Nov1989)
JWH75,The Bohemian Girl,1936,comedy,,,
JWH80,Way Out West,1937,comedy,black-and-white,West,M(Marvin Hatley; AAN)
JWH100,The Spider Returns,1941,thriller,black-and-white,USA,"Nt(serial, 15eps) Ser(Spider, 16)"
LD1,Le Silence,1921,,,,CoD(Rene Coiffard) W(Delluc)
LD2,Fievre,1921,,,,W(Delluc)
LD3,Le Chemin d'Enroa,1921,,,,W(Delluc) Alt(L'Amercaine; France)
LD4,Le Tonnerre,1921,,,,W(Delluc)
LD5,La femme de nulle part,1922,,,,W(Delluc)
LD6,L'innodation,1924,,,,W(Delluc)
LPo10,Narayana,1920,"drama, fantasy",,"Cote, France",B(Balzac ``La Peau de Chagrin'') Seen(19Feb1994)
RoF10,Moana,1926,documentary,,,"safune, Sauaii, Western Samoa"
RoF20,Man of Aran,1934,documentary,black-and-white,"island, Scotland",
RoF30,Elephant Boy,1937,documentary,black-and-white,India,W(Rudyard Kipling) CoD(Zoltan Korda)
SW6,Paid,1932,drama,black-and-white,,
SW7,The Barbarian,1933,"romantic, musical",black-and-white,Egypt,"W(Anita Loos) M(Freed, Nacio Herb Brown)"
SW8,Hold Your Man,1933,comedy,,"Brooklyn, NY",W(Anita Loos)
SW13,Madame X,1937,drama,black-and-white,,
SW15,Goodbye Mr.~Chips,1939,drama,black-and-white,"school, England",
SW17,Our Town,1940,,,"town, Midwest",
SW18,Kitty Foyle,1940,drama,black-and-white,"NYC, NY","W(Trumbo, Donald Odgen Stewart; AAN) B(Christopher Morley)"
SW19,The Devil and Miss Jones,1941,comedy,black-and-white,"store, USA",W(Norman Krasna; AAN) C(Harry Stradling)
SW21,King's Row,1940,drama,black-and-white,"town, USA",W(C.Robinson) C(Howe; AAN)
SW28,Saratoga Trunk,1945,drama,Technicolor,"New Orleans, LA; Saratoga Springs, NY",B(Edna Ferber)
SW30,Heartbeat,1946,thriller,black-and-white,"Paris, France",R(R)
SW31,Ivy,1947,,color,,
SW32,Command Decision,1948,,color,,
SW33,Stratton Story,1949,biography,color,,V(Cedric Gibbons) C(Harold Rosson)
SW34,Ambush,1950,,color,,
VF17,Lord Jim,1925,drama,,,
VF23,The Way of All Flesh,1928,drama,,,
VF25,Wolf Song,1929,drama,black-and-white,"csd, West",
VF26,The Virginian,1929,,black-and-white,,
VF32,The Wet Parade,1932,,black-and-white,,
VF33,Red Dust,1932,adventure,black-and-white,Vietnam,W(John Lee Mahin) Er(=Africa)
VF36,Treasure Island,1934,adventure,black-and-white,"ship, Pacific",W(John Lee Mahin) B(Robert Louis Stevenson)
VF38,Bombshell,1935,"Com, romantic",black-and-white,"Hollywwod, CA","CW(John Lee Mahin, Jules Furtman)"
VF39,Reckless,1935,biography,black-and-white,"Hollywwod, CA",W(colorumbus)
VF41,Captains Courageous,1937,adventure,black-and-white,"ocean liner, Atlantic; village, Portugal","W(John Lee Mahin, Marc Conelly, Dave VanElroy; AAN) B(Rudyard Kipling) C(Harold Brown))"
VF42,Test Pilot,1938,action,black-and-white,,
VF45,Dr.~Jekyll and Mr.~Hyde,1941,fantasy,color,"London, England",
VF46,Tortilla Flat,1942,drama,,"Monterey, CA",B(John Steinbeck)
VF47,A Guy Named Joe,1944,romantic,black-and-white,,"B(David Bucan, Chandler Sprague; AAN)"
VF48,Joan of Arc,1948,drama,Technicolor,France,C(Valentine; AA) M(Hugo Friedhofer; AAN) Er(St RKO)
ViH20,Animal Crackers,1930,comedy,black-and-white,"Rittenhouse manor, L.I., NY","W(George S. Kaufman, Morrie Ryskind) M(Bert Kalmar, Harry Ruby)"
AdB20,Blighty,1927,,black-and-white,,
AdB21,The Constant Nymph,1927,romantic,black-and-white,"csd, Austria",E(Reville) W(B(Margaret Kennedy))
AnD10,L'Uomo Meccanico,1921,,,,
EdS50,The Cameraman,1928,comedy,black-and-white,"NYC, NY",
EdS60,Free and Easy,1930,comedy,black-and-white,,
EdS70,The Passionate Plumber,1932,,black-and-white,,
EdS75,Speak Easily,1932,comedy,black-and-white,,
PRo30,Abraham Lincolorn,1925,,,"midwest; Washington, DC",
PRo55,Sphinx,1933,thriller,black-and-white,,
PRo83,The Chinese Cat,1944,"mystery, comedy",,,Ser(Charlie Chan; 32)
PRo86,Charlie Chan in Black Magic,1944,"comedy, mystery",,,Ser(Charlie Chan; 33)
PRo90,The Jade Mask,1945,"mystery, comedy",,,Ser(Charlie Chan; 34)
PRo93,The Scarlet Clue,1945,"mystery, comedy",,,Ser(Charlie Chan; 35)
PRo96,The Red Dragon,1945,"mystery, comedy",,,Ser(Charlie Chan; 37)
RaI50,Murder at Monte Carlo,1934,black-and-white,Warners,H,"casino, Monte Carlo"
RaI55,No Exit,1934,thriller,black-and-white,plantation,Note(related to N.Lee: no Exit)
RaI60,The Man Who Made Diamonds,1937,,,,
R10,Camille,1921,drama,Cinemascope,,
RxI10,Prisoner of Zenda,1922,,silent,,C(J.F.Seitz)
RxI20,Scaramouche,1923,,silent,,
RxI30,Mare Nostrum,1926,,silent,,
RxI40,The Garden of Allah,1927,,,,
RxI50,Love in Morocco,1933,,,,
SaT4,Dr.~Jack,1922,comedy,,,Er(D)
SaT5,Grandma's Boy,1922,comedy,,,Er(D)
SaT6,Why Worry,1923,comedy,,,Er(D)
SaT8,Girl Shy,1924,comedy,,,CoD(Fred Newmeyer)
SaT9,Hot Water,1924,comedy,,,CoD(Fred Newmeyer)
SaT10,For Heaven's Sake,1926,comedy,,,
SaT12,My Best Girl,1927,,,,
SaT13,The Woman Disputed,1927,,,,CoD(H.King)
SaT17,Coquette,1929,w,,aw,
SaT20,The Cat's Paw,1934,comedy,,,
VMa20,The Bedbug,1929,,black-and-white,,V(A.Rodchenko)
Z2110,The Great Impersonation,1921,,,,
CBy10,Salome,1922,drama,,,V(Natacha Rambova)
DMu2,High Speed,1922,,,,
DMu10,Emperor Jones,1933,,,,B(Eugene ONeil) W(Dubose Heyward)
FNm10,Doctor Jack,1922,comedy,,,
HL2,Grand-Ma's Boy,1922,,,,
HL8,The Freshman,1925,comedy,,"colorlege, US",
HL20,Feet First,1930,comedy,,,
JEp5,Coeur Fidele,1923,,,,
JEp13,The Three PanaVisioneled Mirror,1927,,,,
JEp16,Finis Terrae,1928,,,,
JEp20,Mor Vran,1930,,,,
JEp31,Le Tempestaire,1947,,,,
LuB15,Waltztime in Vienna,1934,biography,black-and-white,,
LuB20,Pygmalion,1937,drama,black-and-white,,
LuB21,Ergens in Nederland,1937,drama,black-and-white,Holland,Nt(Last prewar Dutch film)
LuB40,see MP4 1940,,,,,
SeH20,Sleeping Partners,1926,,,,Er(Hicks D)
SeH48,Vintage Wine,1935,,,,Er(Hicks D)
SeH60,Pastor Hall,1939,,,,Er(Hicks D)
WR20,Silk Stockings,1927,,,,
WR31,Honey,1930,drama,black-and-white,,
WR40,Cimarron,1931,western,black-and-white,"csd, OK; T(1890)",B(Edna Ferber) W(Howard Estabrook; AA) C(Edward Cronjager; AAN)
WR42,No Man of her Own,1932,romantic,,,
WR60,The Monkey's Paw,1933,drama,black-and-white,,
WR70,I'm No Angel,1933,,,,
WR80,Bolero,1934,romantic,black-and-white,"N.Y., NY; France; T(1910-1918)",G(Leroy ... ) M(Ravel) VT(N:HP4)
WR86,The Gilded Lily,1935,romantic,black-and-white,"parkbench, library, NYC, NY",
WR110,I met him in Paris,1937,,,,
WR112,True Confessions,1937,,black-and-white,,Seen(17Feb1988)
WR115,Sing you Sinners,1938,,,,
WR120,Too Many Husbands,1938,"comedy, romantic",black-and-white,"town, US",B(W.Somerset Maugham) Seen(1989)
AGe10,Cirano de Bergerac,1923,comedy,,,B(Edmond Rostand)
AGe20,Scampolo,1928,comedy,,,B(Dario Nicodemi)
AC6,The Beloved Rogue,1927,action,,"court, France; T(1400)",V(Menzies)
AC7,In Old San Francisco,1927,,black-and-white,"Chinatown, SF, CA",
AC8,The Jazz Singer,1927,,black-and-white,,W(Alfred A. Cohn; AAN) Nt(sound!)
AC9,Glorious Bey,1928,,black-and-white,,B(Rida Johnson Young)
AC20,The Great Impersonation,1935,adventure,black-and-white,England; T(1917),B(E.Phillips Oppenheim) C(Krasner) M(Franz Waxman)
BtK10,None so Blind,1923,,,,
CMt10,Daniel Boone,1923,biography,,West,
GHl7,The Big House,1930,drama,black-and-white,"prison, US",W(Frances Marion; AA)
GHl8,Min and Bill,1930,,,,
GHl9,The Secret Six,1931,,black-and-white,,
GP3,Die Freudlose Gasse,1925,drama,silent,"Vienna, Austria; T(1920)",Alt(Die Freudlose Gasse; Germany) Seen(28Jun1993)
GP4,Secre of a Soul,1926,,,,
GP6,The Love of Jeanne Ney,1927,,,,
GP9,Diary of a Lost Girl,1929,"drama, comedy",,,
GP11,Westfront 1918,1930,action,,"Mil.inst, France",
GP13,Dreigroschenoper,1931,"drama, musical",black-and-white,"London, England","M(Kurt Weil, B~Brecht) B(John Gay: `The Beggar's Opera') C(F.A. Wagner) Lang(Ge) Alt(The Threepenny Opera; USA) Seen(5Jul1998)"
GP14,Kamaradschaft,1931,documentary,black-and-white,"mines, Germany; mines, France",
GP18,Feuertaufe,1933,,,,Nt(Propaganda for Hitler)
GP21,"M""adchen in Uniform",1939,,,,
GP25,Der Prozess,1948,,,,B(Kafka)
GP28,Ten Days to Die,1954,,,,
GP100,"M""adchen in Uniform",1957,,,,Er(D)
KGr10,Die Strasse,1923,,,,Alt(The Street; USA)
KGr30,Waterloo,1928,,,,
KGr50,Pagliacci,1935,,,,
KMz20,The Gorge Between Love and Hate,1932,,,,
KMz25,Osaka elegy,1936,,,"Osaka, JaPanaVision",
KMz40,Woman of Osaka,1940,,,,
KMz50,The Fourty-nine Ronin,1942,,,,
KMz55,Utamaro and his Five Women,1946,drama,,,Lang(Ja)
KMz60,The Life of O'Haru,1952,,,,
KMz70,Ugeu Monogatari,1952,romantic,,"town, JaPanaVision",
KMz80,Stree of Shame,1956,,,,
MRa1,Retour a la raison,1923,,,,Ty(dada)
MRa2,Emak Bakia,1927,,,,Ty(dada)
MRa3,L'Etoile de mer,1929,,,,Ty(dada)
RC1,The Crazy Ray,1923,,,,
RC2,Entr'acte,1924,,,,W(Man~Ray) Ty(dada)
RC3,The Imaginary Voyage,1925,,,,
RC5,Un Chapeau de Paille d'Italie,1927,,,,Alt(An Italian Straw Hat; USA)
RC5,Two Timid Souls,1928,,,,
RC9,Le Million,1931,"comedy, musical",,,
RC10,A nous la Liberte,1931,"drama, Satire",black-and-white,"record factory, France",V(Lazare Meerson) C(Georges Perinal) M(Georges Auric) Lang(Fr)
RC12,The Last Millionaire,1934,comedy,,"Casario, kingdom",W(Clair) Lang(Fr) Nt(banned in Italy and Germany)
RC13,The Ghost Goes West,1936,comedy,black-and-white,"Scotland; USA; T(1700,1900)",W(Robert E. Sherwood)
RC18,It Happened Tomorrow,1944,fantasy,black-and-white,,M(Robert Stolz; AAN) C(Archie Stout) W(D.Nichols)
RC20,Le silence est d'or,1947,comedy,black-and-white,T(1906),B(Moliere: L'Eastmancolore des femmes) Alt(Silence is Golden; US)
RC22,Les Belles de Nuit,1952,drama,,T(1900-1900BC),M(Georges vanParys)
RuJ8,The Cat Creeps,1930,horror,black-and-white,,
TWh1,Safety Last,1923,comedy,,"clock, skyscaper, city",CoD(Fred Newmeyer) CoD(Sam~Taylor)
TWh20,The Murder Man,1935,thriller,black-and-white,"NYC, NY",
TWh24,Farewell Again,1937,,,,
TWh25,The Divorce of Lady X,1937,comedy,Technicolor,,
TWh30,St.~Martin's Lane,1938,,,,
TWh35,Q Planes,1938,,,,
TWh40,Twin Beds,1942,,,,
TWh41,Seven Days Leave,1942,musical,black-and-white,resort,"ds{11May1991 Nt(great dance scene, Apache style)"
TWh45,Higher and Higher,1943,"comedy, romantic",black-and-white,"town, USA","M(Jimmy McHugh, Harold Adamson, Constantin Bakaleinoff; AAN) Seen(25Sep1990)"
TWh50,Step Lively,1944,musical,black-and-white,hotel,P(George Abbott)
TWh60,Texas Lady,1955,drama,,,
TWh62,Rage at Dawn,1955,drama,,,
WiB25,Little Annie Roonie,1925,drama,,,
WiB30,Sparrows,1926,,,,
WiB50,Penrod and Sam,1931,,,,
WiB100,Crazy Knigh,1944,comedy,black-and-white,,
WiB180,The Chinese Ring,1947,"mystery, comedy",,,Ser(Charlie Chan; 42)
WiB183,The Shanghai Chest,1948,"mystery, comedy",,,Ser(Charlie Chan; 44)
WiB199,Bela Lugosi Mee a Brooklyn Gorilla,1952,comedy,black-and-white,,
HSt1,Breaking into Society,1923,,,,W(Stromberg)
W30,Wings,1927,adventure,,,W(Saunders) Nt(first Oscar) Seen(10Jul1993)
W38,Woman Trap,1929,drama,,,Nt(Pne Selznick)
W40,Chinatown Nigh,1929,drama,black-and-white,,
W41,The Man I Love,1929,drama,black-and-white,,"Nt(director actually Selznick, simplified for SDBD) W(J.L.Mankiewicz)"
W50,The Public Enemy,1931,action,black-and-white,"slums,USA","W(Harvey Thew, Kubec Glasmon, John Bright; AAN) M(; I'm Forever Blowing Bubbles)"
W55,The Conquerors,1932,western,black-and-white,"town, NE; T(1870)",W(Robert Lord)
W56,The Hatchet Man,1932,drama,black-and-white,,
W60,colorlege Coach,1933,drama,black-and-white,,
W70,Small Town Girl,1936,drama,black-and-white,"town, USA",B(Ben Ames Williams)
W78,The Light That Failed,1940,drama,black-and-white,"London, England; Sudan",B(Kipling) M(Victor Young)
W80,Roxie Hart,1942,,,,
W83,The Ox-bow Incident,1943,"western, drama",black-and-white,West,
W85,Buffalo Bill,1944,western,black-and-white,West,"B(Aeneas MacKenzie, Clemen Ripley) C(Leon Shamroy)"
W90,The Story of GI Joe,1945,,,,
WWo10,The Hunchback of Notre Dame,1923,horror,,,
WWo20,The Perfect Crime,1928,cops-and-robbers,,B(Israel Zangwill: The Big Ben Mystery) Er(D),
Z2310,Gold Diggers,1923,musical,,NY,B(Avery Hopwood)
GLp10,Buddenbrooks,1924,epic,,,B(Thomas Mann) Er()
GLp15,Die Verufenen,1925,drama,,"slums, Berlin, Germany",
GLp17,Die Unehlichen,1926,drama,,"slums, Berlin, Germany",
GLp30,Emil und die Detective,1931,adventure,,,Lang(Ge)
FeL1,Le ballet mechanique,1924,,,,Ty(cubist)
JR1,La Fille de l'Eau,1924,drama,,France,V(J.Renoir)
JR5,Nana,1926,drama,,,B(Zola)
JR10,Charleston,1927,,,,
JR15,The Little Match-seller,1928,,,,
JR20,La Chienne,1931,drama,black-and-white,,B(George delaFourchadiere: La Chienne) Lang(Fr)
JR25,Boudu Sauve Les Eaux,1932,comedy,,"Seine, river, France","W(J.Renoir,) C(Marcel Lucien) Lang(Fr) Alt(Boudu Saved from Drowning; USA)"
JR30,Toni,1934,,,,
JR33,La Nuit du Carrefour,1934,,,,
JR35,Madame Bovary,1934,drama,,,
JR40,Le Crime de Monsieur Lange,1935,,,,
JR50,Une Partie de Campagne,1937,"romantic, drama",black-and-white,"csd, France","M(Kosma) C(C.Renoir, Jean Bourgoin) W(Guy deMaupassant) Le(42m) Lang(Fr) W(Jacques~Prevert)"
JR55,La Grande Illusion,1937,,black-and-white,T(1917),"Nt(multi-lingual:F,G,E) W(Charles Spaak,J.Renoir) M(Kosma) C(christian Matras, Claude Renoir)"
JR60,La Marseillaise,1938,history,,"Paris, France",
JR65,La Bete Humaine,1938,drama,black-and-white,"trains, France; Gare St.Lazare, Paris, France; T(1938)",B(Emile Zola)
JR75,Swamp Water,1939,horror,black-and-white,,W(D.Nichols) C(Pev~Marley) Alt(The Man Who Came Back; GB)
JR77,This Land is Mine,1943,drama,black-and-white,"town, Holland; T(1941)",Seen(9Aug1990)
JR90,The River,1951,,,India,
JR94,French Cancan,1955,musical,color,"Moulin Rouge, cabaret, Paris, France",
JR96,Elena et les Hommes,1956,romantic,,"Paris, France; T(1880)",C(Claude Renoir) Lang(Fr) Alt(Paris Does Strange Things; USA)
JR100,The Vanishing Corporal,1961,,,,
JR105,C'est la Revolution,1967,,,,
JR110,Le Petit Theatre de Jean Renoir,1969,,,,
PlL1,Waxworks,1924,thriller,,,
PlL3,The Man Who Laughs,1928,,black-and-white,,B(Victor Hugo)
SET1,Roulette,1924,drama,,,Nt(first Selznick)
SET8,"Du Barry, Woman of Passion",1930,drama,black-and-white,,Er(right taylor D)
SE1,Glumov's Diary,1924,txx,,,Note(incomplete) Er()
SE3,Strike,1924,,,,W(Eisenstein) note(debut of Montage rechnique)
SE4,Bronenose Potemkin,1925,drama,black-and-white,"Odessa, Crimea, USSR; T(1905)","C(Edouard Tisse, V. Popov) Alt(The Battleship Potemkin; USA)"
SE10,Mysery and Fortune of Women,1929,documentary,,,Note(topic: Sexual Hygiene)
SE20,Alexander Nevsky,1937,biography,black-and-white,Leningrad,Seen19(M) 20Jan90 M(Sergei Prokofiev) C(Eduard Tisse). Lang(Ru)
WKH1,East of Broadway,1924,drama,black-and-white,,
WKH10,The Main Event,1927,drama,black-and-white,,
WKH14,The Valiant,1929,drama,black-and-white,,
WKH20,Scotland Yard,1930,drama,black-and-white,,
WKH30,Sherlock Holmes,1932,drama,black-and-white,,
WKH35,The Power and The Glory,1933,drama,black-and-white,,W(P.Sturges)
WKH44,"Vanessa, her Love Story",1935,drama,black-and-white,England,W(Leonore Coffee) V(C.Gibbons)
WKH45,Mary Burns Fugitive,1935,drama,black-and-white,,
WKH50,Fire over England,1936,drama,black-and-white,England; T(1587),
WKH52,The Princess Comes Across,1936,comedy,black-and-white,,
WKH60,Johnny Come Lately,1943,drama,black-and-white,,
AJG50,A Chump at Oxford,1939,comedy,black-and-white,"Oxford, England",
ArF10,UN,1925,action,,,
ChR13,Hollywood Revue,1929,musical,"black-and-white, Technicolor",,Nt(no story)
ChR20,Reducing,1932,,,,
ChR30,The Show-Off,1934,,,,
ChR40,Sophie Lang Goes West,1937,,,,
ChR50,The Big Store,1941,comedy,black-and-white,department store,
ChR60,Lost in a Harem,1944,comedy,black-and-white,,Ser(A+C; 12)
ChR70,The Cobra Strikes,1948,,,,
ChR80,The Travelling Saleswoman,1950,comedy,,,
CLa40,"Love, Honor, and Oh Baby",1941,comedy,,,
CLa60,The Merry Monahans,1944,comedy,,,
CLa65,Bowery to Broadway,1944,comedy,,,
CLa70,Frontier Gal,1945,comedy,,,
CLa75,The Runaround,1946,comedy,,,
CLa80,Slave Girl,1947,comedy,,,
CLa90,Bagdad,1949,comedy,,,
CLa110,Abbott and Costello Meet Captain Kidd,1952,comedy,Eastmancolor,,R(G) Ser(A+C; 31)
CLa114,Abbott and Costello Go To Mars,1953,comedy,black-and-white,"space; New Orleans, LA; Venus","W(John Grant, D.D. Beauchamp) Ser(A+C; 32)"
CLa115,Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde,1953,comedy,black-and-white,"W(Leo Loeb, John Grant) Ser(A+C; 33)",
CLa117,Ma and Pa Kettle in Paris,1953,comedy,,,
CLa120,Untamed Heiress,1954,comedy,,,
CLa150,The World of Abbott and Costello,1965,comedy,black-and-white,,Nt(pastiche of clips)
EAD10,Vaudeville,1925,drama,,,"W(Dupont, Leo Birinsky) C(Freund) Alt(Variety; USA)"
EG3,Love,1927,drama,,Russia,B(Tolstoy: Anna Karenina) Nt(two alternate endings)
EG6,The Trespasser,1929,,,,W(E.Goulding)
EG11,Grand Hotel,1932,drama,black-and-white,hotel,Seen(27Jul1989)VT() V(C.Gibbons) B(Vicki Baum)
EG14,That Certain Woman,1936,,,,W(E.Goulding)
EG16,The Dawn Patrol,1938,action,black-and-white,sky,M(Steiner)
EG17,Dark Victory,1939,drama,black-and-white,"Long Island, NY",M(Steiner; AAN)
EG18,The Old Maid,1939,drama,black-and-white,,
EG19,We Are Not Alone,1939,,,,
EG21,The Great Lie,1941,,,,
EG24,Claudia,1943,,,,
EG25,Of Human Bondage,1946,drama,black-and-white,,B(W.Somerset Maugham)
EG20,The Razor's Edge,1946,drama,black-and-white,"Chicago, IL; England; India",B(W.Somerset Maugham) W(Lamar Tutti) M(A.Newman) Seen(11Jan1990) Nt(camp)
EG27,Nightmare Alley,1947,drama,,"carnivals, USA",B(William Gresham)
EG28,Everybody does it,1949,musical,black-and-white,"NYC, NY",W(Nunally~J.) B(J.B.Cain)
EG30,We're not Married,1952,,,,
ESl10,His People,1925,drama,,,
ESl30,There's Always Tomorrow,1934,drama,black-and-white,,B(Ursula Parrott)
G2,So's Your Old Man,1926,comedy,,,
G3,Smart Woman,1931,drama,black-and-white,,
G4,Symphony of Six Million,1932,drama,black-and-white,"NYC, NY",
G6,Age of Consent,1932,drama,black-and-white,,
G9,What Every Woman Knows,1934,romantic,black-and-white,,
G11,She Married Her Boss,1935,comedy,,,
G12,My Man Godfrey,1936,comedy,black-and-white,"NYC, NY",Seen(1988) CoD(Koster)
IGB10,Seven Chances,1925,comedy,,,
IGB20,Sky Hawk,1929,,,,
IGB30,Tolable David,1930,,,,
IGB40,Charlie Chan's Chance,1932,"mystery, comedy",,,Ser(Charlie Chan; 6)
IGB45,Great Guy,1936,cops-and-robbers,black-and-white,,Alt(Pluck of he Irish; GB)
IGB50,Blockheads,1938,comedy,black-and-white,garage,Ser(Laurel-Hardy) M(Marvin Hatley; AAN)
IrC51,Behind That Curtain,1929,"mystery, comedy",black-and-white,,Ser(Charlie Chan; 3)
IrC55,The Holy Terror,1931,adventure,black-and-white,"ranch, West",W(Ralph Black) M(George Schneiderman)
IrC56,The Cisco Kid,1931,western,black-and-white,,B(OHenry: The Cabellero's Way)
IrC60,The Man Hunt,1933,western,black-and-white,,
IrC66,It's a Small World,1935,,black-and-white,,
IrC67,Curly Top,1935,romantic,black-and-white,"school, MA",B(Jean Webster)
IrC73,Poor Little Rich Girl,1936,romantic,black-and-white,,
IrC74,Little Miss Broadway,1936,,black-and-white,"NYC, NY",
IrC76,The Story of Alexander Graham Bell,1938,biography,black-and-white,,
IrC77,Hollywood Cavaade,1939,drama,color,"Hollywood, CA",
IrC79,Lillian Russell,1940,"musical, biography",,,
IrC80,Down Argentine Way,1940,,black-and-white,,
IrC81,That Night in Rio,1941,musical,Technicolor,"nightclub, Rio, Brazil",
IrC86,Sweet Rosie O'Grady,1943,musical,Technicolor,,
IrC89,The Dolly Sisters,1945,,black-and-white,,
IrC95,Double Dynamite,1951,comedy,black-and-white,,Seen(16Mar1990) Alt(It's Only Money)
LM2,Tm:The Cave Man,1926,comedy,,,W(D.F.Zanuck)
LM4,Two Arabian Knigh,1930,,,,
LM11,Rain,1932,"adventure, romantic",black-and-white,"Pago Pago, island, Pacific",R(PG) B(W.Somerset Maugham: Rain)
LM12,"Hallelujah, I'm a Bum Again",1933,,,,
LM16,The General died at Dawn,1936,,,,
LM17,Of Mice and Men,1939,drama,black-and-white,"farm, AAN",M(Aaron Copeland; AAN) C(Norbert Brodine) B(John Steinbeck)
LM20,Edge of Darkness,1943,drama,black-and-white,Norway; T(1943),
LM22,The Puple Heart,1944,drama,black-and-white,"mil.inst., Pacific; JaPanaVision; T(1943)",
LM29,Arch of Triumph,1948,drama,,"Paris, France; T(1944)","B(Erich Maria Remarque) W(Milestone, Harry Brown) C(Russell Metty)"
LM32,Les Miserables,1952,,black-and-white,"csd, France; Paris, France",Nt(Mis#9) W(Rich.Murphy)
LM100,The Bull Skinner,1958,thriller,black-and-white,,TV(7Apr1958) Le(1h)
LM110,Ocean's Eleven,1960,cops-and-robbers,Technicolor,"Las Vegas, NV",Nt(The Rat Pack movie)
PSl10,Too many Kisses,1925,comedy,,,
S1,The Salvation Hunters,1925,,,,
S3,Underworld,1927,,,,
S5,Last Command,1928,drama,,,B(Lajos Biro; AAN)
S9,Der Blaue Engel,1930,,black-and-white,"Berlin, Germany","Seen(2Feb1988) B(H.Mann) M(Waxman, Friedrich H""ollander) Alt(The Blue Angel; USA)"
S10,Morocco,1930,romantic,black-and-white,Morocco,C(Lee Garmes; AAN) Seen(16Feb1988)
S11,Dishonoured,1931,,black-and-white,,
S12,An American Tragedy,1931,drama,black-and-white,USA,B(Theodore Dreiser) W(Sternberg) C(Lee Garmes)
S14,Blonde Venus,1932,drama,black-and-white,Enland,
S15,The Scarlet Empress,1934,biography,black-and-white,,M(Wagner) Seen(16Feb1988)
S16,The Devil is a Woman,1935,,black-and-white,,
S17,The King Steps Out,1936,musical,black-and-white,,M(Kreisler) Seen(7Feb1988)
S18,Crime and Punishment,1936,,,,
S21,The Shanghai Gesture,1941,drama,black-and-white,"Shanghai, China",
S22,Jet Pilot,1950,,,,
S23,Macao,1951,,,Macao,"coD(H.Hughes, N.Ray)"
S24.,The Saga of Anatahan,1953,,,,
ThD20,The High Command,1936,,black-and-white,,
ThD28,The Arsenal Stadium Mystery,1939,,black-and-white,,
ThD30,Gaslight,1939,,black-and-white,,
ThD35,The Prime Minister,1941,,black-and-white,,
ThD36,Next of Kin,1941,,black-and-white,,
ThD40,Men of Two Worlds,1945,,black-and-white,,
ThD45,The Queen of Spades,1947,,,,
ThD50,The Secret People,1952,thriller,black-and-white,"London, England T(1932)",C(Gordon Dines)
ThD55,Hill 24 Doesn't Answer,1955,,,,
WW12,Hell's Heroes,1929,,black-and-white,,B(Peter Bernard Kyrs)
WW23,A House Divided,1931,,black-and-white,,W(J.Huston)
WW30,Counsellor at Law,1933,drama,black-and-white,,W(Elmer Rice)
WW38,The Good Fairy,1935,,,,
WW41,These Three,1936,drama,black-and-white,,B(Lillian Hellman)
WW43,Dead End,1937,drama,black-and-white,"NYC, NY",C(Toland; AAN) W(Lillian Hellman) B(Sidney Kingsley)
WW44,Jezebel,1938,drama,black-and-white,"New Orleans, LA; T(1830)",C(Ernest Haller; AAN) M(Steiner; AAN) Er(M:AA) W(J.Huston)
WW46,The Letter,1940,,black-and-white,,R(NR) B(W.Somerset Maugham) M(Steiner; AAN) C(Tony Gadio; AAN)
WW47,The Westerner,1940,western,black-and-white,West,"W(Jo Swerling, Niven~Busch) B(Stuart N. Lake; AAN)"
WW48,The Little Foxes,1941,,black-and-white,,
WW54,Mrs.~Miniver,1942,drama,,,
WW60,The Memphis Belle,1944,documentary,black-and-white,"airplanes, England; Germany",
WW61,The Fighting Lady,1945,documentary,,England; Germany,
WW63,The Best Years of our Lives,1946,drama,black-and-white,"town, Midwest",W(Robert Sherwood; AA) M(Hugo Friedhofer; AA) C(Gregg Toland)
WW64,The Heiress,1949,drama,,"NYC, NY; T(1900)",C(Leo Tover; AAN) B(Henry James: Washington Square) M(Aaron Copeland)
WW65,Detective Story,1951,cops-and-robbers,black-and-white,"police station, Manhattan, NY","Seen(26Jun1993) W(Robert Wyler, Philip Yourdon; AAN) B(Sidney Kingsley) C(Lee Garmes)"
WW66,Carrie,1952,drama,black-and-white,"colorumbus, OH; Chicago, IL; T(1900)",M(Raskin)C(Victor Milner) B(Dreiser)
WW67,Roman Holiday,1953,romantic,black-and-white,"Rome, Italy","B(Dalton Trumbo; AA; accepted by Ian McLellan Hunter) W(John Digton; AAN) C(Franz Planer, Henri Alekan; AAN) Seen(9Mar1988)"
WW73,Desperate Hours,1955,drama,black-and-white,"suburb, USA",
WW69,The Friendly Persuasion,1956,,,,
WW80,The Big Country,1958,western,,West,C(Franz Planer) M(Jerome Moross; AAN)
