movie_id,prior_movie_id,fraction
RSt446,NoL45,0.8
RSv10,H39,0.85
RtB12,OP28,0.8
RtB43,RtB10,0.3
RTh6,NT23,0.8
RTh35,ICr27,0.99
RTh35,ICr27,0.99
RTh42,EL48,0.7
RTr10,DDe10,0.5
RuJ8,PlL2,0.8
RuM30,LM17,0.3
RVL14,FrN4,0.8
RVL10,ESP15,0.8
RVL34,ChB5,0.8
RWa10,GMf40,0.9
RWa50,C113,0.9
RWB25,FLl12,0.9
RWF24,StK6,0.3
RWF24,RoP2,0.3
RWi1,MhR1,0.8
RWi4,IrP1,0.9
RWf15,RVL16,0.9
RWi28,GC15,0.7
RWs10,FWx10,0.7
RxI10,ESP16,0.9
RyB12,FLl1,0.9
RyB17,RxI40,0.9
RyB18,Ww12,0.6
RyK12,RyK10,0.95
RZe3,SS8,0.6
RZe20,SS7,0.4
RZe20,StK8,0.3
RZe20,RHo29,0.2
RZe20,JoD15,0.1
RZL24,ECa62,0.9
RZL25,ECa64,0.9
RZL31,EG11,0.9
RZL37,EL65,0.8
S15,EL44,0.8
SaP4,AkK14,0.6
SaP40,SaP11,0.9
SCs10,MiG30,0.5
SCs10,C127,0.1
SDr1,EMo17,0.9
SeL20,AkK15,0.8
ShM15,ShM5,0.99
SHo2,HGC17,0.8
SHp10,MS26,0.6
SKa10,GSc10,0.7
SL3,RWa10,0.85
SL15,LB14,0.3
SL21,WaF15,0.4
SL28,JLM20,0.7
SL56,RMq10,0.9
SLa14,ME100,0.8
SLa30,ALH8,0.8
SL62,ICs10,0.8
SFr50,GF60,0.9
SpK10,JT5,0.8
SPo8,H61,0.4
SPo8,H69,0.4
SP37,H27,0.5
SP65,C127,0.4
SRi10,TiB6,0.7
SRm1,JkH10,0.5
SRo35,JaS33,0.5
SRo37,SK7,0.8
SS7,SS04,0.6
SS7,FT18,0.2
SS20,VF47,0.8
SS32,HH37,0.3
SSC1,MaB30,0.8
SSh10,MiW22,0.6
SSo13,WRe20,0.8
StS14,AnT5,0.8
SSo16,TFi12,0.9
SSS45,LuR8,0.8
StC10,RCo47,0.8
StD61,WlD39,0.6
StD72,LlB36,0.6
StF5,RoV3,0.5
StF10,IH1,0.3
StF12,IF120,0.7
StH5,FTu25,0.9
StH15,BW5,0.8
StH23,RaW45,0.9
StK3,IH14,0.4
StS2,OW10,0.8
NOs2,NR11,0.7
SuS16,DvS3,0.3
SvB10,SvB04,0.33
SvB10,SvB05,0.33
SvB10,MPr1,0.33
SW6,Z2310,0.85
SW7,GMf50,0.8
SW10,RC9,0.4
SW13,LiB1,0.9
SW30,HDc6,0.9
SWm10,ArH207,0.9
TaH6,JqT7,0.8
TbH3,H73,0.7
TB50,TB45,0.95
TB67,TB35,0.9
TFi10,SLa14,0.9
TFi12,KFr1,0.9
TFi20,ArL36,0.9
TFi24,TFi20,0.1
TG22,SW15,0.7
TG30,LuV1,0.8
TGr10,MiW22,0.8
TG11,VF33,0.4
TG30,BW4,0.6
ThB30,ThB10,0.9
ThB70,ThB30,0.9
TiB2,LHM3,0.3
TiB17,DCh10,0.1
TiB17,TiB15,0.2
TLo10,MOp19,0.9
TmM1,JWe12,0.8
TNu3,PFo25,0.9
TNu10,RoS3,0.9
ToH30,WCa10,0.9
ToS1,TB55,0.8
ToS5,TaH5,0.3
ToT10,EuL10,0.9
TRs18,TRs12,0.8
TSa1,GRo1,0.9
TSt1,FZe15,0.6
TTz8,KV55,0.4
TTz8,IrP1,0.4
TTz11,HCP12,0.8
TWh45,FTu7,0.2
TWh50,WAS95,0.8
TYg8,EHG38,0.8
UlO17,ALe2,0.8
VeZ10,HHa31,0.3
VF55,RM3,0.9
VF59,CDr9,0.7
VGu25,VrM40,0.9
VJD5,GMe10,0.7
VM8,JR35,0.9
VM11,W73,0.5
VM13,IgR14,0.8
VM22,JqA10,0.8
VME10,RoS85,0.8
VME14,ByH8,0.5
VrM40,WaF10,0.7
VrM60,WaF10,0.8
VrS20,H3,0.9
VrS25,ChB5,0.4
VSh23,AK59,0.5
VtH10,LoM10,0.7
W13,GC7,0.8
W75,W30,0.8
W77,HBn10,0.9
W78,GMf60,0.9
WA2,RFl40,0.4
WA2,IH29,0.3
WA5,KV64,0.5
WA6,InB18,0.3
WA8,H51,0.7
WA9,FF9,0.3
WA9,MB4,0.3
WA10,InB16,0.4
WA16,InB18,0.6
WA21,H51,0.7
WA25,VM10,0.2
WaF40,WaF10,0.8
WaB10,ALH8,0.8
WAS100,RdR10,0.8
WBe1,AlH24,0.8
WBe12,LMC16,0.8
WBo10,LGt32,0.8
WCl19,C94,0.9
WCr4,InB21,0.85
WCr40,WCr15,0.9
WCr43,RWi29,0.9
WCr48,MWe15,0.4
WCr48,Z9605,0.4
WFr9,HGC6,0.9
WFr40,WFr6,0.5
WGi5,SS6,0.8
WGi10,H79,0.7
WGi15,WFr6,0.8
WH9,FM3,0.8
WHl4,StK9,0.3
WhR10,HlH3,0.3
WhR10,QTa1,0.3
WHu10,AK57,0.9
WiB180,WlN12,0.9
WiC50,BsK6,0.3
WiC55,H73,0.7
WiD20,CBw48,0.9
WiW29,WiW20,0.8
WLa23,WAS100,0.9
WLa27,RaW27,0.9
WLa29,HK50,0.9
WLa38,IrC81,0.4
WLa38,RdR48,0.4
WLa42,ICr38,0.8
WLa50,DvH10,0.3
WlB14,RVL10,0.7
WlC10,TFi9,0.8
WlD6,EL51,0.85
WlD7,WlD6,0.99
WlD15,WlD6,0.99
WlD20,EL31,0.8
WlD29,RDR32,0.8
WlD36,WWo10,0.8
WlD39,FM6,0.8
WlD43,WlD43,0.9
WlD51,C127,0.5
WlD61,H33,0.3
WlD61,RoS15,0.3
WlH10,HB60,0.9
WlJ14,NML4,0.7
WMa3,WiC50,0.8
WmK18,AK26,0.9
WmK27,LM10,0.6
WoR25,IH14,0.9
WRe20,ZK4,0.9
WRe40,IvR6,0.8
WR120,BVi12,0.5
WS5,GP13,0.8
WSa5,RDa3,0.8
WSa10,RS2,0.4
WSa10,GgL3,0.4
WSt10,WlJ14,0.8
WvD58,LuH8,0.8
WvD72,HWx10,0.9
WW12,IF15,0.9
WW46,JdL12,0.9
WW68,IH12,0.8
WW73,RdM8,0.8
WW81,FrN8,0.9
WW82,WW41,0.9
xAb1,WlN10,0.9
xDe10,ChV26,0.8
xdH10,xFa10,0.9
xFa10,AK59,0.6
xGa10,CDr9,0.8
xGr10,RVL10,0.8
xHu10,ReC5,0.8
xTu10,HRo5,0.4
xUc10,xGa10,0.8
YOz75,YOz20,0.95
YvR3,VSh23,0.7
Z1120,Z1110,0.9
Z1220,Z1210,0.9
Z1230,Z1220,0.9
Z1610,TFi20,0.7
Z2810,MiC5,0.8
Z3520,FLl62,0.8
Z4338,EGz10,0.9
Z5010,GM200,0.7
RWi31,Z5620,0.8
Z6940,RoA28,0.9
Z6930,RoA28,0.9
Z8210,WR42,0.9
Z8875,AC8,0.8
Z9110,VM8,0.9
Z9360,DaV1,0.9
Z9365,JN13,0.9
Z9410,GS3,0.95
Z9688,JL13,0.85
Z9788,CDM80,0.8
Z9920,StF5,0.8
