Daniel,Gelin,1949,1971,1921,,France,,2226
Guiliano,Gemma,1962,1972,1940,,Italy,,2227
Leo,Genn,1935,1970,1905,1978,Great Britain,,2229
Chief,George,1969,1979,1899,1981,Canada,,2231
Christopher,George,1968,1983,1929,1983,USA,,2232
Gladys,Clare,1920,1954,1900,1954,USA,,2233
Grace,George,1943,1943,1879,1961,USA,,2234
Linda,Day,1968,1983,1944,,USA,,2235
Muriel,George, charladies,1932,,1883,1965,,2236
Susan,George,1967,1982,1950,,Great Britain,,2239
Gil,Gerard,1977,1983,1943,,USA,,2241
Stefan,Gyergyay,1934,1963,1904,1973,Hungary,,2242
Richard,Gere,1975,1983,1949,,USA,,2244
Gene,Gerrard,1931,,,,USA,,2246
Alice,Ghostley, character,1954,,1926,,,2248
Stathis,Giallelis,1963,1967,1939,,Greece,,2249
Giancarlo,Giannini,1966,1984,1942,,Italy,,2250
Rose August,Wenger,1915,1951,1892,1977,USA,,2253
Henry,Gibson,1964,1981,1935,,USA,,2254
Edward,Richard,1915,1961,1892,1962,USA,,2255
Mel,Gibson,1993,1995,,,Australia,,2256
Sir John,Gielgud,1924,1991,1904,,Great Britain,,2257
Billy,Gilbert,1929,1962,1893,1971,USA,,2261
John,Pringle,1916,1935,1895,1936,USA,,2262
Connie,Gilchrist,1941,1970,1901,,USA,,2265
Jacob,Gellman,1953,1982,1907,1990,USA,,2266
William,Gillette,1916,1916,1855,1937,USA,,2270
Jean,Gillie,1935,1947,1915,1949,Great Britain,,2273
Claude,Gillingwater,1921,1939,1870,1939,USA,,2274
Alma,O'Connor,1937,1946,1927,,USA,,2275
Margalo,Gillmore,1932,1956,1897,1986,USA,,2276
Lowell,Gilmore,1947,1954,1907,1960,USA,,2277
Virginia,Gilmore,1941,,,1986,USA,,2278
Hermione,Gingold,1936,1976,1897,1987,Great Britain,,2280
Annie,Girardot,1956,1981,1931,,France,,2282
Etienne,Girardot,1912,1940,942],1856,1939,,2283
Dorothy,Gish,1912,1963,1898,1968,USA,,2284
Lillian,deGuiche,1914,1976,1894,1993,USA,,2285
Kathryn,Givney,1948,1959,1897,1978,USA,,2286
Paul,Glaser,1971,1982,1943,,USA,,2290
Jackie,Gleason,1941,1983,1916,1987,USA,,2293
James Austin,Gleason,1930,1958,1886,1959,USA,,2294
Lucille,Gleason,1929,1945,1886,1947,USA,,2295
Russell,Gleason,1929,1944,1908,1945,USA,,2297
Roy,Glenn,1952,1971,1901,1970,USA,,2299
Scott,Glenn,1973,1982,1942,,USA,,2300
Danny,Glover,1976,1990,1947,,USA,,2304
Julian,Glover,1963,1981,1935,,Great Britain,,2306
carlin,Glynn,1986,,,,,,2307
Mary,Glynne,1919,1937,1898,1954,Great Britain,,2308
George,Gobel,1956,1957,1919,1991,USA,,2309
Marion,Levy, pretty,1931,,1911,1990,,2310
Willoughby,Goddard,1957,1959,1932,,Great Britain,,2311
Peter,Godfrey,1939,1956,1899,1970,Great Britain,,2312
Norris,Goff,1940,1942,1906,1978,USA,,2316
Gila,Golan,1965,1969,1940,,USA,,2317
Whoopi,Goldberg,1985,1991,1950,,USA,,2318
Jeff,Goldblum,1974,1983,355],1952,,,2319
Charles,Goldner,1940,1954,1900,1955,Austria,,2320
Lelia,Goldoni,1959,1981,1938,,USA,,2321
Minna,Gombell,1931,1952,1900,1973,USA,,2326
Thomas,Gomez,1942,1970,1905,1971,USA,,2327
Peter,Gonzales,1972,,,,USA,,2328
Michael,Goodliffe, professional man,1948,,1914,1976,,2329
Benny,Goodman, bandleader,1938,,1909,,,2330
Bill,Goodwin,1942,1956,1910,1958,USA,,2332
Harold,Goodwin, small-time cook,1950,,1917,,,2333
Leo,Gorcey, fast-talking,1937,,1915,1969,,2336
Bruce,Gordon,1950,1966,1919,,USA,,2338
C.~Henry,Gordon,1931,1940,1882,1940,USA,,2339
Colin,Gordon,1947,1967,1911,1972,Great Britain,,2340
Gaylord,Aldrich, fussy,1942,,1905,,,2343
Leo,Gordon,1953,1981,1922,,,,2345
Mary,Gordon,1925,1947,1882,1963,Great Britain,,2346
Ruth Gordon,Jones,1915,1983,1896,1985,USA,,2348
Marius,Goring,1936,1978,1912,,Great Britain,,2349
Cliff,Gorman,1969,1980,1936,,USA,,2350
Karen Lynn,Gorney,1977,1977,,,USA,,2352
Frank,Gorshin,1957,1981,1935,,USA,,2353
Marjoe,Gortner,1973,1979,1941,,USA,,2354
Louis,Gosset,1968,1983,1936,,USA,,2355
Louis,Gosset,,,,,,,2356
Walter,Gotell,1959,1980,,,Great Britain,,2357
Ferdinand,Gottschalk,1926,1936,1869,1944,Great Britain,,2358
Jetta,Goudal,1924,1932,1898,,France,,2359
Michael,Gough,1946,1983,1917,,Great Britain,,2360
Elliott,Goldstein,1966,1982,1938,,USA,,2361
Harold,Gould,1971,1980,1923,,USA,,2362
Jason,Gould,1991,,,,USA,,2363
Stanley,Applebaum,1963,1980,1933,,Canada,,2364
Gibson,Gowland,1917,1937,1872,1951,Great Britain,,2366
Patricia,Gozzi,1962,1965,1950,,France,,2368
Ruth Elizabeth,Grable,1930,1955,1916,1973,USA,,2369
Gloria,Hallward,1944,1980,1924,1981,USA,,2372
Margot,Grahame,1930,1957,1911,,Great Britain,,2373
Alexander,Granach,1923,1944,1890,1945,Poland,,2374
Farley,Granger,1943,1978,1928,,USA,,2375
James Lablanche,Stewart,1933,1977,1913,1993,Great Britain,,2376
Archibald,Leach,1932,1966,1904,1986,Great Britain,,2377
Olive,Grandstaff,1953,1960,1933,,USA,,2378
Lawrence,Grant,1921,1945,1870,1952,Great Britain,,2379
Lyova,Rosenthal,1951,1983,,,USA,,2380
Richard E.,Grant,1992,,,,Great Britain,,2381
Bonita,Granville,1932,1967,1923,1988,USA,,2382
Charley,Grapewin,1930,1951,1869,1956,USA,,2383
Peter,Aurnes,1950,1988,1925,,USA,,2384
Peter,Graves,1941,1976,1911,,Great Britain,,2385
Fernand,Martens,1933,1969,1904,1970,France,,2386
Billy,Gray,1946,1962,1940,,USA,,2387
Donald M.,Gray,1960,1978,1928,,Great Britain,,2388
Doris,Jensen,1947,1968,1922,,USA,,2389
Dolores,Gray,1954,1957,1924,,USA,,2390
Nadia,Gray,1949,1967,1923,,Romania,,2393
Constance,Stevens,1930,1952,1916,,Great Britain,,2394
Zelma,Hedrick,1940,1976,1922,,USA,,2395
Juliette,Greco,1949,1960,1927,,France,,2396
Danny,Green, menacing,1937,,1903,,,2397
Martyn,Green,1939,1968,1899,1975,Great Britain,,2401
Nigel,Green,1956,1971,1924,1972,Great Britain,,2402
Graham,Greene,1934,1973,1904,,Great Britain,,2404
Leon,Green,1967,1976,,,Great Britain,,2406
Lorne,Greene,1954,1981,1915,1987,Canada,,2407
Richard,Greene,1938,1972,1914,85,Great Britain,,2410
Raymond,Greenleaf,1941,1950,1892,1963,USA,,2411
Sidney,Greenstreet, swindler,1941,[4.666],1879,1954,,2412
Charlotte,Greenwood,1918,1956,1890,1978,USA,,2413
Joan,Greenwood,1940,1978,1921,1987,Great Britain,,2414
John,Greenwood,1930,1952,1889,1975,Great Britain,,2415
Bettyjane,Greer,1945,1974,1924,,USA,,2416
Everley,Gregg,1932,1945,1898,1959,Great Britain,,2418
Nora,Gregor,1929,1939,1890,1949,Austria,,2419
James,Gregory, cop,1948,[4.147][34.322],1911,,,2423
John,Greyson,1988,1994,,,Canada,Er(Or),2425
Robert,Greig,1930,1948,1880,1958,Australia,,2426
Joyce,Phipps,1942,1964,1910,1979,Great Britain,,2427
Jennifer,Grey,1987,,1960,,USA,,2429
Joe,Katz,1952,1976,1932,,USA,,2430
Lillita,MacMurray,1920,1930,1909,,USA,,2431
Eschol Loleet,Miller,1934,1941,1918,1993,USA,,2432
Virginia,Grey,1927,1970,1917,,USA,,2433
Helmut,Griem,1969,1979,,,Germany,,2435
Pam,Grier,1970,1983,1949,,USA,,2437
Ethel,Woods,1931,1963,1878,1975,Great Britain,,2439
Andy,Griffith, slow-speaking,1957,,1926,,,2440
Corinne,Griffith,1922,1952,1898,1979,USA,,2441
Hugh,Griffith,1940,1977,1912,1980,Great Britain,,2442
Kenneth,Griffith,1941,1973,1921,,Great Britain,,2444
Melanie,Griffith,1975,1990,,,USA,,2446
Jane,Griffiths,1954,1963,1929,1975,Great Britain,,2449
Gary,Grimes,1971,1976,1955,,USA,,2452
George,Grizzard,1960,1980,1925,,USA,,2455
Charles,Grodin,1968,1981,1935,,USA,,2456
Gustav,Grundgens,1931,,,,Germany,,2462
Oliver,Gruner,1988,1999,1960,,France,,2463
Dominic,Guard,1970,1975,1925,,USA,,2464
Harry,Guardino,1958,1980,1925,,USA,,2465
Francois,Guerin,1959,,,,France,,2466
Nancy,Guild,1946,1971,1925,,USA,,2471
Paul,Guilfoyle, sinister,1936,,1902,1961,,2472
Jack,Guilford,,,,1990,USA,,2473
Robert,Guillaume,1979,1980,,,USA,,2474
Sir Alec,Guinness,1933,1983,1914,,Great Britain,,2476
Clu,Gulager,1964,1980,1929,,USA,,2477
Moses,Gunn,1970,1982,1929,1993,USA,,2478
Sigrid,Gurie,1938,1948,1911,1969,USA,,2480
Edmund,Gwenn, stocky comic,1916,,1875,1959,,2484
Marguerite Gwynne,Trice,1939,1957,1918,,USA,,2486
Frederick Hubbard,Gwynne,1954,1992,1927,1993,USA,,2487
Michael,Gwynne,1954,1969,1916,1976,Great Britain,,2488
Greta,Gynt,1939,1966,1916,,Norway,,2490
Dolly,Haas,1930,1953,1910,,Germany,,2492
Hugo,Haas,1951,,,,USA,Ty(B films),2493
Leonard,Hackett,1953,1978,1924,,USA,,2494
Joan,Hackett,1967,1982,1934,1983,USA,,2495
Raymond,Hackett,1928,1931,1902,1958,USA,,2496
Gene,Hackman,1961,1983,1930,,USA,,2497
Sara,Haden, well-spoken,1934,[4.928],1897,1981,,2499
Reed,Herring,1938,1968,1911,1974,USA,,2500
Jean,Verhagen,1949,1964,1924,1977,USA,,2501
Dan,Haggerty,1970,1980,,,USA,,2505
Larry,Hagman,1964,1978,1930,,USA,,2507
Kenneth,Haigh,1956,1973,1929,,Great Britain,,2511
William,Haines,1923,1935,1900,1973,USA,,2513
Rufus Alan,McKahan,1911,1950,1892,1950,USA,,2514
Alan,jr,1942,1957,1918,1990,USA,,2515
Barbara,Hale,1943,1969,1922,,USA,,2516
Patrick,Fitzgerald,1915,1947,1882,1965,USA,,2517
J.,Hatley,1934,1958,1892,1966,USA,,2518
Louise Closser,Hale,1929,1933,1872,1933,USA,,2519
Monte,Hale,1947,1966,1919,,USA,,2520
Richard,Sale,1951,1955,,,,,2521
Robert Hale,Monroe,1932,1946,1902,1959,USA,,2523
Jack,Haley,1930,1969,1899,1979,USA,,2525
Henry,Hall,1937,1982,1920,,USA,,2529
James,Brown,1965,,,,USA,Ww(Hitchcock; TV),2530
Charles,Locher,1936,1969,1913,1979,USA,,2532
Juanita,Hall,,,1901,1968,USA,,2533
Porter,Hall,1934,1954,1888,1953,USA,,2534
Thurston,Hall,1918,1956,1883,1958,USA,,2535
Ray,Hallam,1931,,1905,1931,USA,,2536
May,Hallatt,1933,1960,1882,,Great Britain,,2537
John,Halliday,1920,1941,1880,1947,Great Britain,,2539
Billy,Halop,1937,1976,1920,,USA,,2540
Brett,Halsey,1953,1972,,,USA,,2541
Charles,Halton,1936,1956,1876,1959,USA,,2542
,Hamer,1952,1962,1947,1989,USA,,2545
Mark,Hamill,1975,1983,1952,,USA,,2546
Bernie,Hamilton,1960,1979,,,USA,,2547
George,Hamilton,1958,1981,1939,,USA,,2548
John,Hamilton,1926,1957,1886,1958,USA,,2549
Margaret Hamilton,Hamilton,1933,1971,1902,1985,USA,,2551
Murray,Hamilton,1950,1980,1923,,USA,,2552
Neil,Hamilton,1923,1967,1899,,USA,,2553
harry,Hamlin,,,1951,,USA,,2555
Dorothy,Standing,1930,1961,1909,1980,Great Britain,,2557
Walter Hampden,Dougherty,1917,1956,1879,1955,USA,,2558
Susan,Hampshire,1959,1976,1938,,Great Britain,,2559
Irene,Handl,1941,1979,1902,1987,Great Britain,,2563
Carol,Haney,1953,1957,1928,1964,USA,,2565
Tom,Hanks,1992,1998,,,USA,,2566
Jenny,Hanley,1968,1975,1947,,Great Britain,,2567
Jimmy,Hanley,1934,1968,1918,1970,USA,,2568
Lawrence,Hanray,1932,1941,1874,1947,Great Britain,,2571
Lars,Hansen,1913,1928,1887,1965,Sweden,,2572
Haya,Hararit,1924,1967,1934,,Israel,,2574
Dorothy,Gatley,1929,1956,1902,1981,USA,,2578
David Llewellyn,Harding,1920,1940,,,Great Britain,,2579
Sir Cedric,Hardwicke,1926,1964,1893,1964,Great Britain,,2581
Oliver Norvell,Hardy,1913,1952,1892,1957,USA,,2582
Robert,Hardy,1965,1981,1925,,Great Britain,,2583
Lumsden,Hare,1931,1959,1875,1964,Ireland,,2584
Robertson,Hare,1930,1961,1891,1979,Great Britain,,2585
Dorian,Harewood,1975,1984,1950,,USA,,2586
Gordon,Harker,1927,1959,1885,1967,Great Britain,,2588
Harlean,Carpentier,1928,1937,1911,1937,USA,,2589
Mark,Harmon,1977,1982,1951,,USA,,2591
Jessica,Harper,1976,1978,1955,,USA,,2592
Valerie,Harper,1972,1979,1940,,USA,,2595
William,Harrigan,1917,1955,1894,1966,USA,,2596
Pat,Harrington,1960,,,,USA,,2597
Barbara,Harris,1965,1980,1936,,USA,,2600
Jonathan,Harris, overbearing,1959,,1914,,,2605
Julie,Harris,1953,1981,1925,,USA,,2606
Julius W.,Harris,1961,1976,,,USA,,2607
Phillip,Harris, singer,1933,,1904,,,2612
Richard,Harris,1958,1990,1932,,Ireland,,2613
Robert,Harris,1931,1968,1900,,Great Britain,,2614
Robert H.,Harris,1956,1967,1911,1981,USA,,2615
Kathleen,Harrison,1931,1969,1898,,Great Britain,,2619
Linda,Harrison,1966,1975,1945,,USA,,2620
Sir Reginald,Carey,1930,1978,1908,1990,Great Britain,,2621
Kathryn,Harrold,1982,,1950,,USA,,2622
Dolores,Hicks,1956,1962,1938,,USA,,2625
Dorothy,Hart,1947,1952,1923,,USA,,2626
William Surrey,Hart,1915,1925,1870,1946,USA,,2629
Mariette,Hartley,1962,1982,1940,,,,2630
David,Hartman,1968,1976,1937,,USA,,2631
Elizabeth,Hartman,1966,1973,1941,,USA,,2632
Phil,Hartmann,,,1948,1998,USA,,2636
William,Hartnell,1933,1963,1908,1975,,,2637
Laurence,Harvey,1959,,322],,,,2638
Forrester,Harvey,1922,1945,1880,1945,Ireland,,2639
Larushka Mischa,Skikne,1948,1973,1928,1973,Lithuania,,2641
Lilian,Harvey,1925,1939,1906,1968,Great Britain,,2642
Paul,Harvey,1934,1955,1884,1955,USA,,2643
Otto Eduard,Hasse,,,1903,1978,Germany,,2645
Marilyn,Hassett,1970,1979,1947,,USA,,2647
Signe,Larsson,1933,1977,1915,,Sweden,,2648
Terry,Hatcher,1997,,,,,,2649
Hurd,Hatfield,1944,1979,1918,,USA,,2651
Raymond,Hatton,1916,1967,1887,1971,USA,,2653
,Hatton,1930,1940,,,USA,,2654
Rutger,Hauer,1977,1983,1944,,Holland,,2655
June,Stovenour,1943,1953,1926,,USA,,2660
Ellen Evangeline,Hovick,1941,1977,1916,,USA,,2662
Jack,Hawkins,1930,1973,1910,1973,Great Britain,,2663
Jim,Hawkins,1946,,1942,,USA,,2664
Goldie,Hawn,1998,,,,,,2666
Jill,Haworth,1960,1974,1945,,Great Britain,,2667
Nigel,Hawthorne,1980,1982,1929,,Great Britain,,2668
Charles,Hawtrey,1937,1972,1914,1988,Great Britain,,2669
Sessue,Hayakawa,1914,1961,1889,1973,Japan,,2670
Harry,Hayden,1936,1952,1884,1955,USA,,2671
Linda,Hayden,1969,1977,1951,,Great Britain,,2672
Pate,Lucid,1937,1955,1912,1981,USA,,2673
Sterling,Hayden,1940,1983,1916,,USA,,2674
Richard,Haydn,1941,1974,1905,85,Great Britain,,2675
Helen,Hay,1921,1956,1874,1957,Great Britain,,2677
Mary Jane,Hayes,1954,1960,1930,1977,USA,,2678
George,Hayes,1929,1950,1885,1969,USA,,2679
Helen,HayesBrown,1917,1983,1900,1992,USA,,2680
Margaret,Hayes,1955,1958,1915,1977,USA,,2681
Melvyn,Hayes,1956,1976,1935,,Great Britain,,2682
Peter Lind,Hayes,1964,,,,Great Britain,,2683
Dick,Haymes,1944,1974,1916,1980,Argentina,,2684
Robert,Hays,1976,1974,1948,,USA,,2686
Joan,Haythornthwaite,1946,1961,1915,,Great Britain,,2687
Seafield,Grant,1933,1973,1909,1985,South Africa,,2688
Edythe,Marrener,1938,1972,780][9.138],1918,1975,,2689
Margarita Carmen,Cansino,1935,1972,1918,1987,USA,,2690
John,Heard,1977,1982,1946,,USA,,2693
Joey,Heatherton,1964,1977,1944,,USA,,2694
Eileen,Heckart,1956,1981,1919,,USA,,2695
Ara (Al),Heditsian,1957,1966,1926,,USA,,2696
Nathalie,Hedren,1963,1982,1935,,USA,,2697
Emmet Evan,Heflin,1936,1971,1910,1971,USA,,2699
O.P.,Heggie,1929,1936,1879,1936,Great Britain,,2702
Katherine,Helmond,1974,1981,1929,,USA,,2708
Sir Robert,Helpmann,1942,1972,1909,1986,Australia,,2710
Margaux,Hemingway,1976,1982,1955,,USA,,2711
Mariel,Hemingway,1976,1983,1961,,USA,,2712
David,Hemmings,1972,1978,1941,,USA,,2713
Wanada,Hendrix,1945,1965,1928,1981,USA,,2717
Sonja,Henie,1936,1958,1912,1969,Norway,,2719
Eva,Henning,1930,1968,1920,,Sweden,,2721
Paul George Julius,von Henreid,1951,1965,1907,,Austria,Or(born in Italy) Ww(Hitchcock,2723
Bobby,Henrey,1948,1950,1939,,Great Britain,,2724
B.,Zuckerman,1964,1980,1930,,,,2726
Charlotte,Henry,1932,1941,1913,1980,USA,,2727
Justin,Henry,1979,1984,1971,,,,2729
Mike,Henry,1965,1972,1939,,USA,,2730
William,Henry,1926,1962,1918,,USA,,2731
Gladys,Gunn, homely mum,1945,,1897,1983,,2733
Jim,Henson,1990,,,1989,USA,Ww(disney) Ty(Muppets),2734
Nicky,Henson,1971,1989,,,USA,,2735
Leslie,Henson,1930,1956,1891,1957,Great Britain,,2736
Nicky,Henson,1968,1976,1945,,Great Britain,,2737
Audrey,Hepburn-Ruston,1951,1981,1929,1993,Belgium,,2738
Katherine,Hepburn,1932,1988,1907,90,USA,,2740
Bernard,Hepton, serious-looking,1971,,1925,,,2741
Holmes,Herbert, lawyer or clerk,1927,,1882,1956,,2742
Hugh,Herbert,1928,1951,697],1887,1952,,2743
Percy,Herbert,1956,1973,1925,,Great Britain,,2744
Eileen,Herlihy,1947,1968,1919,,Great Britain,,2747
Paul,Rubens,1989,,,,,,2748
Juano,Hernandez,1948,1968,1896,1970,USA,,2751
Edward,Herrmann,1971,1982,1943,,USA,,2753
Barbara,Herzstine (Seagull),1968,1979,1948,,USA,,2754
Jean,Hersholt,1916,1955,1886,1956,Denmark,,2755
Irene,Hervey,1934,1969,1910,,USA,,2756
Charlton,Heston,1950,1983,1924,1998,USA,,2759
Louis,Heydt,1938,1955,1905,1960,USA,,2762
Pretty,Violet,1955,1979,1931,,Great Britain,,2763
Pat,Heywood,1968,1972,1927,,Great Britain,,2764
Hibbert,Geoffrey,1941,1959,1922,1969,Great Britain,,2765
William,Hickey,1986,,1928,1997,USA,,2766
Darryl,Hickman,1940,1954,1931,,USA,,2768
Russell,Hicks,1936,1956,1895,1957,USA,,2770
Sir Seymour,Hicks,1922,1948,1871,1949,Great Britain,,2771
Joan,Hickson,1934,1973,1906,,Great Britain,,2772
Arthur,Hiller,1957,1989,1923,,Canada,Ww(Hitchcock,2773
Alfred Hawthorne,Hill,1956,1974,1925,1992,Great Britain,,2774
Howard,Hill,,,1898,1975,USA,,2776
Mario,Girotti,1963,1980,1941,,Italy,,2779
Wendy,Hiller, inimitable voice,1937,,1912,,,2781
John,Hillerman,1973,1981,1931,,USA,,2782
Peggy Lou,Snyder,1936,1951,1914,,USA,,2783
Candace,Hilligoss,1962,1964,,,USA,,2784
Daisy,Hilton,1950,,1908,1964,Great Britain,,2786
Violet,Hilton,1950,,1908,1964,Great Britain,,2787
Art,Hindle,1975,1979,1948,,Canada,,2788
Samuel S.,Hinds, crooked lawyers,1933,,1875,1948,,2789
Johnny,Hines,1923,1938,1895,,USA,,2791
Pat,Hingle,1954,1997,1923,,USA,,2793
Thora,Hird,1941,1971,1913,,USA,,2796
Judd,Hirsch,1974,1983,1936,,USA,,2797
Robert,Hirsch,1964,1966,1929,,France,,2798
Sir Alfred,Hitchcock,1925,1976,1899,1981,Great Britain,St(Paramount) Ty(Susp,2799
Patricia,Hitchcock-O'Connell,1951,1960,1928,,Great Britain,,2800
Rose,Keefer,1930,1948,1906,,USA,,2801
Halliwell,Hobbes,1930,1956,1877,1962,Great Britain,,2802
Jack,Hobbs,1930,1951,1893,1968,Great Britain,,2803
Valerie,Hobson,1933,1954,1917,,Great Britain,,2804
Patricia,Hodge,1983,1983,1946,,Great Britain,,2805
John,Hodiak,1943,1955,1914,1955,USA,,2806
Samuel David,Hyams,1930,1951,1893,1960,Great Britain,,2807
Sir Michael,Hodern,1994,,,,Great Britain,,2808
Basil,Hoffman,1972,1982,1941,,USA,,2809
Dustin,Huffman,1999,,,,USA,,2810
Arthur,Hohl,1931,1947,1889,1964,USA,,2814
Hal,Holbrook,1970,,,,USA,Mt(Josephine Piranesi,2816
Fay,Hammerton,1936,1958,1894,1973,Great Britain,,2818
Gloria,Holden,1936,1968,1908,,Great Britain,,2819
William,Holden,1928,1930,1872,1932,USA,,2821
William,Beedle,1939,1981,1918,1981,USA,,2822
Eleanor Gough,McKay,1947,1947,1915,1959,USA,,2825
Judith,Tuvim,1944,1960,1922,1965,USA,,2827
Earl,Holliman,1953,1981,1928,,USA,,2829
Stanley,Holloway,1921,1976,1890,1982,Great Britain,,2830
Sterling,Holloway, slow-speaking, red-haired comic,1968,,1905,,2831
Celeste,Holm, calm,1946,[4.23],1919,1998,,2832
Ian Holm,Cuhbert,1968,1982,14],1932,,,2833
Phillips,Holmes,1928,1938,1907,1942,USA,,2836
Taylor,Holmes,1917,1956,1872,1959,USA,,2837
Charles John,Holt II,1915,1951,1888,1951,USA,,2838
Elizabeth,Holt,1942,1947,1920,,USA,,2839
Patrick,Parsons,1938,1978,1912,,Great Britain,,2840
Charles John,Holt III,1937,1957,1919,1973,USA,,2841
Robert,Homans,1923,1945,1874,1947,USA,,2842
Skip,Homeier,1944,1977,1929,,USA,,2843
Oskar,Homolka,1930,1974,,,Austria,,2844
Robert,Hooks,1966,1982,1937,,USA,,2845
Leslie Townes,Hope,1938,1979,1903,,USA,,2848
Vida,Hope,1944,1958,1918,1963,Great Britain,,2850
Anthony,Hopkins,1996,,,,,,2851
Bo,Hopkins,1970,1981,1942,,USA,,2852
Miriam,Hopkins,1930,1966,1902,1972,USA,,2853
Dennis,Hopper,1969,1988,1935,,USA,,2854
Elda,Furry,1919,1966,1890,1966,USA,,2855
Victoria,Hopper,1933,1938,1909,,Canada,,2856
William,Furry,1937,1965,1915,1969,USA,,2857
Christiane,Horbiger,1992,,,,,,2858
Paul,Horbiger,1932,1949,,1981,,,2859
Sir Michael,Hordern,1939,1983,1911,,Great Britain,,2860
David,Horne,1933,1959,1898,1970,Great Britain,,2861
Geoffrey,Horne,1957,1959,1926,,Great Britain,,2862
Lena,Horne,1938,1969,1917,,USA,,2864
Victoria,Horne,1944,1953,1920,,USA,,2865
Edward Everett,Horton,1922,1970,1886,1970,USA,,2867
Mead Howard,Horton,1951,1969,1924,,USA,,2868
Peter,Horton,1989,,,,USA,,2869
Bob,Hoskins,1989,,,,USA,,2870
Robert,Hossein,1955,1982,1927,,France,,2871
Erich,Weiss, magician,1918,,1873,1926,,2872
Jacques,Haussmann,1946,1988,1902,1988,USA,,2873
Arthur,Housman,1923,1937,1888,1942,USA,,2876
Donald,Houston,1948,1973,1923,1991,Great Britain,,2877
Katherina Houston,Gribbin,1934,1971,1901,1980,Great Britain,,2878
Whitney,Houston,1992,,1960,,USA,,2879
Arthur,Howard,1948,1975,1910,,USA,,2880
Esther,Howard,1931,1949,1893,1965,USA,,2885
John,Cox,1937,1958,1913,,USA,,2886
Kathleen,Howard,1934,1947,1879,1956,Canada,,2887
Ken,Howard,1970,1978,1944,,USA,,2888
Leslie,Stainer,1941,1943,1890,1943,Hungary,Mainly(A),2889
Ronald,Howard,1982,1989,1953,,USA,Also(child actor Ronny),2891
Ronald (Ronny),Howard,1962,1979,1953,,USA,,2892
Sydney,Howard, fluttering gestures,1930,,1884,1946,,2895
Trevor,Howard,1944,1988,1916,1988,Great Britain,,2896
Francis,Howard,1954,1978,1921,,Great Britain,,2899
Bobby,Howes, diminutive lead,1928,,1895,1972,,2900
Sally,Howes, lead,1943,,1930,,,2901
Arthur,Hoyt, henpecked,1916,,1873,1953,,2902
John,Hoysradt,1946,1962,1905,,USA,,2903
Harold,Huber, dumb detective,1933,,1904,1959,,2906
Season,Hubley,1973,1981,,,USA,,2907
Paul,Hubschmid,1940,1969,1917,,Switzerland,,2908
Walter,Hudd,1936,1962,1898,,Great Britain,,2910
David,Huddleston,1963,1980,1930,,USA,,2911
Rochelle,Hudson,1930,1965,1914,1972,USA,,2915
Roy,Scherer,1948,1984,1925,1985,,,2916
David,Huffman,1978,1982,1945,,USA,,2918
Barnard,Hughes,1971,1981,1915,,USA,,2919
Betty,vonGerlean,1949,1967,1929,,USA,,2920
Lloyd,Hughes,1919,1939,1896,1958,USA,,2921
Mary,Hughes,1939,1977,1919,,USA,,2922
Wendy,Hughes,1979,1985,,,Australia,,2923
Claude,Hulbert,1928,1960,1900,1963,Great Britain,,2925
Jack,Hulbert, long-chinned comedian,1930,,1892,1978,,2926
Tom,Hulce,1984,,,,USA,,2927
Henry,Hull,1917,1967,1890,1977,USA,,2929
Josephine,Sherwood,1932,1951,1884,1957,USA,,2930
Benita,Hume,1928,1955,1906,1967,Great Britain,,2931
Arthur,Hunicutt,1942,1975,1911,1979,USA,,2933
Gayle,Hunicutt,1966,1983,1942,,USA,,2934
Marcia,Hunt,1935,1959,1917,,USA,,2938
Martita,Hunt, grandes dames,1933,,1900,1969,,2939
Glenn,Hunter,1921,1941,1897,1945,USA,,2940
Holly II,Hunter,1985,1992,1958,1998,,,2941
Ian,Hunter,1922,1963,1900,1975,Great Britain,,2942
Henry H.,McKinnies,1951,1968,1925,1969,USA,,2943
Janet,Cole, dependable,1943,[4.136],1922,,,2945
Andrew Arthur,Kelm,1948,1982,1931,,USA,,2946
Raymond,Huntley,1937,1973,1904,1990,Great Britain,,2948
Isabelle,Huppert,1971,1982,1955,,France,,2949
Brandon,Hurst,1923,1947,1866,1947,Great Britain,,2950
David,Hurst,1949,1969,1925,,Austria,,2951
Paul,Hurst,1927,1953,1889,1953,USA,,2952
Veronica,Hurst,1951,1966,1931,,Great Britain,,2953
John,Hurt,1962,1984,1940,,Great Britain,,2954
Mary Beth,Supinger,1982,1982,1948,,USA,,2955
William,Hurt,1980,1983,1980,1983,USA,,2957
Olivia,Hussey,1965,1980,1951,,Great Britain,,2959
Ruth Carol,ORourke, competent, wisecracking,1972,[4.1094],1914,,2960
Anjelica,Huston,1968,1993,1951,,USA,,2961
John,Huston,1941,1987,1906,1987,USA,Ch(Walter Huston) Mt(Ricki Soma),2962
Walter,Houghston,1928,1950,1884,1950,USA,,2963
David,Hucheson,1935,1973,1905,1976,Great Britain,,2964
Will,Hutchins,1958,1967,1932,,USA,,2965
Josephine,Hutchinson,1934,1970,1898,,USA,,2966
Harold,Huth,1927,1961,1892,1967,Great Britain,,2967
Betty,Hutton, bouncy,1942,[4.462],1921,,,2968
Jim,Hutton,1958,1974,1934,1979,USA,,2969
