"movie_id","person_id"
"HKo18","S.Goldwyn"
"HKo21","Jerry Wald"
"HKo22","Perlberg"
"HKo23","S.C.Siegel"
"HKo24","John Beck"
"HKo29","F.Ross"
"HKo30","Julian Blaustein"
"HKo36","R.Hunter"
"HKo39","Goffredo Lombardo"
"HKo41","Ross Hunter"
"HKo43","Jerry Wald"
"HWa9","Leslie Norman"
"LaH10","E.M. Asher"
"LeS80","Rudy Abel"
"MC3","Rabinovitch"
"MC9","Sacha Gordine"
"NF3","Wurtzel"
"NF4","Wurtzel"
"NF6","Wurtzel"
"NF7","Wurtzel"
"NF10","Wurtzel"
"NF16","Orson Welles"
"AKi20","Kimmins"
"AKi30","Kimmins"
"AKi40","Kimmins"
"AMx1","A.Malraux"
"GrR3","Selznick"
"GrR4","Edward Kaufman"
"GrR6","Nunally~J."
"GrR10","Zanuck"
"GrR15","Damon Runyon"
"IBt24","R.Boulting"
"IFa8","Brian Foy"
"IFa13","[1]"
"IFa18","B.G. deSylva"
"IFa24","Seton E. Miller"
"IFa25","Farrow"
"IFa32","H.Hughes, Robert Sparks"
"IFa34","Wayne-Fellows"
"IFa45","Farrow"
"JPH2","Lucien Hubbard"
"JPH10","William C. Thomas"
"GeS15","G.Sherman"
"MP4","A.Korda"
"MP11","Pressburger"
"MP13","Pressburger"
"MP18","M.Powell"
"MP20","Emeric Pressburger, Selznick"
"MP25","Emeric Pressburger"
"MP35","M.Powell"
"NNo1","Frank King, Maurice King"
"SSS45","Berman"
"SSS58","Martin Gosch"
"WWn80","W.J. OSullivan"
"WWn205","Sidney Picker"
"FoB30","Barney Sarecky"
"FoB70","Beebe"
"GaK5","Leo McCarey"
"GaK7","Robert Sisk"
"GaK20","Walter Mirisch"
"GWg16","Waggner"
"GWg23","Waggner"
"GWg24","Waggner"
"GWg25","Waggner"
"HIL5","John Stone"
"JoL2","Fred Kohlmar"
"JoL3","Buddy Adler"
"LeG36","Oliver Drake"
"LeG40","Howard Christie"
"RBS15","Kohlmar"
"WlN10","Scott R. Dunlap"
"WlN12","Scott R. Dunlap"
"AnS15","And.Stone, Marty Melcher"
"AnS17","And.Stone"
"AnS29","And.Stone"
"AnS31","And.Stone"
"AnS33","And.Stone"
"BaS10","Mack Sennett"
"ChV26","CH.Vidor"
"ChV35","Samuel Goldwyn"
"ChV45","Ch.Vidor, Frank Sinatra"
"ChV46","Selznick"
"DFl10","M.Fleischer"
"DFl11","M.Fleischer"
"IPC25","George H. Brown"
"JqT2","VaL~Lewton"
"JqT4","VaL~Lewton"
"JqT8","Bert Granet"
"JVK30","Mort Briskin"
"JVK35","Jerry Wald, H.Hughes"
"PGy10","Alex Gottlieb"
"PGy16","Saul Elkins"
"RRw15","Robert Sisk"
"RRw20","Robert Sisk"
"RRw25","Cummins"
"RRw32","St.Kramer"
"RRw37","Jules Schermer"
"WMG10","Bryan Foy"
"BHl10","Katzman"
"CCb10","Ben Pivar"
"ECn10","Leslie Cowan"
"ECn20","Erle C. Kenton"
"GPa1","G.Pascal"
"IgR19","Irving Allen"
"IHw10","R.Murray Leslie"
"JHL17","Sidney Harmon"
"JnD33","Robert Hakim, Raymond Hakim"
"JnD36","J.P. Guilbert"
"OW1","Welles"
"OW5","Richard Wilson,William Castle"
"OW11","Alessandro Tasca"
"OW13","Welles"
"PS3","Paul Jones"
"PS4","Paul Jones"
"PS5","Paul Jones"
"PS7","P.Sturges"
"PS9","H.Hughes"
"PS21","P.Struges"
"PS22","Paul Wagner"
"BaD13","Michael Relph"
"BaD22","Michael Ralph, B.Dearden"
"BaD26","Michael Relph"
"BaD29","Michael Relph"
"BaD35","Michael Relph"
"BBo10","Boetticher"
"DBy4","Richard Goldstein"
"DBy10","Carl Edwards"
"DMi28","Ralph Fields"
"DMi32","Ross Hunter"
"DMi45","Edward Orloff"
"GSy4","Joe Pasternak"
"GSy10","Freed"
"GSy11","Carey Wilson"
"GSy17","Fred Kolmar"
"GSy30","Fred Kohlmar"
"GSy40","Charles H. Schneer, Sidney"
"IrR6","Wallis"
"IrR8","Jesse L. Lasky"
"IrR10","Jack Chertok"
"IrR12","Lasky"
"IrR32","Henry Blanke"
"IrR50","Robert L. Minger, Frank Capra~jr."
"IH12","Jerry Wald"
"IH14","Hornblow, Ben~Maddow"
"IH15","G.Reinhardt"
"IH16","Sam Spiegel"
"IH19","J.Huston"
"IH20","Buddy Adler, Eugene Franks"
"IH22","James Hill"
"IH35","Ray~Stark"
"IH38","John Foreman"
"IH42","Tom Stern, Freddie Fields"
"IH47","John Foreman"
"LaC20","Victor Hanbury"
"LaC25","Nat Bronstein"
"LaC35","George King"
"ReC5","Joe Janni, Sandro Ghenzi"
"StH5","Fred Kohlmar"
"StH13","S.C.Siegel"
"StH18","Wanger"
"StH23","Willlis Goldbeck"
"StH30","E.Charles Strauss"
"TTz4","Nat Holt"
"TTz8","Irving Starr"
"TTz9","Frederick Ullman"
"TTz10","Rogell"
"TTz20","Robert Sparks"
"VdS4","Paolo W. Tamburella"
"VdS5","Umberto Scarparelli"
"VdS13","Selznick"
"VdS15","Carlo Ponti"
"VdS17","Joseph E. Levin, Carlo Ponti"
"WlM10","Leonard Fields"
"ALe2","PrF{"
"ALe7","Lewin"
"AnM16","Wallis"
"AnM25","Aaron Rosenberg"
"AnM27","Samuel Briskin"
"AnM35","Grainger"
"AnM37","Samuel Bronston"
"ChF7","Sidney Cole"
"DL1","Noel Coward"
"DL7","Eric Ambler"
"DL10","Norman Spencer, Lean"
"DL13","Sam Spiegel"
"DL16","John Brabourne"
"FZ8","St.Kramer"
"FZ8","St.Kramer"
"FZ10","St.Kramer"
"FZ12","Buddy Adler"
"FZ14","Blanke"
"FZ15","Gerry Blatner"
"FZ21","Ladd"
"IRa4","Paul Malvern"
"IRa10","Herman Schlom"
"IRa12","Herman Schlom"
"IRa14","Herman Schlom"
"JD7","Hellinger"
"JD8","Hellinger"
"JD15","Dassin"
"JeY10","Edward L. Hartman, John Grant"
"JeY30","Howard Christie"
"JqB15","C.F. Cavenau"
"JqB18","Neves Gaston Vouatoux"
"JqB25","Robert Dorfman"
"JqB38","Sege Silberman"
"LuV50","Goffredo Lombardo"
"MiG27","Jerry Bresler"
"MiG30","St.Kramer"
"MiG35","Ross Hunter, Martin Melcher"
"VSh9","Jerry Wald"
"VSh10","Blanke"
"VSh15","Julius~Epstein, Phillip G. Epstein"
"VSh23","Jerry Wald"
"VSh25","V.Sherman"
"AkK14","Shojiro Motoki"
"AkK25","Elmo Williams"
"AkK28","Masato Hara, Serge Silberman"
"ChW2","Freed"
"ChW3","Freed"
"ChW4","Freed"
"ChW6","Edwin H. Knopf"
"ChW12","S.C.Siegel"
"ChW16","Joe Pasternak"
"ChW25","Sol~Spiegel"
"FLd10","Launder, Gilliat"
"FLd20","Launder"
"FWx20","Cl.Brown"
"HeL23","Sol~Spiegel"
"HSh10","Robert Buckner"
"HuJ5","Jennings"
"MRs2","Val~Lewton"
"MRs21","Jerry Wald"
"MRs37","Robson"
"PHy6","Lew Grade"
"PHy15","Hyams"
"PHy20","D.Constantin Conte"
"PHy29","Frank Yablans"
"PHy39","Gale Anne Hurd"
"RCl5","Robert Dorfman"
"RtB8","Leon Carre"
"SGi3","Gilliat, Launder"
"SGi8","Launder"
"VGu34","V.Guest"
"VGu36","V.Guest"
"VM4","Freed"
"VM5","Freed"
"VM8","Berman"
"VM10","Freed"
"VM13","Freed"
"VM19","John Houseman"
"VM21","Berman"
"VM22","Freed"
"VM33","Jack H. Skirball, Grainger"
"WiC30","W.Castle"
"WiC51","W.Castle"
"WiC55","W.Castle"
"ChC4","Cornelius"
"ChC9","M.Truman"
"ChC11","Michael Truman"
"ChC30","Michael Shamberg"
"DSy1","Schary"
"JeD10","Sidney Box"
"LAl2","Charles Brackett"
"LOl1","L.Olivier"
"LOl3","L.Olivier"
"PhK39","St.Millar"
"PhK46","Stanley S. Kantor"
"PhK50","Mort Broskin"
"RBt6","J.Boulting"
"RBt17","J.Boulting"
"RLB9","Ben Pivar"
"RLB12","Will Cowan"
"RLB22","Koch"
"RWh8","W.Wright"
"RWh15","James J. Geller"
"RWh20","George Moskov"
"RWh50","Hitchcock"
"RWi1","Val Newton"
"RWi3","Val Newton"
"RWi9","Richard Goldstone"
"RWi28","R.Wise"
"RWi29","R.Wise"
"RWi34","R.Wise"
"RWi36","R.Wise"
"SNe10","Sigmund Neufeld"
"CoB3","Sidney Box"
"CoB6","Zimbalist"
"DS6","William Jacobs"
"DS30","Siegel"
"DS32","D.Siegel"
"DS33","D.Siegel"
"DS36","James B. Harris"
"DS38","David Merrick"
"DS40","Herb Jaffe"
"DS50","David Valdes"
"EK3","Louis deRochemont"
"EK10","E.Kazan"
"EK18","Sam Spiegel"
"FdC14","Michael Kraike"
"FdC16","Jack Gross"
"FdC23","Edward Small"
"GS6","William Perlberg"
"GS7","William Perlberg"
"GS9","Perlberg"
"GS16","Jaque Mapes"
"HaW4","Paul Jones"
"HaW9","Hary Tugend"
"InB18","Allan Ekelund"
"InB21","Allan Ekelund"
"InB32","Owe Carlburg"
"InB35","I.Bergman"
"IBe4","Erik Charell"
"MNo10","Frank King, Maurice King"
"MSf10","Miguel Marchiniendorena"
"RHa3","Henry Cornelius"
"RHa4","Michael Relph"
"RHa10","Dennis VanThal"
"RRo8","Rossellini"
"RRo12","Rosselini"
"WlB10","Herman Schlom"
"WlB12","Sam Katzman"
"WlB14","Lippert"
"WlB20","Lippert, Berke"
"WRh10","Reisch"
"DuN2","D.Nichols"
"ISt9","H.Hughes"
"ISt29","J.Sturges"
"ISt30","Walter Mirisch"
"ISt31","Frank Sinatra"
"ISt33","J.Sturges"
"ISt38","Sidney Beckerman"
"ISt40","deLaurentiis"
"JLM2","D.F.Zanuck"
"JLM3","Fred Kohlmar"
"JLM6","S.C.Siegel"
"JLM8","S.C.Siegel"
"JLM12","John Houseman"
"JLM15","J.Mankiewicz"
"JLM16","Sam Spiegel"
"JLM17","Wanger"
"KeA19","Clayton"
"KeA23","Bill Anderson, Basil Keys"
"KeA25","Julian Wintle, Leslie Parkyn"
"KeA31","Stan Marguilies, Jack Davies"
"KeA34","Annakin, Basil Keys"
"KeA43","Adahm, Mehlman, Moshy"
"PUs5","A.Ronald Lubin"
"PUs6","Carlo Ponti"
"RiF18","Jerry Bresler"
"RiF20","R.Zanuck"
"RiF22","deLaurentiis"
"RiF24","Saul David"
"RiF30","Carter deHaven"
"RiF33","Walter Seltzer, Russell Thatcher"
"RiF35","Walter Mirisch"
"RiF36","Peter Herald"
"RiF39","Pierre Spengler"
"RMo3","Joan Harrison"
"AlT10","Louis H. Jackson"
"BrW10","Milton Sperling"
"BrW100","Hitchcock, J.Harrison"
"BrW101","Hitchcock, J.Harrison"
"DHa2","Hartman, Schary"
"DHa5","Hartman"
"DHa7","Edwin H. Knopf"
"JaH20","Carl Foreman"
"LGt23","L.Gilbert"
"LGt25","Cubby"
"LGt32","Cubby"
"NR7","John Houseman"
"NR8","Jerry Wald"
"NR10","N.Ray"
"NR19","Samuel Bronston"
"NR20","Samuel Bronston"
"RoN3","Neame"
"RoN5","Andre Hakim"
"RoN18","I.Allen"
"RoN28","Sandy Howard,Gabriel Katzka"
"RoN30","Otto Plaschkes"
"RoR1","Bob Roberts"
"RoR8","Rossen"
"GdS2","DeLaurentiis"
"JPM5","Melville"
"TFi12","Michael Carreras"
"APo10","Bob Roberts"
"APo43","Philip A. Waxman"
"BeK10","A.Frank Bundy"
"CTB25","Bill~Walsh"
"GoP12","Gene Towne, Graham Baker"
"HCs4","Jack Clayton"
"IGg10","Frederick Brisson"
"JLo4","Seymour Nebenzal"
"JLo11","David Deutsch"
"JLo25","Daniel M. Angel"
"JLo30","Lee Majors"
"JqA10","Claude Dolbert"
"LCs10","William Stephens"
"RaT16","B.Box"
"RaT26","B.Box"
"RaT30","B.Box"
"RaT42","B.Box"
"RdM8","Buddy Adler"
"RdM30","Mate, George StGeorge"
"TYg12","Phil C. Samuel"
"TYg17","Saltzman, Cubby"
"TYg20","Kevin McClory"
"TYg25","M.Ferrer"
"TYg40","David V. Bicker, Sidney Becckerman"
"WAr42","W.Asher"
"WAr44","James H. Nicholson, Robert Dillon"
"WAr50","James H. Nicholson, Samuel Z. Arkuff"
"ACy20","Cayatte"
"ACy38","Carlo Ponti"
"FlM1","The Danzigers"
"GKe4","Gene~Kelly"
"GKe8","Ernest Lehman"
"GKe9","Gene~Kelly"
"HKl17","Gordon Kay"
"HKl23","Joseph Gershenson"
"IGu18","Weintraub"
"IGu21","Christian Ferry"
"IGu26","Roger Lewis"
"IGu28","I.Allen"
"IGu29","deLaurentiis"
"IGu33","deLaurentis"
"JT1","Fred Orain"
"JT2","Fred Orain"
"JT3","Louis Dolivet"
"JT4","Rene Silvera"
"JT5","Robert Dorfman"
"LLa5","Sam Katzman"
"LSm10","Lesser"
"LSm17","Sam Katzman"
"SaF13","Fuller"
"SM1","Mackendrick"
"SM3","Mackendrick, Sidney Cole"
"SM4","Leslie Norman"
"SM7","James Hill"
"StD4","Freed"
"StD24","Roger Edens"
"StD33","Roger Edens"
"StD35","Abbott, Donen"
"StD41","Donen"
"StD42","Abbott, Donen"
"StD45","Donen"
"StD51","Donen"
"StD58","Donen"
"StD61","Donen"
"StD72",", Donen"
"StD80","Donen"
"FF4","DeLaurentiis"
"FF6","DeLaurentiis"
"FF12","Alberto Grimaldi"
"FF15","Francp Christaldi"
"FF18","Alberto Grimaldi"
"FF50","Buseo Mabos"
"HFr20","Milton Sperling"
"HLF10","George Moscov"
"HyC10","Stephen Mitchell, A.D.Peters, J.B. Priestley"
"IdL1","Collier Young"
"IdL2","Collier Young"
"IdL3","Collier Young"
"IdL10","Hitchcock"
"JDh5","Disney"
"JLT19","Sy Bartlett"
"JLT24","Robert Emmett Ginna"
"JLT29","Robert Greenhut"
"JLT32","Pancho Kohner, Stanley Kanter"
"JLT34","Allan Klein, Ely Landau"
"JLT39",19
"JoP20","Aaron Rosenberg"
"JoP40","Hitchcock"
"JoP41","Hitchcock"
"JoP43","Hitchcock"
"JoP50","Freeman"
"MA5","Robert Hakim, Raymond Hakim"
"MA6","Ponti"
"MFr2","Frank, anama"
"MFr13","Panama"
"MFr29","Frank"
"MFr33","Melvin Frank"
"MiA6","Robert Clark"
"RcB1","Freed"
"RcB3","S.C.Siegel"
"RcB5","J.Cummings"
"RcB16","R.Brooks"
"RcB17","R.Brooks"
"RcB18","R.Brooks"
"RcB19","R.Brooks"
"RcB21","R.Brooks"
"AR5","Raymond Froment"
"CyE30","Charles Schneer"
"DoW51","Hitchcock"
"DoW80","Hitchcock"
"DoW81","Hitchcock"
"DoW82","Hitchcock"
"DoW95","Frank W. Rosenberg"
"DoW97","James M. Nicholson, Samuel Z. Arkoff"
"DoW120","Don Nelson"
"EBe5","Bernard Glasser"
"EBe10","Ben Schwalb"
"HrJ14","Lindsey Parsons"
"LBu1","Bunin"
"MZa5","Zampi"
"MZa10","Zampi"
"MZa15","Zampi"
"MZa20","Zampi"
"MZa23","Zampi"
"MZa30","Zampi"
"MZa35","Zampi"
"PaH50","Hitchcock"
"PaH51","Hitchcock"
"PaH52","Hitchcock"
"PaH53","Hitchcock"
"PaH54","Hitchcock, J.Harrison"
"PaH55","Hitchcock"
"PaH60","Harry Rybnich, Richard Kay"
"PaH106","Hitchcock"
"PaH108","Hitchcock"
"PaH109","Hitchcock"
"PaH110","Hitchcock"
"PaH112","Hitchcock"
"PaH113","Hitchcock, J.Harrison"
"PaH114","Hitchcock, J.Harrison"
"PaH115","Hitchcock, J.Harrison"
"PaH116","Hitchcock"
"PaH117","Hitchcock, J.Harrison"
"PaH118","Hitchcock, J.Harrison"
"PaH119","Hitchcock, J.Harrison"
"PaH120","Hitchcock"
"PaH121","Hitchcock"
"PaH122","Hitchcock, J.Harrison"
"PaH123","Hitchcock, J.Harrison"
"PaH124","Hitchcock, J.Harrison"
"PaH125","Hitchcock, J.Harrison"
"PaH126","Hitchcock, J.Harrison"
"PaH127","Hitchcock, J.Harrison"
"PaH128","Hitchcock"
"PaH215","Herman Blaser"
"PLo10","Pressburger"
"RCv10","Jaques Roitfeld"
"RPa15","Howard Welsch"
"RiQ15","Kohlmar"
"RiQ23","Quine"
"RiQ29","Quine"
"RiQ35","Walter Mirisch"
"RrS10","Sale"
"CNy1","Hawks"
"CNy15","Conrad"
"DaM1","Wallis"
"DaM6","Berman"
"DaM7","Kohlmar"
"DaM10","Lawrence Weingarten"
"DaM35","Albert s. Ruddy"
"FrQ10","Quimby"
"FrT5","Robert L. Welch"
"FrT7","Harriet Parsons"
"FrT10","Wallis"
"FrT13","Tashlin"
"FrT16","Tashlin"
"FrT20","Jerry Lewis"
"FrT22","Bing Crosby"
"FrT23","Lewis"
"FrT32","Martin Melcher"
"GH3","A.D. Peters"
"GH8","Harold Hecht"
"GH12","Saltzman, Cubby"
"GH15","Saltzman, Cubby"
"GH16","Saltzman"
"GH25","Oliver A. Unger"
"HaB1","Bartlett"
"HaB3","Bartlett"
"HaB5","Bartlett"
"HaB20","Bartlett"
"HaB35","Bartlett"
"HHo3","Collier Young"
"HHo5","Leonard Goldstein"
"HHo10","Sidney Harmon"
"JHo20","Hunter"
"JHo24","Howard Christie"
"JHo40","Hitchcock"
"KHu18","Cubby"
"KHu21","Dugald Rankin"
"KHu22","Warren G. Toub"
"LeK10","Pasternak"
"MuB5","Pommer, William McQuitty"
"PeB6","Michael Birkett"
"PhL100","Hitchcock"
"ADx11","Belgian Cul.Min."
"ALv100","Hitchcock"
"ALv101","Hitchcock"
"ASu10","Sucksdorff"
"DkP5","D.Powell"
"DKu10","Robert Benmussa"
"EDW10","George Weiss"
"EDW22","William J. Reynolds"
"EuL30","Wilfred Eades"
"FFe10","Ferrin"
"HEs10","V.Saville"
"HoC10","Howard Dimsdale"
"JHi7","Hunter"
"JIv6","Ismael Merchant"
"JIv8","Ismael Merchant"
"JIv11","Joseph Saleh"
"JIv15","Merchant"
"JIv20","Ivory"
"JIv21","Ivory"
"JIv28","Ivory"
"JIv30","Ismail Marchant"
"JIv33","Ismail Merchant"
"JIv37","Ismail Merchant"
"JIv40","Ismail Merchant"
"JIv42","Ismail Merchant"
"JIv45","Merchant"
"LiA10","Karel Reisz"
"LiA20","L.Anderson, Michael Medwin"
"LiA30","Michael Medwin"
"NLr10","McLaren"
"NuJ1","Nunally~J."
"NuJ2","Nunally~J."
"NuJ3","Nunally~J."
"NuJ4","D.F.Zanuck"
"NuJ7","Nunally~J."
"RDW7","William Girard"
"RoA4","James Hill"
"RoA5","V.Saville, Aldrich"
"RoA11","Aldrich"
"RoA23","Aldrich"
"RoA25","Aldrich"
"RoA28","Raymond Anzarut"
"RoA30","Aldrich"
"RoA32","Aldrich"
"RoA41","Aldrich"
"RoA57","Aldrich"
"RoA64","Aldrich"
"RoA65","Aldrich"
"RoA68","Aldrich, Howard W. Koch~jr."
"SSn1","Schary"
"SSn2","S.Sheldon"
"StK3","J.B. Harris"
"StK6","James B. Harris"
"StK10","Kubrick"
"StK15","Kubrick"
"VeS30","Arnold L. Miller"
"WoR25","Ronald Kinnoch"
"AMa10","Henry Berman"
"AMa50","D.F.Zanuck, Elmo Williams"
"AMa60","Stanley Colbert"
"AWj27","SU"
"GGr8","Sidney Box, John Nash"
"GGr18","Koch"
"HLS10","Ivan Tors"
"HoK5","Aubrey Schenk"
"IIl10","Corman"
"JJu10","Richard Key, Hary Ribnick"
"JWe1","Stanley Meyer"
"JWe3","J.Webb"
"JWe5","J.Webb"
"JWe6","J.Webb"
"JWe7","J.Webb"
"JWe12","J.Webb"
"KoI10","Masuyuki Takagi"
"LaB10","St.Kramer"
"LNm10","Tom Morahan"
"MT10","Cole"
"PeG3","Wallis"
"PtF10","Federico Teti"
"SR15","S.Ray"
"SR36","R.D. Bansai"
"YvR3","Y.Robert"
"YvR10","Y.Robert"
"BE4","Ross Hunter"
"BE7","Martin Jurow, Richard Shepherd"
"BE9","B.Edwards"
"BE12","Martin Jurow, B.Edwards"
"BE16","B.Edwards"
"BE23","B.Edwards, Tony Adams"
"BE30","Tony Adams"
"BE34","B.Edwards, Tony Adams"
"BE37","B.Edwards"
"BE47","Blake Edwards, Berry Weitz"
"CoW5","C.Wilde"
"CSG10","Sam Katzman"
"DeM1","Hecht"
"DeM2","Harold Hecht"
"DeM8","Stanley Shapiro, Marty Melcher"
"DeM10","Stanley Shapiro, Martin Melcher"
"DeM17","Tom Leetch"
"DeM20","Harold Hecht"
"DM100","Hitchcock"
"DM101","Hitchcock"
"DM230","Walter Mirrisch"
"GFj15","Herman Cohen"
"HeH10","Berman"
"HeH12","Nicholas Nyfack"
"InA10","I.Allen"
"InA15","I.Allen"
"InA30","I.Allen"
"IPa10","J.Parker"
"JCn1","Clayton"
"JCn2","Clayton"
"JCn4","Clayton"
"JCn6","David Merrick"
"JuA100","Hitchcock"
"JuA101","Hitchcock"
"JuA102","Hitchcock"
"JuA103","Hitchcock"
"JuA106","Hitchcock"
"JuA107","Hitchcock"
"MvS1","Jack Rose"
"MvS2","Jack Rose"
"MvS3","Jack Rose"
"MvS10","Shavelson"
"NPa3","Frank, Panama"
"PhD2","Ph.Dunne"
"RAl5","Altman"
"RAl20","Hitchcock, Harrison"
"RAl55","Altman"
"RAl56","Ingo Preminger"
"RAl62","LouAdler"
"RAl68","D.Foster, Mitchell Brower"
"RAl70","Elliott Kastner"
"RAl71","Robert Eggenwiler"
"RAl72","Altman, Joseph Walsh"
"RAl73","Martin Starger"
"RAl76","Altman"
"RAl87","Daniel Meknick"
"RAl104","Altman, Etchie Stroh"
"RCo3","Bernard Woolner"
"RCo9","Corman"
"RCo13","Corman"
"RCo14","Corman"
"RCo15","Corman, Gene Corman"
"RCo23","Corman"
"RCo32","Corman"
"RCo33","Corman"
"RCo35","Gene Corman"
"RCo37","Corman"
"RCo38","Corman"
"RCo43","Corman"
"RCo45","Corman"
"RCo47","Corman"
"RCo60","Corman"
"RSt100","Hitchcock"
"RSt102","Hitchcock"
"RSt103","Hitchcock"
"RSt104","Hitchcock"
"RSt105","Hitchcock"
"RSt107","Hitchcock"
"RSt108","Hitchcock"
"RSt109","Hitchcock"
"RSt110","Hitchcock"
"RSt111","Hitchcock"
"RSt112","Hitchcock"
"RSt113","Hitchcock"
"RSt114","Hitchcock"
"RSt115","Hitchcock"
"RSt116","Hitchcock"
"RSt117","Hitchcock"
"RSt118","Hitchcock"
"RSt319","Hitchcock"
"RSt320","Hitchcock"
"RSt321","Hitchcock"
"RSt324","Hitchcock"
"RSt325","Hitchcock"
"RSt326","Hitchcock"
"RSt327","Hitchcock, J.Harrison"
"RSt329","Hitchcock"
"RSt330","Hitchcock"
"RSt331","Hitchcock"
"RSt332","Hitchcock, J.Harrison"
"RSt334","Hitchcock"
"RSt335","Hitchcock"
"RSt336","Hitchcock, J.Harrison"
"RSt338","Hitchcock"
"RSt339","Hitchcock, J.Harrison"
"RSt340","Hitchcock"
"RSt341","Hitchcock"
"RSt342","Hitchcock, J.Harrison"
"RSt344","Hitchcock"
"RSt441","Hitchcock"
"RSt442","Hitchcock"
"RSt445","Hitchcock"
"RSt446","Hitchcock"
"SK1","St.Kramer"
"SK6","St.Kramer"
"SK12","St.Kramer"
"SK14","St.Kramer"
"SK16","St.Kramer"
"SK20","St.Kramer"
"SK26","Lew Grade, Martin Starger"
"SK30","St.Kramer"
"ToG6","Walter Mirisch"
"ToG15","Jerry Gershwin"
"VDa10","Aaron Rosenberg"
"WiF10","Herbert Mason"
"AVL2","Ray Wander"
"AVL10","Robert L. Jacks"
"AVL11","Robert L. Jacks"
"AVL30","Euan Lloyd"
"AVL35","Euan Lloyd"
"CD8","Charlie~Feldman"
"CD20","Jach C. Wiener"
"CD22","Jack H. Wiener"
"FCk1","Hitchcock"
"FCk2","Hitchcock"
"FiC1","Jed Harris, Michael Myerberg"
"FrE10","OCamp, A.O. Bayer"
"GeP40","Ray~Stark"
"HeD100","Hitchcock"
"HeD102","Hitchcock"
"HeD104","Hitchcock"
"HeD106","Hitchcock"
"HeD109","Hitchcock"
"HeD111","Hitchcock"
"HeD112","Hitchcock"
"HeD113","Hitchcock, J.Harrison"
"HeD114","Hitchcock, J.Harrison"
"HeD115","Hitchcock, J.Harrison"
"HeD116","Hitchcock, J.Harrison"
"HeD117","Hitchcock, J.Harrison"
"HeD119","Hitchcock, J.Harrison"
"HeD120","Hitchcock, J.Harrison"
"HeD122","Hitchcock"
"HeD123","Hitchcock"
"HeD125","Hitchcock"
"HeD126","Hitchcock"
"IML101","Hitchcock"
"IML102","Hitchcock"
"JNs100","Hitchcock"
"JNs101","Hitchcock"
"JNs102","Hitchcock"
"JNs103","Hitchcock"
"JNs104","Hitchcock"
"JNs105","Hitchcock"
"JNs106","Hitchcock, J.Harrison"
"JNs107","Hitchcock"
"JNs108","Hitchcock"
"JNs109","Hitchcock"
"JNs110","Hitchcock"
"JNs111","Hitchcock"
"JNs112","Hitchcock"
"JNs210","Ron Miller"
"JuB101","Hitchcock"
"JuB104","Hitchcock"
"LMa37","Vincent Malle, Simon Relph"
"MR2","Jerry Wald"
"MR4","Carlo Ponti, Marcello Girosi"
"MR14","Turman"
"MR15","Ritt, Walter Bernstein"
"MR17","Julius~Epstein"
"MR19","Ritt"
"MR25","Ronald Shedlo"
"MR29","Robert B. Radnitz"
"MR30","Streisand"
"NAC10","Cerf"
"RoV1","Raoul Levy"
"RoV7","DeLaurentiis"
"RoV13","Gene Roddenberry"
"TPo12","Dennis F. Stevens"
"ArH102","Hitchcock, J.Harerison"
"ArH103","Hitchcock, J.Harrison"
"ArH104","Hitchcock"
"ArH106","Hitchcock, J.Harrison"
"ArH108","Hitchcock, J.Harrison"
"ArH110","Hitchcock, J.Harrison"
"ArH113","Hitchcock, J.Harrison"
"ArH114","Hitchcock, J.Harrison"
"ArH115","Hitchcock, J.Harrison"
"ArH116","Hitchcock"
"ArH117","Hitchcock,J.Harrison"
"ArH210","Howard Gottfried"
"ArH215","Martin Ranshoff, Frank Yablans"
"ArH218","Allen Adler, Danny Melnick"
"ArH220","Walter Mirrisch, Morton Gottlieb"
"ArH225","Hiller"
"ArH227","Aaron Russo"
"AuJ10","Ben Schwalb"
"BB3","Burt~Balaban, Stuart Rosenberg"
"DTa100","Hitchcock"
"DTa101","Hitchcock"
"DTa102","Hitchcock"
"DTa103","Hitchcock"
"DTa104","Hitchcock, J.Harrison"
"DTa105","Hitchcock"
"DTa106","Hitchcock"
"DTa212","Harvey Bernard"
"DTa215","Peter Vincent Douglas"
"EMo17","Alain Poire"
"EMo20","Marcello Danon"
"EMo25","Marcello Danon"
"FMe10","Abel Salazar"
"FMe12","Abel Salazar"
"FrR20","Patrice Ledoux"
"GTh10","Peter Rogers"
"GTh12","Peter Rogers"
"GTh14","Peter Rogers"
"GTh16","Peter Rogers"
"GTh18","Peter Rogers"
"GTh20","Peter Rogers"
"GTh22","Peter Rogers"
"GTh24","Peter Rogers"
"GTh26","Peter Rogers"
"GTh28","Peter Rogers"
"GTh30","Peter Rogers"
"GTh32","Peter Rogers"
"GTh37","Peter Rogers"
"GTh38","Peter Rogers"
"GTh40","Peter Rogers"
"GTh42","Peter Rogers"
"GTh44","Peter Rogers"
"GTh46","Peter Rogers"
"GTh50","Peter Rogers"
"GTh52","Peter Rogers"
"GTh54","Peter Rogers"
"GTh55","Peter Rogers"
"GTh56","Peter Rogers"
"GTh57","Peter Rogers"
"GTh58","Peter Rogers"
"GTh60","Peter Rogers"
"GTh62","Peter Rogers"
"IFr4","Axelrod, Koch"
"IFr5","St.Milar"
"IFr6","Frankenheimer"
"IFr18","Philip D'Antoni"
"IFr25","Robert L. Rosen"
"IFr30","Lyle Poncher"
"IFr35","Henry T. Weinstein"
