H1,Always Tell Your Wife,1922,Se.Hicks,Lasky,"SFamous, S*",sbw,Dram,aw,lc,CoD(Hitchcock),
AlH22,He Stayed for Breakfast,1940,A.Hall,PN:B.P. Schulberg,SColumbia,bnw,,H,lc,,
AlH23,This Thing Called Love,1940,A.Hall,PN:William Perlberg,SColumbia,bnw,,H*,lc,,
AlH24,Here Comes Mr.~Jordan,1941,A.Hall,PN:Everett Riskin,SColumbia,,Romt,H***,"boxing rings, USA","B(Harry Segall ""Heaven Can Wait)",
AlH27,My Sister Eileen,1942,A.Hall,PN:,SU:,prc,Ctxx,aw,lc,,
AlH30,Once Upon A Time,1944,A.Hall,PN:Louis Edelman,SColumbia,bnw,"Comd,Romt",H*,,
AlH36,Because You're Mine,1952,A.Hall,PN:,SU:,prc,
AlH38,Let's do it Again,1953,A.Hall,PN:Oscar Saul,SColumbia,\Tcol,,H,lc,,
ARs10,Goona-Goona,1932,Roosevelt,PN:,SU:,prc,Docu,aw,"Bali, Indonesia",COD(Armand Denis),
CMF1,Vanity Fair,1932,Ch.Franklin,Hoffman,SAllied,bnw,Dram,H,lc,,
EaK10,From Hell to Heaven,1933,Kenton,PN:,SRKO,bnw,Dram,aw,"hotel, racetrack",,
EaK30,The Cat Creeps,1933,Kenton,PN:Howard Welsch,SUniversal,bnw,Horr,aw,,Nt(not remake of 1930 Tm),
EaK50,Who Done It?,1942,Kenton,PN:Alex Gottlieb,SUniversal,bnw,Comd,H,,Ser(A+C),
EaK51,Pardon my Sarong,1942,Kenton,PN:Alex Gottlieb,SUniversal,bnw,Comd,,,Ser(A+C),
EaK60,House of Dracula,1945,Kenton,PN:,SUniversal,bnw,Comd,,,,
EBz5,Virtue,1932,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz10,Ann Carver's Profession,1933,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz15,Cross Country Cruise,1934,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz20,Transient Lady,1935,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz25,As Good as Married,1937,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz35,Go West,1940,Buzzell,PN:,SU:,bnw,Comd,,"NYC, NY; west",,
EBz40,Ship ahoy,1942,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz45,The Youngest Profession,1940,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz46,The Getaway,1946,Buzzell,PN:,SMGM,bnw,CnR,H,lc,,
EBz50,Easy To Wed,1946,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz60,Neptune's Daughter,1949,Buzzell,PN:,SMGM,prc,Musc,aw,lc,M(Xavier Cugat; AA),
EBz65,A Woman of Distinction,1950,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz70,Confidentially Connie,1953,Buzzell,PN:,SU:,prc,Ctxx,aw,lc,,
EBz75,Aint Misbehavin',1955,Buzzell,PN:,SL:\GB,,,,,W(Buzzell),
EBz80,Mary Had a Little,1961,Buzzell,PN:,SL:\GB,
ElN2,If I Were Free,1933,Nugent,"M.C.Cooper, McGowan",SRKO,bnw,Dram,H,lc,,
ElN3,Three Cornered Moon,1933,Nugent,PN:,SU:,prc,Ctxx,aw,lc,,
ElN5,She Loves Me Not,1935,Nugent,PN:Benjamin Glazer,SParamount,bnw,Musc,H*,,M(; Love in Bloom),
ElN7,Never Say Die,1939,Nugent,PN:Paul Jones,SParamount,bnw,Comd,H*,,W(P.Sturges),
ElN8,The Cat and The Canary,1939,Nugent,Hornblow,SParamount,bnw,Susp,H***,
ElN11,The Male Animal,1942,Nugent,PN:Wolfgang Reinhardt,SWarners,bnw,Comd,H*,"college, USA","B(James Thurber, Nugent)",
ElN13,My Favourite Brunette,1947,Nugent,PN:Daniel Dare,"SParamount, Hope Enterprises",bnw,,"F74,H*",,"Seen(29Dec1988), part",
ElN14,My Girl Tisa,1948,Nugent,PN:Milton Sperling,SUnited States pictures,bnw,,H***,lc,,
ElN15,The Great Gatsby,1949,Nugent,"PN:Richard Maibaum, David Merrick",SParamount,bnw,Myst,H*,"Long Island, NY",W(Richard Maibaum) B(F. Scott Fitzgerald) M(Robert Emmet Dolan),
ElN20,Just for You,1952,Nugent,PN:Pat Duggan,SParamount,\Tcol,Musc,H,lc,"W(Robert Carson) B(Stephen Voncent Benet) M(Emil Newman, Harry~Warren, Leo Robin; AAN)",
ELM8,The Casino Murder Case,1935,E.Marin,PN:,SU:,,Myst,
ELM15,A Christmas Carol,1938,E.Marin,J.Mankiewicz,SMGM,bnw,Fant,H*,R(G),
ELM17,Maisie,1939,E.Marin,Ruben,SMGM,prc,Advt,aw,lc,"Ser(Maisie, 1)",
ELM19,Gold Rush Maisie,1940,E.Marin,Ruben,SMGM,prc,Comd,aw,lc,"Ser(Maisie, 3)",
ELM21,Maisie Was a Lady,1940,E.Marin,Ruben,SMGM,prc,Comd,aw,lc,"Ser(Maisie, 4)",
ELM26,Johnny Angel,1945,E.Marin,PN:William L. Pereira,SRKO,bnw,Myst,H*,"ship, Gulf of Mexico",
ELM29,Lady Luck,1946,E.Marin,PN:Warren Duff,SRKO,bnw,Comd,H,lc,,
ELM31,Race Street,1948,E.Marin,PN:,SU:,prc,Ctxx,aw,lc,,
ELM33,Canadian Pacific,1949,E.Marin,PN:,SU:,prc,Ctxx,aw,lc,,
ELu10,The Man Who Reclaimed His Head,1934,Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,
ELu20,The Last Gangster,1937,Ludwig,PN:J.J. Cohn,SMGM,bnw,Draam,H*,"alcatraz, S.F., CA",
ELu25,That Certain Age,1938,Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,
ELu30,Swiss Family Robinson,1940,Ludwig,"PN:Gene Towne, Graham Baker",SRKO,bnw,Advt,H,"island, Pacific",,
ELu34,The Man Who Lost Himself,1941,Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,
ELu39,The Fighting Seabees,1944,Ludwig,PN:,SU:,bnw,Ctxx,aw,"mil.Inst., Pacific",,
ELu49,Caribbean,1952,Ludwig,"PN:William H. Pine, William C. Thomas",SParamount,\Tcol,Advt,H,Carribbean; T(1750),,
ELu50,Sangaree,1953,Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,
ELu60,The Gun Hawk,1963,Ludwig,PN:,SU:,prc,Ctxx,aw,lc,,
FBu5,Bring Them Back Alive,1932,Buck,PN:,SU:,prc,CTxx,aw,lc,,
FBu8,Wild Cargo,1934,Buck,PN:,SU:,prc,CTxx,aw,lc,,
FBu10,Fang and Claw,1936,Buck,PN:,SU:,prc,CTxx,aw,lc,,
FBu12,Jungle Menace,1937,Buck,PN:,SU:,prc,CTxx,aw,lc,,
FrW1,Play Girl,1932,Woodruff,PN:Cliff Reid,SRKO,bnw,,,,VT()(part),
FrW10,Lady Scarface,1941,Woodruff,PN:Cliff Reid,SRKO,bnw,,H,,Seen(23June199x),
HBH25,Charlie Chan in Honolulu,1937,Humberstone,PN:,SFox,,"Myst,Comd",,,Ser(Charlie Chan; 20),
HBH30,Sun Valley Serenade,1941,Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,
HBH31,I Wake up Screaming,1941,Humberstone,PN:Milton Sperling,SFox,bnw,Susp,H**,lc,C(Edward Cronjager) Alt(Hot Spot; \GB) Seen(18Dec1998),
HBH35,"Hello, Frisco, Hello",1943,Humberstone,PN:,SFox,col,Musc,,"S.F., CA",Seen(31Jul1989),
HBH40,Wonder Man,1945,Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,
HBH45,Three Little Girls in Blue,1946,Humberstone,PN:,SU:,,Comd,
HBH50,Fury at Furnace Creek,1948,Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,
HBH55,East of Java,1949,Humberstone,PN:,SU:,prc,Ctxx,aw,lc,,
HBH60,She's Working Her Way Through College,1952,Humberstone,PN:William Jacobs,SWarners,col,Comd,aw,"college, USA",,
HBH70,Tarzan's Fight for Life,1958,Humberstone,PN:Sol Lesser,SMGM,\Mcol,Advt,aw,Africa,"Ser(Tarzan, 70)",
HBH75,Madison Avenue,1961,Humberstone,Humberstone,SFox,bnw \CS,Dram,H,,Seen(pa19rt) 3Sep89 W(Norman Corwin),
HeE3,The Barton Mystery,1933,H.Edwards,PN:,SU:,prc,Susp,aw,lc,,
HeE10,Scrooge,1935,H.Edwards,PN:,SU:,bnw,Dram,aw,lc,B(Dickens),
Hha5,Arabian Nights,1993,Wanger,Wanger,SU:,\Tcol,Romt,Bagdad,"ER(D, 19xx)",
IrP1,The Most Dangerous Game,1932,Pichel,PN:,SU:,,Susp,,,CoD(Ernest B. Shoedsack),
IrP3,She,1935,Pichel,M.C.Cooper,SRKO,bnw,Epic,,kingdom Kor,B(H.Rider Haggard) CoD(Lansing C. Holden),
IrP12,Hudson's Bay,1940,Pichel,MacGowan,SFox,bnw,,H**,Canada,,
IrP15,Tm:The Pied Piper,1942,Pichel,Nunally~J.,SFox,bnw,Advt,AAN H**,France; T(1942),W(Nunally~J.) C(Edward Cronjager; AAN),
IrP17,The Moon is Down,1943,Pichel,PN:,SU:,prc,Ctxx,aw,lc,,
IrP18,Happy Land,1943,Pichel,McGowan,SFox,bnw,Romt,H*,lc,,
IrP19,and Now Tomorrow,1944,Pichel,Kohlmar,SParamount,bnw,Romt,H*,lc,"W(Frank partos, Raymond Chandler)",
IrP21,Tomorrow is Forever,1946,Pichel,PN:David Lewis,SRKO,bnw,Romt,H*,lc,,
IrP24,O.S.S.,1946,Pichel,PN:,SParamount,prc,Docu,aw,France; T(1944),,
IrP27,They Won't Believe Me,1947,Pichel,J.Harrison,SRKO,bnw,Susp,H*,lc,,
IrP34,Santa Fe,1951,Pichel,PN:,SU:,prc,Ctxx,aw,lc,,
KFr1,The Mummy,1932,Freund,Laemmle~jr.,SUniversal,bnw,Horr,"H**, [47]","Cairo, Egypt; London, England",C(Charles Strumar) W(John L. Balderston) VT(N:HT11) Ser(Mummy; 1),
KFr10,Mad Love,1935,Freund,Considine,SMGM,bnw,Horr,aw,lc,Nt(The Hands of Orlac) C(Gregg Toland) Nt(last Freund movie),
KuN4,The Big Cage,1933,K.Neumann,PN:,SUniversal,bnw,Actn,H,"circus, US",,
KuN12,Tm:Island of Lost Men,1939,K.Neumann,PN:,SParamount,bnw,Actn,H,"waterfront, Orient; island, Pacific",,
KuN40,Son Of Ali Baba,1952,K.Neumann,PN:Leonard Goldstein,SUniversal,\Tcol,Advt,,"Badgad, Arabia",,
KuN45,Carnival Story,1954,K.Neumann,"PN:Maurice King, Frank King",SRKO,\Agcol,Dram,,"circus, Bavaria, Germany","W(Hans Jacoby, K.Neumann)",
KuN46,Rummelplatz der Liebe,1954,K.Neumann,"PN:Maurice King, Frank King",SRKO,\Agcol,Dram,,"circus, Bavaria, Germany","W(Hans Jacoby, K.Neumann)",
KuN49,The Deerslayer,1957,K.Neumann,K.Neumann,SFox,col \CS,West,,,"W(Carroll Young, K.Neumann)",
KuN14,The Fly,1958,K.Neumann,K.Neumann,SFox,\Ecol \CS,Horr,H,"laboratory, USA",B(George Langelaan) W(James Clavell),
LeR5,The Blue Light,1932,Riefenstahl,PN:,SU:,prc,Dram,aw,lc,,
LeR15,Olympische Spiele 1936,1938,Riefenstahl,PN:,SU:,prc,Ctxx,aw,lc,Alt(Olympia; USA),
LeR25,Tiefland,1945,Riefenstahl,PN:,SU:,prc,Dram,aw,lc,Nt(started in 1941),
MGe10,Jennie Gerhardt,1933,Gering,PN:B.P. Schulberg,SParamount,bnw,Dram,aw,lc,B(Theodore Dreiser),
MGe12,Thirty-Day Princess,1934,Gering,PN:,SU:,bnw,Dram,aw,"NYC, NY","B(Clarence Budington Kelland) W(P.Sturges, Sam Hellman, Edwin Justus Mayer) C(Leon Shamroy)",
MGe50,Sarumba,1950,Gering,"PN:, Gering",SU:,,Ctcxx,aw,lc,,
OP8,Laura,1944,Preminger,Preminger,SFox,bnw,"Myst, Susp, Noir",,,CoD(Mammoulian) C(Joseph LaShelle) V(Lyle~Wheeler),
OP10,A Royal Scandal,1945,Preminger,Lubitsch,SFox,prc,"Hist,Romt",,"court, Russia","M(A.Newman) W(Edwin Justus Meyer) B(Lajos Biro, Melchior Lengyel)",
OP12,Fallen Angel,1946,Preminger,PN:,SU:,prc,Ctxx,aw,lc,,
OP14,Daisy Kenyon,1947,Preminger,,SU:,,Dram,aw,lc,,
OP15,Tm:The Fan,1949,Preminger,Preminger,SFox,bnw,Romt,H*,,R(R),
OP17,Whirlpool,1950,Preminger,PN:,SFox,bnw,Susp,,,"W(Hecht, A.~Soltier)",
OP20,Angel Face,1952,Preminger,Preminger,SRKO,bnw,Dram,H*,,"W(Frank~Nugent, Oscar Millard) C(Harry Stradling) M(Tiomkin)",
OP21,The Moon is Blue,1953,Preminger,PN:,SU:,prc,Ctxx,aw,lc,,
OP23,River of No Return,1961,Preminger,PN:Stanley Rubin,SFox,\Tcol \CS,Advt,aw,"river, West",,
OP24,Carmen Jones,1954,Preminger,Preminger,SFox,\DeLuxe,Musc,"NFR, H*","parachute factory, Jacksonville, FL; Chicago,IL; T(1943)","M(Bizet, Oscar Hammerstein~II) Seen(11Dec1990)",
OP28,Saint Joan,1957,Preminger,PN:,SU:,prc,Dramn,aw,France,,
OP29,Porgy and Bess,1959,Preminger,PN:,SU:,prc,Ctxx,aw,lc,,
OP30,Anatomy of a Murder,1959,Preminger,Preminger,SColumbia,"\CS, bnw",Dram,"H**, AAN","town, Michigan","M(Duke Ellinton) W(Wendell Mayes; AAN) C(Sam Leavitt; AAN) B(Robert Traver?,John D. Voelker? ""Justice) Er(B)",
OP31,Exodus,1960,Preminger,PN:,SU:,col,"Hist, Dram",aw,Israel; T(1948),B(Leon Uris) Le(3:45h),
OP32,Advise and Consent,1961,Preminger,PN:,SU:,prc,Dram,aw,lc,,
OP33,The Cardinal,1963,Preminger,PN:,SU:,prc,Ctxx,aw,lc,,
OP34,In Harm's Way,1965,Preminger,PN:,SU:,prc,Ctxx,aw,lc,,
OP35,Bunny lake is Missing,1965,Preminger,PN:,SL:\GB,prc,Ctxx,aw,lc,,
OP40,"Tell Me That You Love Me, Junie Moon",1969,Preminger,Preminger,SParamount,\Tcol,Dram,H,house,
OP44,Such Good Friends,1971,Preminger,PN:,SU:,col,Dram,,"Manhattan, NY",W(Elaine May; under pseudonym) B(Lois Gould),
OP50,The Human Factor,1979,Preminger,Preminger,SRank,\Tcol,Susp,H,"London, England",W(Stoppard),
OP48,Rosebud,1979,Preminger,PN:,SU:,prc,Ctxx,,,,
PCz10,"Der Tr\""amende Mund",1932,Czinner,PN:,SU:,prc,Romt,aw,lc,,
PCz20,Escape Me Never,1935,Czinner,PN:,SU:,prc,Romt,aw,lc,,
PCz25,As You Like It,1936,Czinner,Joseph M. Schenk,SFox British,bnw,Comd,H*,,B(Shakespeare),
PCz30,Dreaming Lips,1937,Czinner,Czinner,STrafalgar,bnw,"Romt,Dram",H*,lc,,
PCz35,Stolen Life,1939,Czinner,PN:,SU:,prc,Ctxx,aw,lc,,
PCz50,The Bolshoi Ballet,1955,Czinner,PN:,SU:,prc,Musc,aw,lc,,
PCz60,The Royal Ballet,1959,Czinner,PN:,SU:,prc,Musc,aw,lc,,
PCz65,Der Rosenkavalier,1961,Czinner,PN:,SU:,prc,Musc,aw,"Vienna, Austria",,
PCz70,Romeo and Juliet,1966,Czinner,PN:,SU:,prc,Ctxx,aw,lc,,
PPr5,L'Affaire est dans le Sac,1932,Prevert,PN:,SU:,prc,Ctxx,aw,lc,W(Jacques~Prevert),
PPr10,Adieu Leonard,1943,Prevert,PN:,SU:,prc,Ctxx,aw,lc,,
RoS3,Tudor Rose,1936,Stevenson,PN:Michael Balcon,"SGFD, Gainsborough",bnw,BioP,H*,"court, England; T(1533)",,
RoS4,The Man Who Changed His Mind,1936,Stevenson,PN:,SU:,prc,Ctxx,aw,lc,Alt(The Man Who Lived Again; USA),
RoS11,Tom Brown's Schooldays,1940,Stevenson,"PN:Gene Towne, Graham Baker",SRKO,bnw,Dram,H*,"Rugby, England",
RoS13,Back Street,1941,Stevenson,PN:Bruce Manning,SUniversal,bnw,Dram,H*,"Cincinnati, OH; NYC, NY; Paris, France; T(1900-1931)","M(Andre Previn, Frank Skinner; AAN) B(Fanny Hurst)",
RoS15,Jane Eyre,1943,Stevenson,PN:,SU:,prc,Dram,,"csd, England",B(Emily Bronte),
RoS50,Don't Come Back Alive,1955,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,lc,TV(23Oct1955) Le(30m),
RoS51,The Long Shot,1955,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,"NYC,NY; SFO, CA",TV(27Nov1955) Le(30m),
RoS52,The Derelicts,1956,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,mansion,TV(5Feb1956) Le(30m) VT(N:HQ5) Seen(24Jun1991),
RoS53,And so Died Riabouchinska,1956,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,,TV(27Nov1955) Le(30m),
RoS54,There was an Old Woman,1956,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,,TV(18Mar1956) Le(30m),
RoS55,Mink,1956,Stevenson,Hitchcock,"SShamley, CBS","bnw, TV",Susp,,,TV(3Jun1956) Le(30m),
RoS60,Old Yeller,1957,R.Stevenson,PN:,SDisney,\Tcol,Dram,H*,lc,R(G),
RoS68,The Shaggy Dog,1959,Stevenson,Bill~Walsh,SDisney,\Tcol,Fant,H*,lc,R(G),
RoS70,An Occurrence at Owl Creek Bridge,1959,Stevenson,"Hitchcock, J.Harrison","SShamley, CBS","bnw, TV","Susp,Fant",,"Shiloh, VA; T(1862)","TV(20Dec1959) Le(30m) B(Ambrose Bierce) Seen(3Mar1991) VT(N:HD1-6,HP8)",
RoS80,Kidnapped,1960,Stevenson,PN:,SU:,prc,Comd,aw,lc,,
RoS85,The Absent-Minded Professor,1961,Stevenson,Bill~Walsh,SDisney,bnw,Comd,H*,lc,,
RoS90,Mary Poppins,1964,Stevenson,Bill~Walsh,SDisney,\Tcol,Fant,"H***, AAN, AAN dir","London, England","M(Richard M. Sherman, Robert B. Sherman; AA)",
RoS92,That Darn Cat,1965,Stevenson,PN:,SU:,prc,Ctxx,aw,lc,,
RoS94,Tm:Gnome-Mobile,1967,Stevenson,PN:James Algar,SDisney,\Tcol,Fant,H*,"csd, Fant",R(G),
RoS95,Tm:Blackbeard's Ghost,1967,Stevenson,Bill~Walsh,SDisney,\Tcol,Comd,H,,R(G),
RoS98,The Love Bug,1969,Stevenson,Bill~Walsh,SDisney,\Tcol,Fant,H**,roads,
RoS100,Bedknobs and Broomsticks,1971,Stevenson,Bill~Walsh,SDisney,\Tcol,Fant,H,lc,,
RoS110,One of Our Dinosaurs is Missing,1975,Stevenson,PN:,SU:,prc,ScFi,aw,lc,,
RoS112,The Shaggy DA,1976,Stevenson,PN:Ron Miller,SDisney,\Tcol,Fant,H,"Town, USA",M(Buddy Baker) R(G),
SLa3,King of Burlesque,1935,Lanfield,MacGowan,SFox,bnw,Musc,,"Broadway, NYC, NY",C(Pev~Marley),
SLa10,Wake Up and Live,1939,Lanfield,MacGowan,SFox,bnw,"Musc,Comd",,"radio, USA",,
SLa15,Swanee River,1939,Lanfield,PN:,SU:,prc,Ctxx,aw,lc,W(Ph.Dunne),
SLa18,You'll Never Get Rich,1941,Lanfield,Bischoff,SColumbia,bnw,,H*,,"M(Cole~Porter, Morris Stoloff; AAN)",
SLa19,The Lady Has Plans,1941,Lanfield,PN:,SU:,prc,Ctxx,aw,lc,,
SLa20,My Favorite Blonde,1942,Lanfield,Lanfield,SParamount,bnw,,H***,,"W(Hartman, Frank, D.Butler?, Panama)",
SLa30,Sorrowful Jones,1949,Lanfield,PN:Robert L. Welch,SParamount,bnw,,(H*),"Comd,Dram","W(Shavelson, Hartman, Jack Rose) B(Damon Runyon)",
StR5,One Sunday Afternnon,1933,S.Roberts,PN:Louis D. Lighton,SParamount,bnw,Romt,H**,"Brooklyn, NY; T(1910)",B(James hagan) C(Victor Milner),
StR8,Star of Midnight,1935,S.Roberts,PN:,SU:,prc,Ctxx,aw,lc,,
StR10,The Ex-Mrs.~Bradford,1936,S.Roberts,PN:Edward Kaufman,SMGM,bnw,Comd,H*,"town, USA",VT() Seen(10Feb1989),
StT10,Social Decay,1932,Tatassopoulos,PN:,SU:,prc,Ctxx,aw,lc,,
VHa10,White Zombie,1932,Halperin,PN:Edward Halperin,SAmerican Securities,bnw,Horr,H**,"sugar mill, Haiti",,
VrM10,The Silent Witness,1932,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM20,Girls Will Be Boys,1934,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM30,Good Morning Boys,1936,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM40,Oh Mr.~Porter,1938,Mr.Varnel,PN:Edward Black,"SGFD, Gainsborough",bnw,Comd,H****,"railroad station, Ireland",,
VrM42,Convict 99,1938,Mr.Varnel,PN:Edward Black,SGainsborough,bnw,Comd,H**,"prison, England",,
VrM45,Alf's Button Afloat,1938,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM50,Ask a Policeman,1939,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,W(Gilliat),
VrM52,The Frozen Limits,1939,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM60,The Ghost of St.Michaels,1941,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
VrM80,This Man is Mine,1946,Mr.Varnel,PN:,SU:,prc,CTxx,aw,lc,,
WmK8,Babbitt,1934,Keighley,PN:,SWarners,prc,Ctxx,aw,lc,,
WmK11,G-men,1935,Keighley,PN:,SWarners,prc,Ctxx,aw,lc,,
WmK14,Bullets or Ballots,1936,Keighley,PU:,S:Warners,col,Dram,aw,,M(Heinz Roemheld) C(Hal Mohr),
WmK15,The Singing Kid,1936,Keighley,PN:Robert Lord,SWarners,bnw,Musc,H,"nightclub, U.S.",,
WmK18,The Prince and The Pauper,1937,Keighley,Wallis,SWarners,bnw,Romt,[47],England,B(Mark Twain) M(Erich Wolfgang Korngold),
WmK25,Each Dawn I Die,1939,Keighley,PN:,SWarners,prc,Dram,aw,lc,,
WmK27,Torrid Zone,1940,Keighley,Wallis,SWarners,,Romt,
WmK31,The Man Who Came to Dinner,1942,Keighley,"PN:Jack Saper, Jerry Wald",SWarners,bnw,Dram,aw,lc,,
xTo10,L'Aiglon,1932,Tourjansky,PN:,SL:\Fr,bnw,Dram,aw,lc,,
ZK1,Cash,1932,Z.Korda,PN:,SZ.Korda,bnw,Ctxx,aw,lc,,
Zk5,Sahara,1943,Z.Korda,PN:Harry Joe Brown,SColumbia,bnw,Advt,H**,,C(Rudulph Mate; AAN),
ZK7,The Macomber Affair,1947,Z.Korda,PN:,SU:,prc,Ctxx,aw,lc,W(C.Robinson),
Z3210,Unholy Love,1932,Unknown30,PN:,SU:,prc,Dram,aw,lc,Er(same as Jr35),
BW1,Mauvaise Graine,1933,B.Wilder,PN:,SL:\Fr,bnw,Dram,,,,
BW4,Double Indemnity,1944,B.Wilder,PN:Joseph Sistrom,SParamount,bnw,Dram,"NFR, H****, AAN, AAN dir",,"B(J.M.Caine) W(B.Wilder, Raymond Chandler) M(Miklos Rozsa;AAN) C(J.F.Seitz)",
BW5,The Lost Weekend,1945,B.Wilder,Brackett,SParamount,bnw,Dram,"H****, AA, AAdir","NYC, NY","B(Charles Jackson) W(Brackett, B.Wilder) C(J.F.Seitz; AAN) M(Rozsa; AAN)",
BW7,A Foreign Affair,1948,B.Wilder,Brackett,SParamount,bnw,"Dram,Comd",H**,"Berlin, Germany","Seen(1987) W(Brackett, B.Wilder, Richard Breen; AAN) C(Charles Lang~jr; AAN)",
BW8,Sunset Boulevard,1950,B.Wilder,Brackett,SParamount,bnw,Dram,"AAN, AAN dir; H***","Hollywood, CA","M(Waxman; AA) C(J.F.Seitz; AAN) W(B.Wilder, Brackett, D.M. Marshman~jr.) Seen(12Nov1994)",
BW10,Stalag 17,1953,B.Wilder,PN:,SParamount,bnw,Comd,,"PoW camp, Austria; T(1944)","W(B.Wilder, Edwin Blum) Note(Last Paramount film of Wilder)",
BW11,Sabrina,1954,B.Wilder,B.Wilder,SParamount,bnw,Romt,AAN dir,"Long Island, NY",B(Samuel Taylor) W(B.Wilder; AAN) C(Ch.Lang~jr; AAN) Seen(10Mar1988),
BW12,The Seven Year Itch,1955,B.Wilder,PN:Howard Hawks,SU:,\CS,"Romt,Comd",,"New York City, NY",Seen(14Jan1997) W(G.Axelrod),
BW13,The Spirit of St.~Louis,1957,B.Wilder,PN:,SU:,prc,BioP,aw,lc,,
BW14,Love In The Afternoon,1957,B.Wilder,Wilder,SAllied,bnw,Romt,,"Paris, France","W(B.Wilder, IAL.Diamond) Seen(9Mar1988), 3Aug96",
BW16,Some Like It Hot,1959,B.Wilder,B.Wilder,"SU.a., Mirisch",bnw,Comd,"F02,H***, AAN dir","Chicago, IL; Miami, FL; T(~1925)","W(IAL.Diamond, B.Wilder; AAN) C(Charles Lang jr.; AAN) Seen(1987)",
BW17,The Apartment,1960,B.Wilder,Mirisch,SU.A.,bnw,"Comd,Romt","AA, AA dir, Z*","NYC, NY; T(1959)","C(Joseph LaShelle; AAN) W(B.Wilder, IAL.Diamond; AA)V()",
BW18,"One, Two, Three",1961,B.Wilder,,SU:,bnw,Comd,,"Berlin, Germany; T(1955)","W(B.Wilder, IAL.Diamond)",
BW19,Irma la Douce,1963,B.Wilder,B.Wilder,SU.A.,\Tcol,"Comd,Romt",H*,"Paris, France","C(Joseph LaShelle; AAN) M(Andre Previn; AA) W(B.Wilder, IAL.Diamond)",
BW21,Kiss Me Stupid,1964,B.Wilder,B.Wilder,SU.A.,"bnw, 3D","Comd,Musc",H*,"Climax, NE","M(Andre Previn, George and Ira Gershwin) W(B.Wilder, IAL.Diamond)",
BW25,The Private Life of Sherlock Holmes,1970,B.Wilder,B.Wilder,SU.A.,col,Susp,Scotland,"M(Miklos Rosza) W(B.Wilder, IAL.Diamond) Ser(Sherlock Holmes)"
BW30,Buddy Buddy,1981,B.Wilder,Jay Weston,SMGM,\Mcol,Comd,H,,W(B.Wilder) R(R),
CAL10,Fric Frac,1939,AutantLara,PN:,SU:,prc,Ctxx,aw,lc,,
CAL20,Occupe-Toi d'Amelie,1949,AutantLara,PN:Lois Wipf,SLux,bnw,Romt,H***,,B(Feydeau) C(Andre Bac),
CAL25,L'Auberge Rouge,1951,AutantLara,PN:,SMemnon,bnw,Susp,H*,"Ardeche mountains, France; T(1833)","W(Jean Aurenche, Pierre Bost) Alt(The Red Inn; USA)",
CAL30,Ripening Seed,1953,AutantLara,PN:,SU:,prc,Ctxx,aw,lc,,
CAL35,Le Ble en herbe,1954,AutantLara,PN:,SU:,prc,Romt,aw,seaside,B(Colette) Lang(\Fr) Alt(The Game of Love; USA),
CAL40,Marguerite de la Nuit,1955,AutantLara,PN:,SU:,prc,Ctxx,aw,lc,,
CAL45,En Cas de Malheur,1957,AutantLara,PN:,SU:,prc,Ctxx,aw,lc,,
CAL46,La Traversee de Paris,1957,AutantLara,PN:,SU:,prc,"Comd,CnR",aw,"Paris, France; T(1944)","W(Jean Aurenche, Pierre Bost) B(Marcel Ayme ""Crossing Paris) Alt(Four Bags Full; USA) Alt(Pig Across Paris; \GB)",
CAL50,The Count of Monte Christo,1961,AutantLara,PN:,SU:,,Dram,aw,lc,B(Dumas),
CAL55,The Woman In White,1965,AutantLara,PN:,SU:,prc,Ctxx,aw,lc,,
