Victor McLaglen,1920-1958,McLaglen,Victor,M,1883,1959,"R:burly, good-humored",\Br,[4.620],Ww(Hitchcock),
Hollis McLaren,,,,,[1],199x,RU:,\Un,,
Gibb McLaughlin,1921-1957,McLaughlin,Gibb,M,1884,1960,R:emaciated features,\Br,,,
John C. McLaughlin,,,,M,[1],199x,RU:,\Un,,
Diana McLean,,,,F,[1],199x,RU:,\Un,,
Catherine McLeod,1946-1964,McLeod,Catherine,F,1924,199x,R:lead,\Am,,,
Allyn Ann McLerie,1948-1976,McLerie,Allyn Ann,F,1926,199x,"R:lead, dancer",\Ca,,,
John McLiam,,,,M,[1],199x,RU:,\Un,,
Marshall McLuhan,1977,McLuhan,Marshall,M,[1],199x,R:author,,,
Ed McMahon,,,,M,[1],199x,RU:,\Un,,
John McMartin,,,,M,[1],199x,RU:,\Un,,
Kenneth McMillan,1974-1982,McMillan,Kenneth,M,,,R:burly,\Am,,,
Barbara McNair,1969-1971,McNair,Barbara,F,,,R:singer,\Am,,,
Stephen McNally,1943-1972,McNally,Horace,M,1913,199x,R:lead,\Am,,,
Maggie McNamara,1953-1963,McNamara,Maggie,F,1928,1978,R:capable,\Am,,,
Gus McNaughton,1930-1946,McNaughton,Gus,M,1884,1969,R:comedy,\Br,,,
Howard McNear,1954-1966,McNear,Howard,M,1905,1969,R:comedy,\Am,,,
Patrick McNee,1943-1984,McNee,Patrick,M,1922,199x,R:smooth,\Br,,,
Claudia McNeil,,,,F,[1],199x,RU:,\Un,,
Kathryn McNeil,,,,F,[1],199x,RU:,\Un,Er(Kathy),
Kristy McNichol,1976-1982,McNichol,Kristy,F,1963,199x,R:juvenile,\Am,,,
Maggie McOmie,,,,F,[1],199x,RU:,\Un,,
Butterfly McQueen,1939-1970,McQueen,Thelma,F,1911,199x,R:character,\Am,,,
Steve McQueen,1956-1980,McQueen,Steve,M,1930,1980,"R:tough, sexy",\Am,[34.171],Ww(Hitchcock),
Frank McRae,,,,M,[1],199x,RU:,\Un,,
Ian McShane,1962-1983,McShane,Ian,M,1942,199x,R:lead,\Br,,,
Michael McShane,1991,McShane,Michael,M,1955,199x,R:rotund,\Am,,,
Robert McWade,1924-1938,McWade,Robert,M,1865,1938,R:elderly crotch,\Am,,,
Audrey Meadows,1960,,,M,"[1,6]",199x,R:lively,\Am,[34.189],Ww(Hitchcock),
Jayne Meadows,1947-1947,Meadows,Jayne,F,1920,199x,R:unsympathetic,\Am,,,
Joyce Meadows,,,,F,[1],199x,RU:,\Un,,
Anne Meara,1969-1982,Meara,Anne,F,1929,199x,R:comedienne,\Am,,Mt(Jerry Stiller) Pa(Ben Stiller),
DeAnn Mears,,,,F,[1],199x,RU:,\Un,,
Sylvie Meda,,,,F,[1],199x,RU:,\Un,,
Kay Medford,1942-1978,Medford,Kay,F,1914,1980,R:character,\Am,,,
Patricia Medina,1942-1968,Medina,Patricia,F,1921,199x,R:lead,\Br,[34.298],Ww(Hitchcock),
Michael Medwin,1946-1970,Medwin,Michael,M,1923,199x,R:light character comedian,\Br,,,
Donald Meek,1928-1946,Meek,Donald,M,1880,1946,"R:bald, worried, timid",\Br(Scot),[4.1083],,,
George Meeker,,,,M,[1],199x,RU:,\Un,,
Ralph Meeker,1951-1980,Rathgeber,Ralph,M,1920,199x,R:strong silent,\Am,,Ww(Hitchcock),
Thomas Meighan,1916-1934,Meighan,Thomas,M,1879,1936,R:silent lead,\Am,,,
John Meillon,1959-1966,Meillon,John,M,1934,199x,R:character,\Au,,,
Mariangela Melato,,,,F,[1],199x,RU:,\Un,,
Claudine Melgrave,,,,F,[1],199x,RU:,\Un,,
George S. Melies,1896-1912,Melies,George S.,M,1861,1938,R:conjurer,\Fr,,"MainlyC,(D)",
Marisa Mell,1964-1977,Mell,Marisa,F,1929,199x,R:lead,\Fr,,,
Michael Melling,,,,M,[1],199x,RU:,\Un,,Er(name),
Fuller Mellish~jr.,,,,M,[1],199x,RU:,\Un,,
Breno Mello,,,,M,[1],199x,RU:,\Un,,
JeanPierre Melville,1947-1972,Grumbach,J.P.,M,1917,1973,RU:,\Un,,Also(D),
Sam Melville,,,,M,[1],199x,RU:,\Un,,
Murray Melvin,1960-1982,Melvin,Murray,M,1932,199x,R:light character,\Br,,,
Mauro Mendonco,,,,M,[1],199x,RU:,\Un,,
Adolphe Menjou,1916-1953,Menjou,Adolphe,M,1890,1963,R:dapper,\Fr,[4.1083],,,
Doro Merande,1940-1967,Merande,Doro,F,1898,1975,"R:acidulous, eccentric, whimsical spinster",\Am,,,
Nerida Mercado,,,,F,[1],199x,RU:,\Un,,
Beryl Mercer,1923-1939,Mercer,Beryl,F,1882,1939,"R:mothers, maids, landladies",\Br,,,
Vivien Merchant,1966-1977,Merchant,Vivien,F,1929,1983,RU:,\Br,,Ww(Hitchcock) Mt(Harold Pinter),
Michele Mercier,1961-1963,Mercier,Michele,F,1942,199x,R:lead,\Fr,,,
Melina Mercouri,1954-1978,Mercouri,Melina,F,1923,1994,"R:volatile, flashing smile",\Gr,,Mt(Jules Dassin),
Burgess Meredith,1936-1982,Burgess,George,M,1908,1997,R:ornery,\Am,,"Mt(, , , )",
Don Meredith,,,,M,[1],199x,RU:,\Un,,
Lee Meredith,,,,F,[1],199x,RU:,\Un,,
John Merivale,,Merivale,John,M,,1990,RU:,\Ct,,,
Philip Merivale,1935-1945,Merivale,Philip,M,1886,1946,RU:,\Br,,,
Lee Meriwether,1959-1980,Meriwether,Lee,F,1935,199x,R:spooky,\Am,,"Mt(Frank Aletter, Marshall Borden) Nt(Miss San Francisco 1954, Miss USA 1955)",
Una Merkel,1930-1966,Merkel,Una,F,1903,1986,R:character,\Am,,,
Ethel Merman,1930-1976,Zimmermann,Ethel,F,1908,1984,"R:brassy, vibrant",\Am,,,
Mary Merrall,1920-1966,Lloyd,Mary,F,,199x,"R:fey, absent-minded",\Br,,,
Dina Merrill,1957-1980,Rumbough,Nedenia Hutton,F,1928,199x,R:lead,\Am,,,
Gary Merrill,1944-1974,Merrill,Gary,M,1914,1990,"R:dependable, tough-looking",\Am,[34.260],Ww(Hitchcock),
George Merritt,1930-1970,Merritt,George,M,1890,1977,R:solid presence,\Br,,,
Jane Merrow,1961-1981,Merrow,Jane,F,1941,199x,R:lead,\Br,,,
William Mervyn,1952-1976,Pickwood,William,M,1912,1976,"R:portly, plummy-voiced",\Br,,,
Hannes Messemer,1956-1966,Messemer,Hannes,M,1924,199x,R:general purpose,\Ge,,,
Mayo Methot,1931-1949,Methot,Mayo,F,1904,1951,RU:,\Am,,Mt(Humphrey Bogart),
Art Metrano,1971-1983,Metrano,Art,M,1937,,R:chubby character,\Am,,,
Jim Metzler,,,,M,[1],199x,RU:,\Un,,
Emile Meyer,1951-1970,Meyer,Emile,M,1903,199x,R:crooked cop,\Am,,,
Torben Meyer,1935-1947,Meyer,Torben,M,,199x,R:character,\Ge,,,
Vittorio Mezzoglomo,,,,M,[1],199x,RU:,\Un,,
Ralph Michael,1938-1968,Shotter,Ralph Champion,M,1907,199x,R:stiff-upper-lip,\Br,,,
Beverly Michaels,1949-1955,Michaels,Beverly,F,1927,199x,R:lead,\Am,,,
Dolores Michaels,1957-1961,Michaels,Dolores,F,1930,199x,R:lead,\Am,,,
Drew Michaels,,,,M,[1],199x,RU:,\Un,,
Jordan Michaels,,,,M,[1],199x,RU:,\Un,,
Matt Michaels,,,,M,[1],199x,RU:,\Un,,
Keith Michell,1957-1982,Michell,Keith,M,1926,199x,R:lead,\Au,,,
Ann Michelle,,,,F,[1],199x,RU:,\Un,,
Charlotte Michelle,,,,F,[1],199x,RU:,\Un,,
Charles Middleton,1932-1949,Middleton,Charles,M,1874,1949,R:villainous,\Am,,,
Guy Middleton,1932-1970,Middleton-Powell,Guy,M,1906,1973,"R:hearty-type, amiable idiot",\Br,,,
Ray Middleton,1940-1955,Middleton,Ray,M,1908,199x,R:singer,\Am,,,
Robert Middleton,1955-1971,Middleton,Robert,M,1911,1977,"R:weighty, villain",\Am,,Ww(Hitchcock),
Bette Midler,1965-1982,Midler,Bette,F,1944,199x,"R:diminutive, brassy, vulgar",\Am,,,
Toshiro Mifune,1948-1982,Mifune,Toshiro,M,1920,1997,"R:versatile, ferocious style",\Ja,,,
Tatsuta Mihashi,,,,F,[1],199x,RU:,\Un,,
Mark Mikulski,,,,M,[1],199x,RU:,\Un,,
Mario Milano,,,,M,[1],199x,RU:,\Un,,
Bernard Miles,1932-1969,Miles,Sir Bernard,M,1907,1991,"R:slow-speaking, countryfolk",\Br,,Ww(Hitchcock),
Joanna Miles,1975-1975,Miles,Joanna,F,1949,199x,R:lead,\Am,,,
Kelly Miles,,,,,[1],199x,RU:,\Un,,
Lillian Miles,,,,F,[1],199x,RU:,\Un,,
Peter Miles,1944-1968,Perreau,Gerald,M,1938,199x,R:child,\Am,,Si(Gigi Perreau),
Sarah Miles,1962-1982,Miles,Sarah,F,1941,199x,R:vivacious lead,\Br,,Mt(Robert Bolt),
Sherry Miles,,,,F,[1],199x,RU:,\Un,,
Sylvia Miles,1961-1978,Miles,Sylvia,F,1926,199x,R:character,\Am,[4.232],,,
Vera Miles,1952-1983,Ralston,Vera,F,1929,199x,R:dependable,\Am,,Ww(Hitchcock),
Kim Milford,,,,F,[1],199x,RU:,\Un,,
Penelope Milford,,,,F,[1],199x,RU:,\Un,,
Tomas Milian,1966-1979,Milian,Tomas,M,1938,199x,"R:character, spaghetti westerns",\It,,,
John Miljan,1923-1955,Miljan,John,M,1893,1960,R:suave villain,\Am,,,
Ray Milland,1929-1959,Truscott-Jones,Reginald,M,1905,1986,R:likeable light,\Br; Welsh,"[34.270][4.21,85]",Ww(Hitchcock),
Ray Millard,,,,M,[1],199x,RU:,\Un,[4.1094],,,
Ann Miller,1937-1956,Collier,Lucy Ann,F,1919,199x,R:long-legged dancer,\Am,,,
Barry Miller,,,,M,[1],199x,RU:,\Un,,
Bernard,,,,M,[1],1983,RU:,\Un,,
David Miller,,Miller,David,M,1909,199x,RU:,\Am,,Nt(mainly d),
Denny Miller,1959-1978,Miller,Denny,M,,,R:athletic,\Am,,,
Dick Miller,1955-1981,Miller,Dick,M,1928,199x,R:supporting,\Am,,,
Eve Miller,,,,F,[1],199x,RU:,\Un,,
Frank Miller,,,,M,[1],199x,RU:,\Un,,
Glenn Miller,1942-1953,Miller,Glenn,M,1904,1944,R:bandleader,\Am,,,
Jason Miller,1974-1982,Miller,Jason,M,1939,199x,RU:,\Am,,,
Kathleen Miller,,,,F,[1],199x,RU:,\Un,,
Linda Miller,,,,F,[1],199x,RU:,\Un,,
Mandy Miller,1951-1958,Miller,Mandy,F,1944,199x,R:child,\Br,,,
Mark Miller,,,,M,[1],199x,RU:,\Un,,
Marvin Miller,1945-1960,Mueller,M.,M,1913,199x,R:tough guy,\Am,[18.185]
Max Miller,1932-1943,Sargent,Harold,M,1895,1963,R:ribald comedian,\Br,,,
Patsy Ruth Miller,1918-1951,Miller,Patsy Ruth,F,1905,199x,R:lead,\Am,,,
Penelope Ann Miller,1992,Miller,Penelope Ann,,F,,199x,R:charming,,,,,
Seton I. Miller,1930-1957,Miller,Seton I.,M,1902,1974,R:silent,\Am,,,
Walter C. Miller,1912-1940,Miller,Walter C.,M,1892,1940,R:lead,\Am,,,
Andra Millian,,,,F,[1],199x,RU:,\Un,,
Spike Milligan,1956-1983,Milligan,Spike,M,1918,199x,R:comedian,\Ir,,,
Donna Mills,1967-1978,Mills,Donna,F,,,R:lead,\Am,,,
Hayley Mills,1959-1981,Mills,Hayley,F,1946,199x,"R:tomboy, cute",\Br,,Ch(John Mills),[4.1023],,,
John Mills,1932-1996,Mills,Sir John,M,1908,199x,R:stiff upper lip,\Br,,,
Juliet Mills,1961-1974,Mills,Juliet,F,1941,199x,R:lead,,,Ch(John Mills),
Mort Mills,1960,,,M,[1],199x,RU:,\Un,,Ww(Hitchcock),
Martin Milner,1947-1967,Milner,Martin,M,1927,199x,R:general purpose,\Am,,,
Josh Milrad,,,,M,[1],199x,RU:,\Un,,
Billy Milton,1930-1968,Milton,Billy,M,1905,199x,R:light,\Br,,,
Yvette Mimieux,1960-1978,Mimieux,Yvette,F,1939,199x,R:lead,\Am,,,
Esther Minciotti,1949-1957,Minciotti,Esther,F,1883,1962,R:character,\Am,,Mt(Silvio M.),
Silvio Minciotti,1949-1955,Minciotti,Silvio,M,1883,1961,R:character,\Am,,Mt(Esther M.),
Sal Mineo,1955-1971,Mineo,Sal,M,1939,1976,R:diminutive,\Am,,,
Jan Miner,,,,F,[1],199x,RU:,\Un,,
Liza Minnelli,1967-1977,Minelli,Liza,F,1946,199x,R:gamine,\Am,[4.94],"Ch(Judy Garland) Mt(Peter Allen, Jack Haley, Mark Gero,)",
Mary Miles Minter,1912-1923,Reilly,Juliet,F,1902,199x,R:silent,\Am,,,
Emile Minty,,,,,[1],199x,RU:,\Un,,
MiouMiou,1971-1988,,,F,1950,199x,R:sensual,\Fr,,,
Irene Miracle,,,,F,[1],199x,RU:,\Un,,
Carmen Miranda,1940-1953,deCunha,\FN{Maria de Carmo Miranda,F,1913,1955,R:bombshell dancer,\Po,,,
Isa Miranda,1938-1975,Sanpietro,Ines Isabella,F,1905,1982,RU:,\It,,,
Helen Mirren,1967-1994,Miren,Helen,F,1926,199x,R:frightening,\Br,,Lw(Taylor Hackford; D),
Cameron Mitchell,1945-1975,Mizell,Cameron,M,1918,1994,R:rugged westerner,\Am,,,
Channing Mitchell,,,,M,[1],199x,RU:,\Un,,
Donna Mitchell,,,,F,[1],199x,RU:,\Un,,
Duke Mitchell,,,,M,[1],199x,RU:,\Un,,
Grant Mitchell,1931-1948,Mitchell,Grant,M,1874,1957,R:worried,\Am,,,
Julien Mitchell,1936-1954,Mitchell,Julien,M,1884,1954,RU:,\Br,,,
Leigh Mitchell,,,,,[1],199x,RU:,\Un,,
Mary Mitchell,,,,F,[1],199x,RU:,\Un,,
Millard Mitchell,1940-1953,Mitchell,Millard,M,1900,1953,"R:rangy, nasal-voiced",\Am,,,
Thomas Mitchell,1923-1958,Mitchell,Thomas,M,1892,1962,R:character,\Ir-\Am,,,
Warren Mitchell,1960-1977,Mitchell,Warren,M,1926,199x,R:character,\Br,,,
Yvonne Mitchell,1948-1976,Joseph,Yvonne,F,1925,1976,RU:,\Br,,Also(W),
Chris Mitchum,,Mitchum,Christopher,M,,199x,RU:,\Un,,Ch(Robert Mitchum),
James Mitchum,1958-1976,Mitchum,James,M,1938,199x,RU:,\Am,,Ch(Robert Mitchum),
John Mitchum,,,,M,[1],199x,RU:,\Un,,
Robert Mitchum,1943-1988,Mitchum,Robert,M,1917,1997,R:sleepy-eyed tough,\Am,[4.740],Also(P) Aw(AFI#23),
Tom Mix,1910-1933,Mix,Tom,M,1880,1940,R:marshall,\Am,,,
Nobuko Miyamoto,,,,M,[1],199x,RU:,\Un,,
Jayne Modean,,,,F,[1],199x,RU:,\Un,,Cit(1),
Matthew Modine,,,,M,[1],199x,RU:,\Un,,Cit(4),
Gaston Modot,1921-1959,Modot,Gaston,M,1887,1970,R:character,\Fr,,,
Grace `Bambi' Moehrle,dow,Moehrle,Grace,F,1960,199x,R:sr,\Ct,,Mt(Montel Williams) Er(dob196x),
Donald Moffat,,,,M,[1],199x,RU:,\Un,,Cit(3),
Graham Moffatt,1938-1963,Moffatt,Graham,M,1919,1965,R:impertinent fat boy,\Br,,,
Sharyn Moffett,1944-1951,Moffett,Sharyn,F,1936,199x,R:child,\Am,,,
Gerald Mohr,1941-1968,Mohr,Gerald,M,1914,1968,R:suave,\Am,,,
Angela Molina,,,,F,[1],199x,RU:,\Un,,Cit(1),
Georgia Moll,,,,F,[1],199x,RU:,\Un,,Cit(1),
Henry Mollison,1931,Mollison,Henry,M,,199x,RU:,\Br,,Mt(Lina Basquette),
Pierre Mondy,1949-1980,Cuq,Pierre,M,1925,199x,RU:,\Fr,,,
Yves Montand,1946-1983,Levi,Ivo,M,1921,1991,\Fr,R:romantic singer,\It,,"Lw(Edith Piaf, Carole Amiel) Mt(Simone Signoret)",
Marilyn Monroe,1948-1961,Baker (Mortenson),Norma Jean,F,1926,1962,R:lively,\Am,,Aw(AFI#6),
Tony Monsanto,,,,M,[1],199x,RU:,\Un,,Cit(0),
Lee Montague,1959-1978,Montague,Lee,M,1927,199x,RU:,\Br,,,
Carlos Montalban,,,,M,[1],199x,RU:,\Un,,Cit(2),
Ricardo Montalban,1947-1982,Montalban,Ricardo,M,1920,199x,R:lead,\Me,,Mt(Cindy Williams),
Bull Montana,1919-1929,Montagna,Luigi,M,1887,1950,R:strong man,\It-\Am,,,
Yves Montand,1946-1987,Levi,Ivo,M,1921,1991,"R:singer, romantic",\Fr,,Mt(Simone Signoret),
Lenny Montano,,,,M,[1],199x,RU:,\Un,[4.71],Cit(1) Er(Montana),
Joe Montegna,,,,M,[1],199x,RU:,\Un,,Cit(1),
Maria Montez,1941-1951,deSanto Silas,Maria,F,1919,1951,R:exotic lead,\Am,,,
M.J. Montfajon,,,,M,[1],199x,RU:,\Un,,Cit(1),
Belinda J. Montgomery,1970-1978,Montgomery,Belinda,F,1950,199x,R:lead,\Am,,,
Douglass Montgomery,1930-1948,Montgomery,Robert Douglass,M,1907,1966,R:lead,\Ca,,Alias(Kent Douglass),
Elizabeth Montgomery,1955-1981,Montgomery,Elizabeth,F,1933,199x,R:attractive wife,\Am,,Ch(Robert Montgomery) Mt(W.Asher; D) NT(in Bewitched series) Ww(Hitchcock),
George Montgomery,1939-1967,Letz,George M.,M,1916,199x,R:genial lead,\Am,,,
Julie Montgomery,,,,F,[1],199x,RU:,\Un,,Cit(1),
Robert Montgomery,1929-1950,Montgomery,Henry,M,1904,1981,R:smart,\Br,[4.577],Also(D),
Jim Moody,,,,M,[1],199x,RU:,\Un,,Cit(0),
Ron Moody,1959-1979,Moodnick,Ronald,M,1924,199x,R:character comedian,\Br,,,
Keith Moon,,,,M,[1],199x,RU:,\Un,,Cit(2),
Alvy Moore,,,,M,[1],199x,RU:,\Un,,Cit(2),
Barry Moore,,,,M,[1],199x,RU:,\Un,,Cit(1),
Candy Moore,,,,F,[1],199x,RU:,\Un,,Cit(0),
Colleen Moore,1917-1934,Morrison,Kathleen,F,1900,1988,"R:lead, silent",\Am,,,
Constance Moore,1938-1961,Moore,Constance,F,1919,199x,R:lead,\Am,,St(Republic),
Demi Moore,1982-1992,Moore,gn,F,[1],1963,R:sexy,\Am,,Nt(Pregnant Nude on Vanity Fair cover) Mt(Bruce Willis),
Dennis Moore,,,,M,[1],199x,RU:,\Un,,Cit(1),
Dickie Moore,1926-1952,Moore,Dickie,M,1925,199x,R:child,\Am,,,
Dudley Moore,1966-1984,Moore,Dudley,M,1935,199x,"R:pianist, comedian",\Am,,,
Eileen Moore,,,,F,[1],199x,RU:,\Un,[4.516],Cit(0),
Eva Moore,1922-1946,Moore,Eva,F,1870,1955,RU:,\Br,,,
Grace Moore,1930-1940,Moore,Grace,F,1901,1947,R:operatic singer,\Am,,,
Ida Moore,1925-1958,Moore,Ida,F,1883,1964,R:character,\Am,,,
Juanita Moore,1952-1974,Moore,Juanita,F,1922,199x,R:character,\Am,,,
Julianne Moore,1990-1997,Moore,Julianne,F,1961,199x,R:character,\Am,,Mt(John Gould Rubin;) LW(Bart Freundlich; D),
Kenny Moore,,,,M,[1],199x,RU:,\Un,,Cit(1),
Kieron Moore,1944-1967,O'Hanrahan,Kieron,M,1925,199x,R:hangdog,\Ir,,,
Mary Tyler Moore,1961-1982,Moore,Mary Tyler,F,1936,199x,R:lead,\Am,,Mt(Grant Tinker),
Matt Moore,1913-1945,Moore,Matt,M,1888,1960,R:silent,\Am,,,
Owen Moore,1909-1933,Moore,Owen,M,1887,1939,RU:,\Am,,Mt(Mary Pickford) Si(Matt Moore),
Robert Moore,1970,Moore,Robert,M,1927,199x,R:pathetic,\Am,,Also(D),
Roger Moore,1954-1971,Moore,Roger,M,1928,199x,R:detective hero,\Br,,Ww(Hitchcock),
Terry Moore,1943-1978,Koford,Helen,F,1929,199x,R:lead,\Am,,,
Tom Moore,1914-1949,Moore,Tom,M,1883,1955,RU:,\Am,,Si(Matt Moore),
Victor Moore,1915-1955,Moore,Victor,M,1876,1962,"R:hesitant, bumbling",\Am,,,
Agnes Moorehead,1941-1973,Moorehead,Agnes,F,1906,1974,"R:weepish, neurotic",\Am,,,
Santos Morales,,,,M,[1],199x,RU:,\Un,,Cit(1),
Erin Moran,,,,,[1],199x,RU:,\Un,,Cit(1),
Gerard Moran,,,,M,[1],199x,RU:,\Un,,Cit(1),
Lois Moran,1922-1954,Moran-Young,Lois,F,1909,1990,R:romantic,\Am,,Nt(raised in France) St(Fox),
Polly Moran,1929-1949,Moran,Polly,F,1884,1952,R:vaudeville comedienne,\Am,,,
Kenneth More,1935-1978,More,Kenneth,M,1914,1982,R:breezy,\Br,,,
Jeanne Moreau,1955-1980,Moreau,Jeanne,F,1928,199x,R:intellectual,\Fr,,,
Agnes Morehead,,,,F,[1],199x,RU:,\Un,,
Mantan Moreland,1938-1970,Moreland,Mantan,M,1901,1973,R:frightened valet,\Am,,,
Andre Morell,1938-1970,Mesritz,Andr\'e,M,1909,1978,R:character,\Br,,,
Rina Morelli,,,,F,[1],199x,RU:,\Un,[4.47],,,
Antonio Moreno,1912-1956,Moreno,Antonio,M,1886,1967,R:romantic,\Sp,,,
Rita Moreno,1950-1983,Alverio,Rosita Dolores,F,1931,199x,R:actress-dancer,\PR,,,
Cindy Morgan,,,,F,[1],199x,RU:,\Un,,
Debbi Morgan,,,,F,[1],199x,RU:,\Un,,
Dennis Morgan,1936-1968,Morgan,Dennis,F,1910,199x,R:lead,\Am,,,
Frank Morgan,1917-1950,Wupperman,Francis,M,1890,1949,R:character,\Am,[4.333],,,
Hank Morgan,1936,,,M,,199x,RU:,\Un,,Pa(Ralph Morgan),
Harry Morgan,1942-1983,Bratsburg,Harry,M,1915,199x,R:mild-looking,\Am,,,
Helen Morgan,1929-1936,Morgan,Helen,F,1900,1941,R:singer,\Am,,,
Michele Morgan,1936-1977,Roussel,Simone,F,1920,199x,R:lead,\Fr,Er(dow),
Ralph Morgan,1931-1952,Wupperman,Ralph,M,1882,1956,R:suprise murderer,\Am,[18.186],Si(Frank Morgan),
Sidney Morgan,1930,,,M,[1],199x,RU:,\Un,,Ww(Hitchcock),
Stafford Morgan,,,,M,[1],199x,RU:,\Un,,
Terence Morgan,1948-1964,Morgan,Terence,M,1921,199x,R:lead,\Br,,,
Cathy Moriarty,,,,F,[1],199x,RU:,\Un,,
Michael Moriarty,,,,M,[1],199x,RU:,\Un,,
Patricia Morison,1939-1960,Morison,Eileen,F,1915,199x,R:sulky,\Am,,,
Lucilla Morlacchi,,,,F,[1],199x,RU:,\Un,,
Gaby Morlay,1913-1958,Fumoleau,Blanche,F,1897,1964,R:character,\Fr,,,
Karen Morley,1931-1951,Linton,Mildred,F,1905,199x,R:lead,\Am,,,
Robert Morley,1938-1982,Morley,Robert,M,1908,1992,R:portly,\Br,,,
Chester Morris,1929-1970,Morris,Chester,M,1901,1970,R:jut-jawed,\Am,,,
Garrett Morris,,,,M,[1],199x,RU:,\Un,,
Glenn Morris,1938,,,M,[1],199x,R:Tarzan,,,
Greg Morris,1964-1980,Morris,Greg,M,1934,199x,R:black,\Am,,,
Howard Morris,1962-1969,Morris,Howard,M,1919,199x,RU:,\Am,,Also(D),
Lana Morris,1947-1970,Morris,Lana,F,1930,199x,R:lead,\Br,,,
Mary Morris,1934-1934,Morris,Mary,F,1895,1970,R:lead,\Am,,,
Mary Morris,1938-1951,Morris,Mary,F,1915,1988,R:character,\Br,,,
Wayne Morris,1936-1958,deWayne Morris,Bert,M,1914,1959,R:lead,\Am,,,
Barbara Morrison,1966,Morrison,Barbara,F,1908,1992,R:madam,\Br,,,,
Shelley Morrison,,,,,[1],199x,RU:,\Un,,
Doretta Morrow,1952-1952,Marano,Doretta,F,1925,1968,RU:,\Am,,,
Carrie Ann Morrow,,Morrow,Carrie Ann,F,1975,199x,RU:,\Am,,Ch(Vic Morrow),
Jeff Morrow,1953-1958,Morrow,Jeff,M,1913,199x,R:mature,\Am,,,
Jo Morrow,1956-1973,Morrow,Jo,F,1940,199x,R:lead,\Am,,,
Joshua Morrow,1994,Morrow,Joshua,M,1975,199x,RU:,\Am,,Ty(TV),,,Morrow,Carrie Ann,M,1975,199x,RU:,\Am,,Ch(Vic Morrow),
Vic Morrow,1955-1983,Morrow,Vic,M,1932,1982,R:muttering juvenile,\Am,,"Pa(Jennifer Jason Leigh, Carrie Ann Morrow)",
Barry Morse,1942-1983,Morse,Barry,M,1919,199x,R:lead,\Br,,,
David Morse,,,,M,[1],199x,RU:,\Un,,
Gary Morse,,,,M,[1],199x,RU:,\Un,,
Helen Morse,1975-1982,Morse,Helen,F,,,R:lead,\Au,,,
Hilary Morse,,Morse,Hilary,F,,,RU:,\Am,,,
Robert Morse,1958-1970,Morse,Robert,M,1931,199x,R:befuddled innocent,\Am,,"Pa(Hilary Morse) Mt(Carol DAndrea, Elizabeth Roberts)",
Clive Morton,1932-1967,Morton,Clive,M,1904,1975,R:straight-faced,\Br,,,
Maurice Moscovitch,1936-1940,Maaskoff,Morris,M,1871,1940,R:character,\Am,,,
Ivan Mosjoukine,1911-1936,Mosjoukine,Ivan,M,1889,1939,R:of old school,\Ru,,,
Roger Mosley,1972-1979,Mosley,Roger E.,M,,,R:character,\Am,,,
Arnold Moss,1947-1967,Moss,Arnold,M,1910,199x,R:character,\Am,,,
Joshua Mostel,,,,M,[1],199x,RU:,\Un,,
Zero Mostel,1950-1976,Mostel,Zero,M,1915,1977,R:heavyweight comedian,\Am,[4.84],,,
Judy Motulsky,,,,F,[1],199x,RU:,\Un,,
John MoulderBrown,1969-1982,Moulder Brown,John,M,1945,199x,R:intense roles,\Br,,,
Peggy Mount,1954-1968,Mount,Peggy,F,1916,199x,R:character,\Br,,,
Mickey Mouse,,,,A,19bb,19xx,R:jolly cartoon character,\Am,Aw(AP),
Jane Movak,,,,F,[1],199x,RU:,\Un,,
Movita,1935-1936,Castaneda,Movita,F,1915,199x,R:exotic,\Me,,Mt(Marlon Brando),
Alan Mowbray,1931-1960,Mowbray,Alan,M,1893,1969,R:imperious-mannered,\Br,,,
Patrick Mower,1969-1981,Mower,Patrick,M,1940,199x,R:lead,\Br,,,
Leonard Mudie,1932-1959,Cheetham,Leonard M.,M,1884,1965,R:character,\Br,,,
Cookie Mueller,,Mueller,Dorothy,F,1939,1989,R:underground,\Am,,Mt(Vittorio Scarpati),
Elizabeth Mueller,1956-1959,Mueller,Elizabeth,F,1926,199x,R:lead,\Zw-\Ge,,,
Armin MuellerStahl,1989-1994,Mueller-Stahl,Armin,M,1930,/Un,RU:,\Ge,,,,,
Esther Muir,1931-1942,Muir,Esther,F,1895,199x,R:hard-faced blonde,\Am,,,
Gavin Muir,1936-1959,Muir,Gavin,M,1907,1972,R:quiet-spoken villain,\Am,,,
Madhabi Mukherjee,1950-1995,Mukherjee,Madhuri,F,1942,199x,R:devoted wife,\In dia (Bengali),Also(D) Note(in 121 Films) Ww(Satyajit Ray) See[165],
Jean Muir,1934-1944,Fullerton,Jean Muir,F,1911,199x,R:lead,\Am,,,
G.H. Mulcaster,1943-1950,Mulcaster,G.H.,M,1891,1964,R:formal types,\Br,,,
Diana Muldaur,1968-1981,Muldaur,Diana,F,1943,199x,R:sensitive-looking,\Am,,,
Jack Mulhall,1917-1936,Mulhall,Jack,M,1888,1979,R:silent lead,\Am,,,
Edward Mulhare,1955-1982,Mulhare,Edward,M,1923,199x,R:lead,\Ir,,,
Martin Mull,,,,M,[1],199x,RU:,\Un,,
Jack Mullaney,1957-1972,Mullaney,Jack,M,1932,1982,R:easy-going,\Am,,,
