stage,dow,birth,giv,gen,dob,dod,type,orig,pict,notes,
Anjanette Comer,1965-1977,Comer,Anjanette,F,1942,,R:lead,,,
Dorothy Comingore,1938-1951,Winters,Kay or Linda,F,1913,1971,R:wife,USA,,,
The Commodores,,,,G,[1],,RU:,,,
Betty Compson,1919-1948,Compson,Betty,F,1896,1974,R:lead,USA,,,
Fay Compton,1914-1970,Compton,Fay,F,,,RU:,Great Britain,,Ww(Hitchcock),
Joyce Compton,1926-1951,Hunt,Eleanor,F,1907,,R:light second lead,USA,[4.1083],,,
Oliver Conant,,,,M,[1],,RU:,,,
Jeff Conaway,1971-1982,Conaway,Jeff,M,1950,,R:general purpose,USA,,,
Chester Conklin,1924-1967,Cowles,Jules,M,1888,1971,R:silent slapstick,USA,,,
Jimmy Conlin,1933-1959,Conlin,Jimmy,M,1884,1962,R:bird-like,USA,,,
Didi Conn,,,,F,[1],,RU:,,,
Betty Connell,,,,F,[1],,RU:,,,
Chris Connelly,1972-1974,Connelly,Christopher,M,,,R:light lead,USA,,,
Jenifer Connelly,,,,F,[1],,RU:,,[4.573],,,
Neil Connery,1966-1970,Connery,Neil,M,1938,,R:lead,Great Britain,,Si(Sean Connery),
Sean Connery,1957-1999,Connery,Thomas,M,1929,,R:virile,Great Britain; Scots,[4.74],Aw(BFA lifetime) Ww(Hitchcock),
Walter Connolly,1932-1939,Connolly,Walter,M,1887,1940,"R:rasping millionaire, choleric editor",USA,,,
Kenneth Connor,1953-1978,Connolly,Kenneth,M,1918,,R:nervous or shy comic,Great Britain,,Ww(Gerald Thomas),
Chuck Connors,,Connors,Kevin,M,1937,1992,"R:tough guy, thin smile",USA,,,
Michael Connors,1952-1981,Ohanian,Krekor,M,1925,,R:action hero,USA,,,
Mike Connors,,1952-1981,Ohanian,Krekor,M,1925,R:,action hero,USA,Alias(Michael Connors),
Touch Connors,,1952-1981,Ohanian,Krekor,M,1925,R:,action hero,USA,Alias(Michael Connors),
Robert Conrad,1963-1982,Falk,Conrad Robert,M,1935,,R:personable,USA,,,
William Conrad,1946-1982,Conrad,William,M,1920,,R:unpleasant villain,USA,,,
Hans Conried,1937-1973,Conried,Hans,M,1917,1982,R:precise diction,USA,,,Note(Often mispelled Conreid),
Frank Conroy,1930-1959,Conroy,Frank,M,1890,1964,R:domestic tyrant,Great Britain,,,
John Considine,1976-1983,,,M,[1][23],,RU:,,,
Tim Considine,1976,,,M,[1][23],,RU:,,,
Michel Constantin,,,,M,[1],,RU:,,,
Richard Conte,1940-1975,Conte,Richard,M,1914,1975,R:gangster,USA,,,
Mario Conti,,,,M,[1],,RU:,,,
Tom Conti,1974-1997,Conti,Tom,M,1945,,R:saturnine,Great Britain,,,
Frank Converse,1967-1978,Converse,Frank,M,1938,,R:general purpose,USA,,,
Bert Convy,1972-1981,Convy,Bert,M,1932,1991,"R:ex-baseball player, musician",USA,,Also(game show host),
Gary Conway,1957-1977,Carmody,Gareth,M,1938,,R:light lead,USA,,,
Morgan Conway,1934-1946,Conway,Morgan,M,1903,1981,R:tough-guy,USA,,Nt(first Dick Tracy),
Tim Conway,1964-1970,Conway,Tim,M,1933,,R:Disney films,USA,,,
Carolyn Conwell,,,,F,[1],,RU:,,,
Jackie Coogan,1920-1982,Coogan,Jackie,M,1914,1984,R:child actor,USA,,,
Clyde Cook,1919-1951,Cook,Clyde,M,1891,,R:character,Australia,,,
Elisha Cook~jr.,1930-1982,Cook,Elisha~Jr.,M,1902,,R:neurotic cowards,USA,,,
Fielder Cook,1956-1977,Cook,Fielder,M,1923,,RU:,USA,,Also(d),
Perry Cook,,,,M,[1],,RU:,,,
Peter Cook,1966-1983,Cook,Peter,M,1937,,R:cabaret comedian,Great Britain,,,
Ron Cook,1986,Cook,Ron,M,[1],,RU:,,,
Alice Cooper,,,,F,[1],,RU:,,,
Gary Cooper,1925-1961,Cooper,Frank J.,M,1901,1961,"R:honest, playboy",USA,"[4.362,609]",,"Lw(Clara Bow@{It}, Lupe Velez@{Wolf Song}, Patricia Neal@{The Fountainhead}) Aw(AA special; 1960) Aw(AFI#11)",
Dame Gladys Cooper,1917-1969,Cooper,Dame Gladys,F,1888,1971,"R:distinguished, gracious",Great Britain,[4.108],,,
Jackie Cooper,1927-1983,Cooper,Jackie,M,1921,,"R:little tough guy, cute",USA,"[4.406,920]",,,
Melville Cooper,1931-1958,Cooper,Melville,M,1896,1973,R:comedy character,Great Britain,,,
Miriam Cooper,1911-1923,Cooper,Miriam,F,1900,,R:silent screen,USA,,Mt(Raoul Walsh),
Terrec Cooper,,,,M,[1],,RU:,,,
Robert Coote,1931-1973,Coote,Robert,M,1909,1982,R:character,Great Britain,,,
Francis Ford Coppola,1963-1983,Coppola,Francis,M,1939,,RU:,USA,,"Nt(nude movies) Also(W,D) Ch(Carmine~Coppola)",
Sofia Coppola,1990,Coppola,Sofia,F,,,RU:,USA,,Ch(Francis Ford Coppola),
Gretchen Corbett,1970-1980,Corbett,Gretchen,F,1947,,R:character,USA,,,
Harry H. Corbett,1957-1972,Corbett,Harry,M,1925,1982,"R:tough guy, maniac",Great Britain,,,
Barry Corbin,,,,M,[1],,RU:,,,
Ellen Corby,1946-1981,Hansen,Ellen,F,1913,1999,"R:nosy neighbor, prim spinster",USA,,"Nt(grandmother `Waltons', TV)",
Kevin Corcoran,1955-1965,Corcoran,Kevin,M,1949,,R:child actor,USA,,,
Alex Cord,1965-1977,Viespi,Alexander,M,1931,,R:lead,USA,,,
Lola Cordova,1990,Cordova,Lola,F,,,RU:,Spain,,Pa(Almodovar),
Raymond Cordy,1931-1955,Cordiaux,R,M,1898,1956,R:comedy,France,,,
Irwin Corey,,,,M,[1],,RU:,,,
Jeff Corey,1941-1979,Corey,Jeff,M,1914,,"R:gamer, ganster, junkie, wino, convict, convict, cop",USA,,,
Wendell Corey,1947-1968,Corey,Wendell,M,1914,1968,R:solid dependable,USA,,,
Roger Corman,,Corman,Roger,M,1926,,RU:,,,"Also(D,P)",
Judy Cornwell,,,,F,[1],,RU:,,,
Adrienne Corri,1951-1974,Riccobonii,Adrienne,F,1930,,R:tempestuous,Great Britain,,,
Douglas `Wrong Way' Corrigan,1939-1939,Corrigan,Douglas,M,1907,,RU:,USA,,Nt(self as aviator),
Lloyd Corrigan,1925-1962,Corrigan,Lloyd,M,1900,1969,"R:chubby, jovial",USA,[4.926],,,
Salvatore Corsitto,,,,M,[1],,RU:,,,
Bud Cort,1970-1983,Cort,Bud,M,1950,,R:demented youth,USA,,,
Valentina Cortesa,1948-1980,Cortesa,Valentina,F,1924,,R:lead,Italy,,,
Joseph Cortese,,,,M,[1],,RU:,,,
Ricardo Cortez,1923-1958,Cortez,Ricardo,M,1899,1977,R:Latin lover,USA,,,
Nicholas Cortland,,,,M,[1],,RU:,,,
Henry Cory,,,,M,[1],,RU:,,,
Wendell Cory,,,,M,[1],,RU:,,,
Cybil Cosack,,,,F,[1],,RU:,,,
Ernest Cosart,,,,M,[1],,RU:,,,
Bill Cosby,1971-1990,Cosby,Bill,M,1938,,"R:funny, but wise",USA,,,
Howard Cosell,1956,Howard,Cosell,M,1919,,R:gravel-voiced commentator,USA,,,
Rich Cosentino,,,,M,[1],,RU:,,,
James Cossins,1968-1971,Cossins,James,M,1933,,R:character,Great Britain,,,
Caroline `Tula' Cossey,1981-1990,Cossey,,"M,F",1955,,R:sexy,USA,,Nt(transsexual),
Desiree Costeau,1974,,Desiree,F,[1],,R:porn star,,,,,
Dolores Costello,1923-1943,Costello,Dolores,F,1905,1979,R:silent screen heroine,,,Mt(John Barrymore),
Helene Costello,1925-1928,Costello,Helene,F,1904,1957,R:silent screen lead,USA,,,
Lou Costello,1959-1959,Costello,Lou,M,1906,1959,R:zany comedian,USA,,Ww(Bud Abbott) St(Universal),
Kevin Costner,1989-1990,Costner,Kevin,M,1955,,RU:,,,
Joseph Cotten,1941-1982,Cotten,Joseph,M,1905,1994,R:quiet lead,USA,"[4.942,1139]",Ph(tall) Ww(Hitchcock),
George Coulouris,1933-1980,Coulouris,George,M,1903,1989,R:explosive roles,Great Britain,,,
Carolyn Courage,,,,F,[1],,RU:,,,
Hazel Court,1944-1964,Court,Hazel,F,1926,,R:scary beauty,Great Britain,[34.153],Ww(Hitchcock),
Tom Courtenay,1963-1983,Courtenay,Tom,M,1937,,R:under-privleged roles,Great Britain,,,
Cicely Courtneige,1931-1941,Courtneige,Dame Cicely,F,19aa,,R:sr,,,,
Maggie CousineauArndt,,,,F,[1],,RU:,,,
Jerome Cowan,1941-1969,Cowan,Jerome,M,1897,1972,R:easy manner,USA,,,
Herbert `Cowboy' Coward,,,,M,[1],,RU:,,,
Noel Coward,1918-1969,Coward,Sir Noel,M,1899,1973,R:bright,Great Britain,,"Also(w,d,c)",
Ronny Cox,1972-1974,Cox,Ronny,M,1938,,R:character,USA,,,
Ruth Cox,,,,F,[1],,RU:,,,
Wally Cox,1952-1968,Cox,Wally,M,1924,1973,"R:bespectacled, weedy",USA,,,
Peter Coyote,,,,M,[1],,RU:,,,
Buster Crabbe,1933-1955,Crabbe,Clarence Linden,M,1907,1983,R:lead,USA,,,
Donald Crabtree,,,,M,[1],,RU:,,[4.38],Cit(0),
James Craig,1937-1967,Meador,John,M,1912,,R:good-natured tough outdoor type,USA,,,
Michael Craig,1953-1977,Gregson,Michael,M,1928,,R:light lead,Great Britain,,,
Wendy Craig,1963-1977,Craig,Wendy,F,1934,,R:comedy,Great Britain,,,
Jack Crain,,,,M,[1],,RU:,,,Cit(1),
Jeanne Crain,1943-1972,Crain,Jeanne,F,1925,,R:sweet and light,USA,,,
Grant Cramer,,,,M,[1],,RU:,,,Cit(1),
Norma Crane,,,,F,[1],,R:floozy,,,Cit(4),
Nick Cravat,1951-1977,Cravat,Nick,M,1911,,"R:small, agile",USA,,,
Frank Craven,1928-1945,Craven,Frank,M,1875,1945,R:kindly pope-smoking philosopher,USA,,,
Gemma Craven,1976-1979,Craven,Gemma,F,1950,,R:lead,Ireland,,,
Andrew Crawford,1946-1961,Crawford,Andrew,M,1917,,R:character,Great Britain(Sc),
Broderick Crawford,1937-1970,Crawford,Broderick,M,1910,1986,R:character,USA,[4.108],,,
Joan Crawford,1925-1969,leSueur,Lucille,F,1906,1977,"R:flapper, career girl, repressed older woman",USA,[4.680],"St(MGM) Mt(Franchot Tone,) Lw(Clark Gable@{Possessed}) Aw(AFI#10)",
John Crawford,1950-1964,Crawford,John,Mm,,,R:forgettable,USA,,,
Michael Crawford,1950-1979,Crawford,Michael,M,1942,,R:lively,Great Britain,,,
Laird Cregar,1940-1940,Cregar,Laird,M,1916,1944,R:heavyweight,USA,,Ph(6'3'' 210lbs),
Plett Creighton,,,,M,[1],,RU:,,,Cit(1),
Jack Creley,,,,M,[1],,RU:,,,Cit(1),
Richard Crenna,1952-1983,Crenna,Richard,M,1926,,R:lead,USA,,,
Robert Crenna,,,,M,[1],,RU:,,,Cit(1) Er(Richard),
Laura Hope Crews,1929-1941,Crews,Laura Hope,F,1880,1942,R:character,USA,,,
Bernard Cribbins,1960-1978,Cribbins,Bernard,M,1928,,R:comedy character,,[4.1087],Ww(Hitchcock),
Michael Crichton,WAD,MiC,y1973-1981,Crichton,Michael,,R:,Great Britain,,Ph(6'9''),
Lou Crisoula,,,,M,[1],,RU:,,,Cit(1),
Donald Crisp,1914-1963,Crisp,Donald,M,1880,1974,R:stern character,Great Britain,,,
Linda Cristal,1956-1971,Maya,Victoria,F,1936,,R:lead,Argentina,
Barry Crocker,1969-1974,Crocker,Barry,M,,,R:lead,Australia,,,
Dick Crockett,,,,M,[1],,RU:,,,Cit(1),
Richard Cromwell,1930-1942,Radebaugh,Roy,M,1910,1960,R:gentle hero,USA,[4.609],,,
Hume Cronyn,1943-1981,Blake,Hume,M,1911,,R:character,Canada,,Mt(Jessica Tandy) Ww(Hitchcock) Also(W),
Bing Crosby,1930-1970,Crosby,Harry Lillis,M,1904,1977,R:crooner,USA,,"Mt(Duxie Lee, Kathryn Grant)",
Cathy Lee Crosby,,,,F,[1],,RU:,,,Cit(2),
Harry Crosby,1980,Crosby,Harry,M,[1],,RU:,,,,Ch(Bing Crosby) Cit(1),
Kim Crosby,1989,,,F,[1],,R:roundfaced,,,Cit(0),
Lindsay Crosby,,,,M,1938[1],,RU:,,,"Ch(Bing Crosby, Dixie Lee)",
Mary Crosby,,,,F,[1],,RU:,,,,Cit(1),
Henrietta Crosman,1914-1937,Crosman,Henrietta,F,1861,1944,RU:,USA,,,
Ben Cross,1981-1991,Cross,Ben,M,1948,,R:lugubrious countenance,Great Britain,,,
Rupert Crosse,1968-1968,Crosse,Rupert,M,1927,1973,RU:,USA,,,
Scatman Crothers,1956-1983,Crothers,Scatman,M,,1986,R:comedy,USA,,,
Lindsay Crouse,1990,,,F,[1],,R:capable,USA,,,,,
Pat Crowley,1953-1975,Crowley,Pat,F,1929,,R:lead,USA,,,
Andrew Cruickshank,1937-1966,Cruickshank,Andrew,M,1907,1988,R:doctor or judge,Great Britain(Sc),
Tom Cruise,1981-1989,Mapother,Tom Cruise IV,M,1961,,R:hero,USA,"[4.205,784]","Mt(Mimi Rogers, Nicole Kidman)",
Rosalie Crutchley,1947-1972,Crutchley,Rosalie,F,1921,,R:lean-featured,Great Britain,,,
James Cruze,1911-1918,Bosen,Jens Cruz,M,1884,1942,R:silent screen,USA,,,
Billy Crystal,1977-1992,Crystal,Billy,M,1948,,R:likable,USA,,Also(D),
Riccardo Cucciola,1965-1971,Cucciola,Riccardo,M,1932,,R:lead,Italy,,,
Macaulay Culkin,1989-1993,Culkin,Macaulay,M,1980,,R:imaginative child,USA,,Ch(Si(Bonnie Bedelia)),
Kieran Culkin,1993,Culkin,Kieran,M,1982,,R:child,USA,,Si(Macaulay Culkin),
John Cullum,,,,M,[1],,RU:,,,,Cit(2),
Robert Culp,1962-1982,Culp,Robert,M,1930,,R:lead,USA,,,
Roland Culver,1932-1978,Culver,Roland,M,1900,1984,"R:impeccable, comic",Great Britain,,,
Dorothy Cumming,1927-1927,Cors.,Ruth Cumming,F,[1],,"R:solid, Spanish",USA,,"Er(Cumming, sp bn, gn) Cit(2)",
Constance Cummings,1931-1963,Halverstadt,Constance,M,1910,,RU:,USA,,,
Bob Cummings,1935-1973,Cummings,Robert,M,1908,1990,R:boyish,USA,[37.326],Ww(Hitchcock),
Quinn Cummings,1980,,,M,[1],,RU:,,,Cit(1),
Susan Cummings,1955,,,F,[1],,RU:,,,Cit(1),
Peggy Cummins,1948,,,F,[1],,RU:,,,Cit(1),
Cecil Cunningham,1929-1948,Cunningham,Cecil,F,1888,1959,R:hard or wisecracking,USA,,,
John Cunningham,,,,M,[1],,RU:,,,Cit(1),
Alain Cuny,1942-1980,Cuny,Alain,M,1908,1994,"R:tall, imposing",France,,,
Lee Curreri,,,,,[1],,RU:,,,Cit(1),
Finlay Currie,1932-1965,Jefferson,Finlay,M,1878,1968,RU:,Great Britain(Sc),,[4.709],,,
Michael Currie,,,,M,[1],,RU:,,,Cit(1),
Sondra Currie,,,,F,[1],,RU:,,,Cit(1),
Steve Curry,,,,M,[1],,RU:,,,
Tim Curry,1974-1983,Curry,Tim,M,1946,,R:wide-range,Great Britain,,,
Jane Curtin,,,,F,[1],,RU:,,,Cit(1),
Valerie Curtin,,,,F,[1],,RU:,,,Cit(1),
Alan Curtis,1936-1950,Curtis,Alan,M,1909,1953,R:lead,USA,,,
Jamie Lee Curtis,1978-1988,Curtis,Jamie Lee,F,1958,,RU:,USA,,"Ch(Tony Curtis, Janet Leigh) Mt(Chris Prendergast)",
Kelly Curtis,1990,Curtis,Kelly,F,,,R:lesbian,Am,,,,,
Ken Curtis,1945-1976,Curtis,Ken,M,1916,,R:character,USA,,,
Tony Curtis,1949-1978,Schwarz,Bernard,M,1925,,"R:bouncy, lead",USA,,Pa(Kelly Curtis),
George Curzon,1932-1958,Curzon,George,M,1896,1976,"R:aristocratic, sinister roles",Great Britain,,,
Cyril Cusack,1947-1981,Cusack,Cyril,M,1910,,R:dimimutive,Ireland,,,
Peter Cushing,1939-1983,Cushing,Peter,M,1913,1994,R:monster roles,Great Britain,,,
Allan Cuthbertson,1955-1983,Cuthbertson,Allan,M,1920,1988,R:supercilious roles,Australia,,,
Zbigniew Cybulski,1954-1965,Cybulski,Zbigniew,M,1927,1967,R:lead,Poland,,,
