stage,dow,birth,giv,gen,dob,dod,type,orig,pict,notes,
Lane Smith,1978,,,F,[1],,RU:,,Cit(1),
Lois Smith,1970-1980,Smith,Lois,F,1930,,R:character,USA,,,
Maggie Smith,1958-1983,Smith,Maggie,F,1934,,R:lead,Great Britain,,,
Mel Smith,1983-1990,,,M,[1],,R:puffy,,Cit(3) Nt(looks like Alfred Hitchcock),
Paul Smith,,Smith,Paul,M,,,R:character,USA,,,
Rainbeaux Smith,1974,Smith,Cheryl,F,[1],,RU:,,,
Rex Smith,,,,M,[1],,RU:,,,
Roger Smith,1956-1970,Smith,Roger,M,1932,,R:lead,USA,,,
Innokenti Smoktunovsky,1960-1975,Smoktunovsky,Innokenti,M,1925,,RU:,Russia,,,
Terri Susan Smith,,,,F,[1],,RU:,,,
William Smith,,,,M,[1],,RU:,,,
Sonja Smits,,,,F,[1],,RU:,,,
Tom Smothers,1974-1982,Smothers,Tom,M,1937,,R:light lead,USA,,,
Wesley Snipes,1991-1993,Snipes,Wesley,M,19aa,,R:hip,USA,.tiff,,,,
Carrie Snodgrass,1968-1983,Snodgrass,Carrie,F,1946,,R:lead,USA,,,
Jimmy `The Greek' Snyder,,,,M,[1],,RU:,,,
Park Jong Sod,,,,M,[1],,RU:,,,
Abraham Sofaer,1931-1968,Sofaer,Abraham,M,1896,,RU:,Burma,,,
Sojin,1927,Sojin,fn,M,,,R:villain,Japan,,Nt(),
Vladimir Sokoloff,1927-1962,Sokoloff,Vladimir,M,1889,1962,R:character,Russia,,,
P.J. Soles,,,,M,[1],,RU:,,,
Ewen Solon,1959-1961,Solon,Ewen,M,1923,,R:lead,New Zealand,,,
Andrew Solt,,,,M,[1],,RU:,,,
Suzanne Somers,1973-1980,Somers,Suzanne,F,1946,,R:lead,USA,,,
Julie Sommars,,,,F,[1],,RU:,,,
Elke Sommer,1960-1971,Schletz,Elke,F,1940,,R:lead,Germany,,,
Josef Sommer,1978-1982,Sommer,Josef,M,1930,,R:character,USA,,,
Gale Sondergaard,1936-1976,Sondergaard,Edith,F,1899,1985,"R:tall, sinister servant",USA,,,
Paul Sonkkila,,,,F,[1],,RU:,,,
Jack Soo,1960,Suzuki,Goro,M,1916,1979,R:character,Japan,,,
Alberto Sordi,1953-1978,Sordi,Alberto,M,1919,,R:lead,Italy,,,
Jean Sorel,1962-1967,de Rochbrune,Jean,M,1934,,R:lead,France,,,
Louise Sorel,1965-1971,Sorel,Louise,F,1944,,R:lead,France,,,
Linda Sorenson,,,,F,[1],,RU:,,,
Paul Sorvino,1972-1981,Sorvino,Paul,M,1939,,R:chubby,USA,,,
Ann Sothern,1934-1978,Lake,Harriette,F,1909,,"R:hard-boiled, soft-centered golddigger",USA,,,
Talisa Soto,1989-1992,bn,gn,F,,,R:Lustrous,,,,
David Soul,1971-1983,Solberg,David,M,1943,,R:lead,USA,,,
Catherine Spaak,1960-1975,Spaak,Catherine,F,1945,,R:lead,Belgium,,"Ch(Charles Spaak) Mt(Fabrizio Capucci,) Pa(Sabrina Capucci)",
Arthur Space,1942-1980,Space,Arthur,M,1908,1983,R:character,USA,,,
Sissy Spacek,1971-1982,Spacek,Sissy,F,1950,,R:tomboyish,USA,[9.216],,,
Merrie Spaeth,,,,F,[1],,RU:,,,
Fay Spain,,,,F,[1],,RU:,,,
Vincent Spano,,,,M,[1],,RU:,,,
Ned Sparks,1927-1946,Sparkman,Edward,M,1883,1957,"R:hard-boiled, cigar-chewing",Canada,,,
Camilla Sparv,1966-1969,Sparv,Camilla,F,1943,,R:lead,Sweden,,,
Hazel Spears,,,,F,[1],,RU:,,,
Bruce Spence,,,,M,[1],,RU:,,,
Bud Spencer,1967-1974,Pedersoli,Carlo,M,1929,,R:spaghetti westerns,Italy,,,
George Spencer,,,,M,[1],,RU:,,,
Jeremy Spenser,1948-1966,Spenser,Jeremy,M,1937,,R:lead,Great Britain,,,
David Spielberg,1972-1976,Spielberg,David,M,,,R:character,USA,,,
Joe Spinell,,,,M,[1],,RU:,,,
Victor Spinetti,1964-1976,Spinetti,Victor,M,1932,,R:comic,Great Britain,,,
The Loving Spoonful,,,,G,[1],,RU:,,,
G.D. Spradlin,,,,M,[1],,RU:,,,
Rick Springfield,,,,M,[1],,RU:,,,
Ronald Squire,1934-1958,Squire,Ronald,M,1886,1958,R:character,Great Britain,,,
Robert Stack,1939-1981,Modini,Robert,M,1919,,R:personable cold-eyed,USA,[9.190],,,
James Stacy,,,,M,[1],,RU:,,,
Frederick Stafford,-1969,Stafford,Frederick,M,1928,1979,R:he-man,Austria,,Nt(Frederic?) Ww(Hitchcock),
Richard Stahl,,,,M,[1],,RU:,,,
Philip Stainton,1947-1956,Stainton,Philip,M,1908,1961,R:surprised expression,Great Britain,,,
Sylvester Stallone,1970-1997,Stallone,Sylvester,M,1946,,R:solemn-looking,USA,[9.161],,Mt(Jennifer Flavin),
James Staley,,,,M,[1],,RU:,,,
Terence Stamp,1962-1978,Stamp,Terence,M,1940,,R:juvenile lead,Great Britain,,,
Enid StampTaylor,1937-1946,Stamp-Taylor,Enid,F,1904,1946,R:character,Great Britain,,,
Lionel Stander,1934-1994,Stander,Lionel,M,1908,,R:gravel-voiced,USA,,,
Guy Standing,1933-1937,Standing,Sir Guy,M,1873,1937,RU:,Great Britain,[4.254],Pa(Kay Hammond),
John Standing,1962-1977,Leon,John,M,1934,,R:character,Great Britain,,Ch(Kay Hammond),
Michael StAngel,1954,St. Angel,Michael,M,,,RU:,Or,,Alias(Steve Flagg),
Jiri Stanislav,,,,M,[1],,RU:,,,
Forrest Stanley,,,,M,[1],,RU:,,,
Kim Stanley,1958-1983,Reid,Patricia,F,1921,,RU:,USA,,,
Lora Stanley,,,,F,[1],,RU:,,,
Frank Stanmore,,,,M,[1],,RU:,,,
Harry Dean Stanton,1962-1983,Stanton,Harry,M,1926,,R:character,USA,,,
Barbara Stanwyck,1927-1983,Stevens,Ruby,F,1907,1990,"R:durable, competentsultry",USA,[4.981],"Mt(Frank Fsy, Robert Taylor) Aw(AA honorary; 1982) Aw(LAA; 1987) Aw(AFI#11)",
Jean Stapleton,1958-1971,Murray,Jean,F,1923,,R:pragmatic wife,USA,,,
Maureen Stapleton,1959-1994,Stapleton,Maureen,F,1925,,R:character,USA,,,
Graham Stark,1961-1966,Stark,Graham,M,1922,,R:comedy,Great Britain,,,
Koo Stark,,,,F,[1],,RU:,,,
Pauline Starke,1916-1926,Starke,Pauline,F,1901,1977,R:silent,USA,,,
Kay Starr,,,,F,[1],,RU:,,,
Ringo Starr,,,,M,[1],,RU:,,,
Charles Starrett,1926-1952,Starrett,Charles,M,1904,,R:cowboy,USA,,,
Valerie Starrett,,,,F,[1],,RU:,,,
Imaelda Staunton,,,,F,[1],,RU:,,,
Alison Steadman,,,,F,[1],,RU:,,,
Anthony Steel,1949-1974,Steel,Anthony,M,1920,,R:athletic,Great Britain,,,
Barbara Steele,1958-1965,Steele,Barbara,F,1938,,R:frightening,Great Britain,,,
Bob Steele,1920-1966,Bradbury,Robert,M,1907,,R:cowboy,USA,,St(Republic),
Tommy Steele,1955-1969,Hicks,Tommy,M,1936,,R:energetic pop singer,Great Britain,,,
Mary Steenburgen,1978-1989,Steenburgen,Mary,F,1952,,R:pleasant,USA,,Lw(Ted Danson) Mt(Malcolm McDowell) Er(dob 1963?),
Simonetta Stefanelli,,,,F,[1],,RU:,,,
Rod Steiger,1951-1982,Steiger,Rod,M,1925,,R:burly,USA,[9.172],,,
David Steinberg,,,,M,[1],,RU:,,,
John Steiner,,,,M,[1],,RU:,,,
Albert Steinruck,,,,M,[1],,RU:,,,
Carolyn Steller,,,,F,[1],,RU:,,,
Anna Sten,1927-1962,Stenskaja Sudakevich,Annel,F,1908,1993,R:lead,Russia,,,
Karel Stepanek,1943-1969,Stepanek,Karel,M,1899,1980,R:character,Czechoslovakia,,,
Susan Stephen,1951-1963,Stephen,Susan,F,1931,,R:lead,Great Britain,,,
Ann Stephens,1942-1958,Stephens,Ann,F,1931,,R:juvenile,Great Britain,,,
Harvey Stephens,1955,,,M,,,RU:,USA,Ww(Hitchcock),
Harvey Stephens,1976,,,M,1970,,R:weird kid,USA,,,,
Martin Stephens,1961-1966,Stephens,Martin,M,1949,,R:juvenile,Great Britain,,,
Pamela Stephens,,,,F,[1],,RU:,,,
Robert Stephens,1960-1973,Stephens,Robert,M,1931,,RU:,Great Britain,,,
Henry Stephenson,1917-1948,Garroway,H.S.,M,1871,1956,R:kindly old men,Great Britain,[4.311],,,
James Stephenson,1938-1941,Stephenson,James,M,1888,1941,R:suave,Great Britain,,,
Pamela Stephenson,1981-1983,Stephenson,Pamela,F,1951,,R:lead,New Zealand,,,
Ilse Steppat,1947-1969,Steppat,Ilse,F,1917,1969,R:character,Germany,,,
Ford Sterling,1926-1935,Stitch,George F.,M,1883,1939,R:comic,USA,Nt(Leader of Keystone Kops),
Jan Sterling,1948-1979,Adriance,Jan Sterling,F,1923,,R:lead,USA,,,
Linda Sterling,,,,F,,1991+,R:tiger woman,USA,,St(Republic),
Robert Sterling,1939-1962,Hart,William John,M,1917,,R:lead,USA,,,
Tisa Sterling,1964,,,F,,,R:raven-haired beach bunny,USA,[34.295],Ww(Hitchcock),
Jimmy Sterman,,,,M,[1],,RU:,,,
Daniel Stern,,,,M,[1],,RU:,,,
Erik Stern,,,,M,[1],,RU:,,,
Tom Stern,,,,M,[1],,RU:,,,
Frances Sternhagen,,,,F,[1],,RU:,,,
Andrew Stevens,1976-1981,Stevens,Andrew,M,1955,,R:lead,USA,,,
Casey Stevens,,,,M,[1],,RU:,,,
Connie Stevens,1957-1976,Ingolia,Concetta,F,1938,,R:lead,USA,,,
Craig Stevens,1941-1976,Shekles,Gail,M,1918,,R:lead,USA,,,
Inger Stevens,1957-1970,Stensland,Inger,F,1935,1970,R:pert,Sweden,,Lw(Bing Crosby),
K.T. Stevens,1940-1958,Wood,Gloria,F,1919,,R:lead,USA,,Ch(Sam Wood),
Leslie Stevens,,Stevens,Leslie,M,1924,,RU:,USA,,"Nt(screenwriter, pd)",
Mark Stevens,1945-1966,Richards,Stephen,M,1916,,R:lead,USA,,,
Morgan Stevens,,,,,[1],,RU:,,,
Onslow Stevens,1932-1963,Stevenson,Onslow Ford,M,1902,1977,R:character,USA,,Ch(Housely Stevenson),
Rise Stevens,1941-1947,Stevens,Rise,F,1913,,R:opera singer,USA,,,
Robert Stevens,,,,M,1925,,RU:,,,Also(TV D),
Ronnie Stevens,1952-1968,Stevens,Ronnie,M,1925,,R:comic,Great Britain,,,
Stella Stevens,1958-1981,Eggleston,Estelle,F,1936,,R:lead,USA,,,
Warren Stevens,1951-1968,Stevens,Warren,M,1919,,R:general purpose,USA,,,
Housely Stevenson,1942-1952,Stevenson,Housely,M,1879,1953,"R:gaunt, unshaven old man",USA,,,
MacLean Stevenson,,,,M,[1],,RU:,,,
Alana Stewart,,,,F,[1],,RU:,,,
Alexandra Stewart,1960-1974,Stewart,Alexandra,F,1939,,R:lead,Canada,,,
Anita Stewart,1913-1928,Stewart,Anna May,F,1895,1961,R:silent lead,USA,,,
Athole Stewart,1931-1940,Stewart,Athole,M,1879,1940,R:character,Great Britain,,,
Catherine Mary Stewart,,,,F,[1],,RU:,,,
Charlotte Stewart,,,,F,[1],,RU:,,,
Donald Stewart,,,,M,[1],,RU:,,,
Elaine Stewart,1951-1961,Steinberg,Elsy,F,1929,,R:lead,USA,,,
James Stewart,1935-1983,Stewart,James Maitland,M,1908,1997,"R:slow drawl, gangly walk",USA,"[4.747,853, 101.132]",Alias(Jimmy Stewart) St(MGM) Ww(Hitchcock) Aw(AFI#3),
Paul Stewart,1941-1978,Stewart,Paul,M,1908,1986,R:sinister roles,USA,,,
Patrick Stewart,1990-1997,Stewart,Patrick,,,,R:bald evil captain,Great Britain,Nt(TV) In(Star Trek),
Sandy Stewart,,,,,[1],,RU:,,Cit(0),
Sophie Stewart,1935-1956,Stewart,Sophie,F,1909,1977,RU:,Great Britain,,,
Renee StCyr,1933-1976,St Cyr,Renee,F,1907,,R:lead,France,,,
Ivy StHelier,,,,F,[1],,RU:,,,
Pat Stich,,,,,[1],,RU:,,,
David Ogden Stiers,1970-1980,Stiers,David Ogden,M,,,"R:tall, balding",USA,,,
Hugo Stiglitz,,,,M,[1],,RU:,,,
Ben Stiller,1995,Stiller,Ben,M,19aa,,R:sr,USA,,"CH(Jerry Stiller, Anne Meara)",
Sting,1973,,,G,,,RU:,,,
Raymond StJacques,1964-1978,Johnson,James,M,1930,1990,R:black lead,USA,,,
Al (`Fuzzy') StJohn,1913-1949,St John,Al,M,1893,1963,R:character,USA,,,
Betta StJohn,1953-1961,Streidler,Betta,F,1930,,R:lead,USA,,,
Christopher StJohn,1971,St John,Christopher,M,,,RU:,USA,,,
Howard StJohn,1950-1969,St John,Howard,M,1905,1974,R:character,USA,,,
Jill StJohn,1957-1972,Oppenheim,Jill,F,1940,,R:lead,USA,,,
Nigel Stock,1938-1975,Stock,Nigel,M,1919,1986,R:character,Great Britain,,,
Walter Stocker,,,,M,[1],,RU:,,,
Betty Stockfield,1930-1957,Stockfield,Betty,F,1905,1906,RU:,Great Britain,,,
Dean Stockwell,1945-1982,Stockwell,Dean,M,1938,,R:handsome,USA,[34.250],Ww(Hitchcock),
Guy Stockwell,1965-1976,Stockwell,Guy,M,1936,,R:lead,USA,,,
John Stockwell,,,,M,[1],,RU:,,,
Austin Stoker,,,,M,[1],,RU:,,,
Shirley Stoler,,,,F,[1],,RU:,,[4.179],,,
Eric Stoltz,1984-1994,Stoltz,Eric,M,1962,,R:stud,,,,,
Christopher Stone,,,,M,[1],,RU:,,,
Danny Stone,,,,M,[1],,RU:,,,
Fred Stone,,,,M,[1],,RU:,,,
George E. Stone,1930-1956,Stein,George,M,1903,1967,R:oppressed little man,Poland,,,
Harold J. Stone,1956-1975,Stone,Harold,M,1911,,R:character,USA,,Ww(Hitchcock),
Ivory Stone,,,,F,[1],,RU:,,,
Lewis Stone,1915-1953,Stone,Lewis,M,1879,1953,"R:silent lead, character",USA,,,
Marianne Stone,1951-1967,Stone,Marianne,F,1920,,R:character,Great Britain,,,
Milburn Stone,1935-1957,Stone,Milburn,M,1904,1980,R:character,USA,,,
Philip Stone,,,,M,[1],,RU:,,,
Sharon Stone,1981-1997,Stone,Sharon,F,[1],,R:provocative,USA,,Lw(Bill McDonald; P; Jim Connelly),
Paolo Stoppa,1949-1967,Stoppa,Paolo,M,1906,,R:character,Italy,[4.46],,,
Larry Storch,1963-1972,Storch,Larry,M,1923,,R:comic,USA,[34.265],Ww(Hitchcock),
Gale Storm,1939-1959,Cottle,Josephine,F,1922,,R:All-American girl,USA,"[17,131]",,,
Ludwig Stossel,1939-1960,Stossel,Ludwig,M,1883,1973,R:character,Austria,,,
Rose Stradner,1938-1944,Stradner,Rose,F,1913,1958,RU:,Austria,,,
Beatrice Straight,1976-1983,Straight,Beatrice,F,1916,,R:character,USA,[4.111],,,
Glenn Strange,1937-1973,Strange,Glenn,M,1899,1973,R:cowboy,USA,,,
Lee Strasberg,1974-1979,Strasberg,Lee,F,1901,1982,R:drama teacher,USA,,,
Susan Strasberg,1955-1983,Strasberg,Susan,F,1938,,R:lead,USA,,Ch(Lee Strasberg),
Marcia Strassman,,,,F,[1],,RU:,,,
Dorothy Stratten,1990-1982,Stratten,Dorothy,F,1960,1980,R:playmate,,,,Lw(Bogdanovich) Si(Luise Stratten),
Peter Strauss,1971-1983,Strauss,Peter,M,1942,,R:lead,USA,,,
Robert Strauss,1952-1965,Strauss,Robert,M,1913,1975,R:comedy,USA,,,
Meryl Streep,1977-1983,Streep,Mary Louise,F,1951,,R:lead,USA,,[4.167],,Aw(AP),
Russel Streiner,,,,M,[1],,RU:,,[4.196],,,
Barbra Streisand,1968-1983,Streisand,Barbara Joan,F,1942,,R:odd looks,USA,,,
Ray Stricklyn,1956-1965,Stricklyn,Ray,M,1930,,R:second lead,USA,,,
John Stride,1963-1975,Stride,John,M,1936,,R:supporting,Great Britain,,,
Elaine Stritch,1955-1978,Stritch,Elaine,F,1926,,R:comedienne,USA,,,
Woody Strode,1951-1983,Strode,Woodrow,M,1914,,R:tall black,USA,,,
Don Stroud,1968-1979,Stroud,Don,M,1937,,R:lead,USA,,,
Annette Stroyberg,1959,Stroyberg,Annette,F,,,R:sr,,,Mt(Roger Vadim),
Sally Ann Struthers,1970-1976,Struthers,Sally,F,1947,,R:character,USA,[4.30],,,
Barbara Stuart,,,,F,[1],,RU:,,,
Binkie Stuart,1937-1939,Stuart,Binkie,F,1932,,R:child,Great Britain,,,
Gloria Stuart,1932-1946,Finch,Gloria Stuart,F,1909,1995+,R:lead,USA,,,
John Stuart,1920-1978,Croall,John,M,1898,1979,"R:lead, character",Great Britain,,Ww(Hitchcock),
Richard Styles,,,,M,[1],,RU:,,,
Margaret Sullavan,1933-1950,Brooke,Margaret,F,1911,1960,R:whimsical,USA,"Mt(Henry Fonda,)",
Barry Sullivan,1943-1977,Barry,Patrick,M,1912,1994,R:rugged lead,USA,[34.141],Ww(Hitchcock),
Ed Sullivan,,,,M,[1],,RU:,,,
Francis L. Sullivan,1933-1955,Sullivan,Francis L.\,M,1903,1956,R:heavywieight advocate,Great Britain,[4.862],,,
Michael Sullivan,,,,M,[1],,RU:,,,
Tom Sullivan,,,,M,[1],,RU:,,,
Frank Sully,1935-1956,Sully,Frank,M,1910,1975,"R:farmer, dumb crook",USA,,,
Madame SulTeWan,1937,Sul-Te-Wan,*,F,,,R:black slave,USA,,Pt(Pt(Doroyhty Dandridge)) Ww(D.W. Griffith),
Donna Summer,,,,F,[1],,RU:,,,
Eleanor Summerfield,1947-1970,Summerfield,Eleanor,F,1921,,R:comedienne,Great Britain,,,
Slim Summerville,1927-1946,Summerville,George J.\,M,1892,1946,"R:lanky, mournful",USA,,,
Geoffrey Sumner,1949-1955,Sumner,Geoffrey,M,1908,,R:silly ass type,Great Britain,,,
Clinton Sundberg,1946-1967,Sundberg,Clinton,M,1919,,"R:flustered clerk, head waiter",USA,,,
Todd Susman,,,,M,[1],,RU:,,,
Donald Sutherland,1963-1983,Sutherland,Donald,M,1935,,R:gaunt,Canada,,"[4.82,194]",,,
Kiefer Sutherland,1990,Sutherland,Kiefer,M,1968,,RU:,USA,,Lw(Julia Roberts),
Dudley Sutton,1963-1971,Sutton,Dudley,M,1933,,R:character,Great Britain,,,
Frank Sutton,,,,M,[1],,RU:,,,
Grady Sutton,1932-1966,Sutton,Grady,M,1908,,R:vacuous country cousin,USA,,,
John Sutton,1937-1959,Sutton,John,M,1908,1963,R:swashbuckling villain,Great Britain,[4.521],,,
Janet Suzman,1970-1981,Suzman,Janet,F,1939,,RU:,South Africa,[9.11],,,
Bo Svenson,1975-1981,Svenson,Bo,M,1941,,R:action lead,USA,,,
Dominique Swain,1998,Swain,Dominique,F,,1982,R:sexy teen,,,
Mack Swain,1914-1932,Swain,Mack,M,1876,1935,R:silent,USA,,,
Robert Swann,,,,M,[1],,RU:,,,
Forrest Swanson,,,,M,[1],,RU:,,,
Gary Swanson,,,,M,[1],,RU:,,,
Gloria Swanson,1915-1974,Swenson,Josephine,F,1897,1983,R:silent lead,USA,[34.],,,
Maureen Swanson,1953-1963,Swanson,Maureen,F,1932,,R:lead,Great Britain,,,
Gladys Swarthout,1935-1939,Swarthout,Gladys,F,1904,1969,R:opera singer,USA,,,
Patrick Swayze,1983-1990,,Swazey,M,1952,,R:hero,USA,[4.784],Mt(Lisa Niemi),
Bob Sweeney,1960,Sweeney,fn,M,,,"R:warm, half bald",USA,[34.186],Ww(Hitchcock),
Blanche Sweet,1911-1930,Wayne,Daphne,F,1895,1986,R:silent heroine,USA,,,
Dolph Sweet,1961-1981,Sweet,Dolph,M,,,R:barrel-chested,USA,,,
Inga Swenson,1961-1979,Swenson,Inga,F,1932,,RU:,USA,,,
Stanley Swerdlow,,,,M,[1],,RU:,,,
Nora Swinburne,1930-1971,Johnson,Elinore,F,1902,,RU:,Great Britain,,,
Loretta Swit,1972-1981,Swit,Loretta,F,1937,,R:comedy,USA,,,
Carl (`Alfalfa') Switzer,1937-1958,Switzer,Carl,M,1926,1959,R:character,USA,,,
Ken Swofford,1964-1982,Swofford,Ken,M,,,R:burly,USA,,,
Basil Sydney,1920-1960,Nugent,Basil,M,1894,1968,R:heavy roles,Great Britain,[4.535],,,
Eric Sykes,1961-1983,Sykes,Eric,M,1923,,R:comedian,Great Britain,,,
Harold Sylvester,,,,M,[1],,RU:,,,
William Sylvester,1950-1978,Sylvester,William,M,1922,,R:lead,USA,,,
Sylvie,1937-1964,Sylvain,Louise,F,1883,1970,R:character,France,,,
Donald Symington,,,,M,[1],,RU:,,,
Sylvia Syms,1956-1974,Syms,Sylvia,F,1934,,R:lead,Great Britain,,,
